Method,Recovery@10%
Seq Attr Recovery Mean,0.5556180071390603
Row Attr Recovery Mean,0.5556180071390603
Recursive Attr Recovery Mean,0.5556180071390603
Seq Attr Recovery Std,0.2824667830884716
Row Attr Recovery Std,0.2824667830884716
Recursive Attr Recovery Std,0.2824667830884716
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),1.254704327629879
