dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high
vt_h6_c1,0,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,329,63,132,0.19148936170212766,1.0,0.4012158054711246,1.0,0.4772727272727273,1.0,0.20407474040985107,1,1.0,1.0
vt_h6_c1,0,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,329,63,33,0.19148936170212766,0.5238095238095238,0.10030395136778116,0.5238095238095238,1.0,1.0,0.22304196655750275,1,0.5238095238095238,0.5238095238095238
vt_h6_c1,0,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,329,63,66,0.19148936170212766,1.0,0.2006079027355623,0.8412698412698413,0.803030303030303,0.8412698412698413,0.07647927105426788,1,0.8412698412698413,0.8412698412698413
vt_h6_c1,0,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.3,329,63,99,0.19148936170212766,1.0,0.3009118541033435,1.0,0.6363636363636364,1.0,0.03524511307477951,1,1.0,1.0
vt_h6_c1,0,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.4,329,63,132,0.19148936170212766,1.0,0.4012158054711246,1.0,0.4772727272727273,1.0,0.020869316533207893,1,1.0,1.0
vt_h6_c1,1,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.6257789134979248,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,1,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.8840579710144928,0.9104477611940298,0.9104477611940298,0.08362272381782532,1,0.8840579710144928,0.8840579710144928
vt_h6_c1,1,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.9130434782608695,0.6237623762376238,0.9130434782608695,0.040696874260902405,1,0.9130434782608695,0.9130434782608695
vt_h6_c1,1,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,0.9130434782608695,0.4701492537313433,0.9130434782608695,0.02984859049320221,1,0.9130434782608695,0.9130434782608695
vt_h6_c1,1,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.23057083785533905,1,0.4927536231884058,0.4927536231884058
