dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high
vt_h6_c1,35,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,67,34,0.2012012012012012,0.5074626865671642,0.1021021021021021,0.22388059701492538,0.4411764705882353,0.4411764705882353,83901320.0,43,0.14925373134328357,0.2835820895522388
vt_h6_c1,35,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,333,67,67,0.2012012012012012,1.0,0.2012012012012012,0.29850746268656714,0.29850746268656714,0.29850746268656714,48666920.0,42,0.29850746268656714,0.40298507462686567
vt_h6_c1,35,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,333,67,100,0.2012012012012012,1.0,0.3003003003003003,0.5074626865671642,0.34,0.5074626865671642,44470520.0,37,0.40298507462686567,0.5671641791044776
vt_h6_c1,35,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,333,67,134,0.2012012012012012,1.0,0.4024024024024024,0.5671641791044776,0.2835820895522388,0.5671641791044776,41883624.0,42,0.5671641791044776,0.7014925373134329
vt_h6_c1,35,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,67,34,0.2012012012012012,0.5074626865671642,0.1021021021021021,0.5074626865671642,1.0,1.0,0.6764760613441467,1,0.5074626865671642,0.5074626865671642
vt_h6_c1,35,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.2,333,67,67,0.2012012012012012,1.0,0.2012012012012012,0.835820895522388,0.835820895522388,0.835820895522388,0.2388639599084854,1,0.835820895522388,0.835820895522388
vt_h6_c1,35,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.3,333,67,100,0.2012012012012012,1.0,0.3003003003003003,1.0,0.67,1.0,0.08961115777492523,1,1.0,1.0
vt_h6_c1,35,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.4,333,67,134,0.2012012012012012,1.0,0.4024024024024024,1.0,0.5,1.0,0.04890976473689079,1,1.0,1.0
vt_h6_c1,35,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,67,34,0.2012012012012012,0.5074626865671642,0.1021021021021021,0.5074626865671642,1.0,1.0,1.3760433197021484,1,0.5074626865671642,0.5074626865671642
vt_h6_c1,35,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,333,67,67,0.2012012012012012,1.0,0.2012012012012012,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.4981696605682373,1,0.8208955223880597,0.8208955223880597
vt_h6_c1,35,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,333,67,100,0.2012012012012012,1.0,0.3003003003003003,0.9850746268656716,0.66,0.9850746268656716,0.27049577236175537,1,0.9850746268656716,0.9850746268656716
vt_h6_c1,35,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,333,67,134,0.2012012012012012,1.0,0.4024024024024024,1.0,0.5,1.0,0.19134274125099182,1,1.0,1.0
vt_h6_c1,35,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,67,34,0.2012012012012012,0.5074626865671642,0.1021021021021021,0.5074626865671642,1.0,1.0,0.22224223613739014,1,0.5074626865671642,0.5074626865671642
vt_h6_c1,35,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,333,67,67,0.2012012012012012,1.0,0.2012012012012012,0.8208955223880597,0.8208955223880597,0.8208955223880597,0.08797326683998108,1,0.8208955223880597,0.8208955223880597
vt_h6_c1,35,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.3,333,67,100,0.2012012012012012,1.0,0.3003003003003003,1.0,0.67,1.0,0.03978671133518219,1,1.0,1.0
vt_h6_c1,35,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.4,333,67,134,0.2012012012012012,1.0,0.4024024024024024,1.0,0.5,1.0,0.021488552913069725,1,1.0,1.0
vt_h6_c1,36,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.5230769230769231,1.0,1.0,0.7953929305076599,1,0.5230769230769231,0.5230769230769231
vt_h6_c1,36,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.8769230769230769,0.8507462686567164,0.8769230769230769,0.0828067734837532,1,0.8769230769230769,0.8769230769230769
vt_h6_c1,36,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,0.9692307692307692,0.63,0.9692307692307692,0.04263463616371155,1,0.9692307692307692,0.9692307692307692
vt_h6_c1,36,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,0.9846153846153847,0.48120300751879697,0.9846153846153847,0.027510587126016617,1,0.9846153846153847,0.9846153846153847
vt_h6_c1,36,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.5230769230769231,1.0,1.0,0.21093209087848663,1,0.5230769230769231,0.5230769230769231
vt_h6_c1,36,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.8307692307692308,0.8059701492537313,0.8307692307692308,0.07801692187786102,1,0.8307692307692308,0.8307692307692308
vt_h6_c1,36,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,1.0,0.65,1.0,0.03415214642882347,1,1.0,1.0
vt_h6_c1,36,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,1.0,0.48872180451127817,1.0,0.02068064734339714,1,1.0,1.0
vt_h6_c1,36,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.13846153846153847,0.2647058823529412,0.2647058823529412,66.59423828125,43,0.12307692307692308,0.26153846153846155
vt_h6_c1,36,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.4,0.3880597014925373,0.4,19.556312561035156,42,0.26153846153846155,0.4153846153846154
vt_h6_c1,36,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,0.5692307692307692,0.37,0.5692307692307692,8.882349014282227,41,0.4153846153846154,0.5692307692307692
vt_h6_c1,36,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,0.5692307692307692,0.2781954887218045,0.5692307692307692,6.931920528411865,42,0.5692307692307692,0.676923076923077
vt_h6_c1,36,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.13846153846153847,0.2647058823529412,0.2647058823529412,62.29485321044922,43,0.12307692307692308,0.26153846153846155
vt_h6_c1,36,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.4,0.3880597014925373,0.4,16.918052673339844,42,0.26153846153846155,0.4153846153846154
vt_h6_c1,36,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,0.5384615384615384,0.35,0.5384615384615384,13.970232009887695,42,0.4153846153846154,0.5692307692307692
vt_h6_c1,36,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,0.6615384615384615,0.3233082706766917,0.6615384615384615,7.406694412231445,41,0.5692307692307692,0.6615384615384615
vt_h6_c1,36,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.13846153846153847,0.2647058823529412,0.2647058823529412,68144800.0,43,0.12307692307692308,0.26153846153846155
vt_h6_c1,36,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.36923076923076925,0.3582089552238806,0.36923076923076925,35260144.0,42,0.26153846153846155,0.36923076923076925
vt_h6_c1,36,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,0.49230769230769234,0.32,0.49230769230769234,35156024.0,42,0.36923076923076925,0.5230769230769231
vt_h6_c1,36,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,0.5692307692307692,0.2781954887218045,0.5692307692307692,31044178.0,43,0.5230769230769231,0.6153846153846154
vt_h6_c1,36,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.5230769230769231,1.0,1.0,0.733485758304596,1,0.5230769230769231,0.5230769230769231
vt_h6_c1,36,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.8307692307692308,0.8059701492537313,0.8307692307692308,0.20236793160438538,1,0.8307692307692308,0.8307692307692308
vt_h6_c1,36,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,1.0,0.65,1.0,0.08429266512393951,1,1.0,1.0
vt_h6_c1,36,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,1.0,0.48872180451127817,1.0,0.049561526626348495,1,1.0,1.0
vt_h6_c1,36,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.5230769230769231,1.0,1.0,1.3530551195144653,1,0.5230769230769231,0.5230769230769231
vt_h6_c1,36,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.8307692307692308,0.8059701492537313,0.8307692307692308,0.4154924154281616,1,0.8307692307692308,0.8307692307692308
vt_h6_c1,36,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,0.9692307692307692,0.63,0.9692307692307692,0.2575337886810303,1,0.9692307692307692,0.9692307692307692
vt_h6_c1,36,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,0.9692307692307692,0.47368421052631576,0.9692307692307692,0.19563204050064087,1,0.9692307692307692,0.9692307692307692
vt_h6_c1,36,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,65,34,0.19637462235649547,0.5230769230769231,0.1027190332326284,0.5230769230769231,1.0,1.0,0.21089966595172882,1,0.5230769230769231,0.5230769230769231
vt_h6_c1,36,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,331,65,67,0.19637462235649547,1.0,0.20241691842900303,0.8307692307692308,0.8059701492537313,0.8307692307692308,0.075204998254776,1,0.8307692307692308,0.8307692307692308
vt_h6_c1,36,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.3,331,65,100,0.19637462235649547,1.0,0.3021148036253776,1.0,0.65,1.0,0.03397118300199509,1,1.0,1.0
vt_h6_c1,36,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.4,331,65,133,0.19637462235649547,1.0,0.40181268882175225,1.0,0.48872180451127817,1.0,0.02069932594895363,1,1.0,1.0
vt_h6_c1,37,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.9047345519065857,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,37,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.927536231884058,0.9552238805970149,0.9552238805970149,0.11203277856111526,1,0.927536231884058,0.927536231884058
vt_h6_c1,37,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.9855072463768116,0.6732673267326733,0.9855072463768116,0.051907122135162354,1,0.9855072463768116,0.9855072463768116
vt_h6_c1,37,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,1.0,0.5149253731343284,1.0,0.03806544467806816,1,1.0,1.0
vt_h6_c1,37,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.23997989296913147,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,37,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.782608695652174,0.8059701492537313,0.8059701492537313,0.08041203767061234,1,0.782608695652174,0.782608695652174
vt_h6_c1,37,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,1.0,0.6831683168316832,1.0,0.039582233875989914,1,1.0,1.0
vt_h6_c1,37,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,1.0,0.5149253731343284,1.0,0.023072026669979095,1,1.0,1.0
vt_h6_c1,37,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.057971014492753624,0.11764705882352941,0.11764705882352941,38.73231506347656,43,0.014492753623188406,0.14492753623188406
vt_h6_c1,37,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.2898550724637681,0.29850746268656714,0.29850746268656714,24.565860748291016,42,0.14492753623188406,0.2898550724637681
vt_h6_c1,37,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.2898550724637681,0.19801980198019803,0.2898550724637681,17.62949562072754,42,0.2898550724637681,0.43478260869565216
vt_h6_c1,37,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,0.43478260869565216,0.22388059701492538,0.43478260869565216,13.113977432250977,43,0.43478260869565216,0.4782608695652174
vt_h6_c1,37,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.057971014492753624,0.11764705882352941,0.11764705882352941,40.31725311279297,43,0.014492753623188406,0.14492753623188406
vt_h6_c1,37,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.2898550724637681,0.29850746268656714,0.29850746268656714,18.697967529296875,42,0.14492753623188406,0.2898550724637681
vt_h6_c1,37,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.2898550724637681,0.19801980198019803,0.2898550724637681,16.495105743408203,43,0.2898550724637681,0.42028985507246375
vt_h6_c1,37,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,0.42028985507246375,0.21641791044776118,0.42028985507246375,12.63431453704834,42,0.42028985507246375,0.4492753623188406
vt_h6_c1,37,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.14492753623188406,0.29411764705882354,0.29411764705882354,60182732.0,42,0.028985507246376812,0.14492753623188406
vt_h6_c1,37,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.2318840579710145,0.23880597014925373,0.23880597014925373,45086852.0,42,0.14492753623188406,0.2898550724637681
vt_h6_c1,37,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.2898550724637681,0.19801980198019803,0.2898550724637681,44560656.0,43,0.2898550724637681,0.42028985507246375
vt_h6_c1,37,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,0.42028985507246375,0.21641791044776118,0.42028985507246375,44439616.0,41,0.42028985507246375,0.5217391304347826
vt_h6_c1,37,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.7707686424255371,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,37,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.7971014492753623,0.8208955223880597,0.8208955223880597,0.23876585066318512,1,0.7971014492753623,0.7971014492753623
vt_h6_c1,37,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,1.0,0.6831683168316832,1.0,0.09167861193418503,1,1.0,1.0
vt_h6_c1,37,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,1.0,0.5149253731343284,1.0,0.051686663180589676,1,1.0,1.0
vt_h6_c1,37,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,1.3796870708465576,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,37,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.8260869565217391,0.8507462686567164,0.8507462686567164,0.5366243124008179,1,0.8260869565217391,0.8260869565217391
vt_h6_c1,37,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,0.9565217391304348,0.6534653465346535,0.9565217391304348,0.3057514429092407,1,0.9565217391304348,0.9565217391304348
vt_h6_c1,37,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,0.9710144927536232,0.5,0.9710144927536232,0.226265549659729,1,0.9710144927536232,0.9710144927536232
vt_h6_c1,37,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,335,69,34,0.20597014925373133,0.4927536231884058,0.10149253731343283,0.4927536231884058,1.0,1.0,0.23993267118930817,1,0.4927536231884058,0.4927536231884058
vt_h6_c1,37,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,335,69,67,0.20597014925373133,0.9710144927536232,0.2,0.782608695652174,0.8059701492537313,0.8059701492537313,0.08149195462465286,1,0.782608695652174,0.782608695652174
vt_h6_c1,37,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.3,335,69,101,0.20597014925373133,1.0,0.30149253731343284,1.0,0.6831683168316832,1.0,0.0393073670566082,1,1.0,1.0
vt_h6_c1,37,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.4,335,69,134,0.20597014925373133,1.0,0.4,1.0,0.5149253731343284,1.0,0.023079415783286095,1,1.0,1.0
vt_h6_c1,38,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.515625,1.0,1.0,0.6455906629562378,1,0.515625,0.515625
vt_h6_c1,38,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.90625,0.8787878787878788,0.90625,0.07455127686262131,1,0.90625,0.90625
vt_h6_c1,38,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,0.953125,0.6161616161616161,0.953125,0.04111997410655022,1,0.953125,0.953125
vt_h6_c1,38,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,0.96875,0.4696969696969697,0.96875,0.0286137405782938,1,0.96875,0.96875
vt_h6_c1,38,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.515625,1.0,1.0,0.20654527842998505,1,0.515625,0.515625
vt_h6_c1,38,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.796875,0.7727272727272727,0.796875,0.0725010335445404,1,0.796875,0.796875
vt_h6_c1,38,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,1.0,0.6464646464646465,1.0,0.03452363610267639,1,1.0,1.0
vt_h6_c1,38,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,1.0,0.48484848484848486,1.0,0.02197262831032276,1,1.0,1.0
vt_h6_c1,38,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.21875,0.42424242424242425,0.42424242424242425,62.011653900146484,43,0.0625,0.21875
vt_h6_c1,38,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.359375,0.3484848484848485,0.359375,53.874183654785156,43,0.21875,0.5
vt_h6_c1,38,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,0.5,0.32323232323232326,0.5,32.551025390625,43,0.5,0.65625
vt_h6_c1,38,Perturbation,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,0.65625,0.3181818181818182,0.65625,14.604080200195312,39,0.65625,0.703125
vt_h6_c1,38,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.140625,0.2727272727272727,0.2727272727272727,50.52114486694336,43,0.125,0.28125
vt_h6_c1,38,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.375,0.36363636363636365,0.375,43.411460876464844,43,0.28125,0.5
vt_h6_c1,38,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,0.5,0.32323232323232326,0.5,32.93507385253906,43,0.5,0.65625
vt_h6_c1,38,REAGENT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,0.65625,0.3181818181818182,0.65625,16.820348739624023,42,0.65625,0.703125
vt_h6_c1,38,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.140625,0.2727272727272727,0.2727272727272727,72822880.0,43,0.125,0.28125
vt_h6_c1,38,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.375,0.36363636363636365,0.375,63651716.0,43,0.28125,0.5
vt_h6_c1,38,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,0.5,0.32323232323232326,0.5,39416316.0,39,0.5,0.671875
vt_h6_c1,38,CLP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,0.671875,0.32575757575757575,0.671875,37793324.0,43,0.671875,0.78125
vt_h6_c1,38,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.515625,1.0,1.0,0.7042866349220276,1,0.515625,0.515625
vt_h6_c1,38,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.8125,0.7878787878787878,0.8125,0.19972050189971924,1,0.8125,0.8125
vt_h6_c1,38,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,1.0,0.6464646464646465,1.0,0.0938153937458992,1,1.0,1.0
vt_h6_c1,38,IFR,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,1.0,0.48484848484848486,1.0,0.05050292983651161,1,1.0,1.0
vt_h6_c1,38,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.515625,1.0,1.0,1.3367283344268799,1,0.515625,0.515625
vt_h6_c1,38,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.828125,0.803030303030303,0.828125,0.4961015582084656,1,0.828125,0.828125
vt_h6_c1,38,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,0.96875,0.6262626262626263,0.96875,0.29630693793296814,1,0.96875,0.96875
vt_h6_c1,38,AttnLRP,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,0.984375,0.4772727272727273,0.984375,0.21287330985069275,1,0.984375,0.984375
vt_h6_c1,38,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,64,33,0.19393939393939394,0.515625,0.1,0.515625,1.0,1.0,0.21601898968219757,1,0.515625,0.515625
vt_h6_c1,38,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,64,66,0.19393939393939394,1.0,0.2,0.796875,0.7727272727272727,0.796875,0.07272925227880478,1,0.796875,0.796875
vt_h6_c1,38,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.3,330,64,99,0.19393939393939394,1.0,0.3,1.0,0.6464646464646465,1.0,0.034311071038246155,1,1.0,1.0
vt_h6_c1,38,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.4,330,64,132,0.19393939393939394,1.0,0.4,1.0,0.48484848484848486,1.0,0.0221241544932127,1,1.0,1.0
vt_h6_c1,39,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,66,34,0.19879518072289157,0.5151515151515151,0.10240963855421686,0.5151515151515151,1.0,1.0,0.7398210167884827,1,0.5151515151515151,0.5151515151515151
vt_h6_c1,39,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,332,66,67,0.19879518072289157,1.0,0.20180722891566266,0.9848484848484849,0.9701492537313433,0.9848484848484849,0.07148153334856033,1,0.9848484848484849,0.9848484848484849
vt_h6_c1,39,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.3,332,66,100,0.19879518072289157,1.0,0.30120481927710846,1.0,0.66,1.0,0.03377244994044304,1,1.0,1.0
vt_h6_c1,39,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.4,332,66,133,0.19879518072289157,1.0,0.4006024096385542,1.0,0.49624060150375937,1.0,0.02397584728896618,1,1.0,1.0
vt_h6_c1,39,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,66,34,0.19879518072289157,0.5151515151515151,0.10240963855421686,0.5151515151515151,1.0,1.0,0.2124331146478653,1,0.5151515151515151,0.5151515151515151
vt_h6_c1,39,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,332,66,67,0.19879518072289157,1.0,0.20180722891566266,0.8636363636363636,0.8507462686567164,0.8636363636363636,0.07806529849767685,1,0.8636363636363636,0.8636363636363636
vt_h6_c1,39,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.3,332,66,100,0.19879518072289157,1.0,0.30120481927710846,1.0,0.66,1.0,0.0363750085234642,1,1.0,1.0
