dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high,all_body_tokens,f1,exact_match,complete_support,true_positive,predicted,token_recall,spent_tokens,unused_tokens,selected_sentences,empty_selection,fact_recall_ceiling
vt_h2_c3,1,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.05,330,27,17,0.08181818181818182,0.6296296296296297,0.051515151515151514,0.5925925925925926,0.9411764705882353,0.9411764705882353,0.10057713091373444,1,0.5925925925925926,0.5925925925925926,,,,,,,,,,,,
vt_h2_c3,1,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,27,33,0.08181818181818182,1.0,0.1,0.7407407407407407,0.6060606060606061,0.7407407407407407,0.05876191705465317,1,0.7407407407407407,0.7407407407407407,,,,,,,,,,,,
vt_h2_c3,1,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,330,27,66,0.08181818181818182,1.0,0.2,0.9629629629629629,0.3939393939393939,0.9629629629629629,0.035199008882045746,1,0.9629629629629629,0.9629629629629629,,,,,,,,,,,,
vt_h2_c3,1,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.05,330,27,17,0.08181818181818182,0.6296296296296297,0.051515151515151514,0.6296296296296297,1.0,1.0,314.0,1,0.6296296296296297,0.6296296296296297,,,,,,,,,,,,
vt_h2_c3,1,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.1,330,27,33,0.08181818181818182,1.0,0.1,1.0,0.8181818181818182,1.0,298.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,1,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.2,330,27,66,0.08181818181818182,1.0,0.2,1.0,0.4090909090909091,1.0,265.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,0.4562820494174957,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,0.896551724137931,0.7647058823529411,0.896551724137931,0.09026667475700378,1,0.896551724137931,0.896551724137931,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,0.896551724137931,0.3880597014925373,0.896551724137931,0.030182039365172386,1,0.896551724137931,0.896551724137931,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,density,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,316.0,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,density,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,1.0,0.8529411764705882,1.0,299.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,DT,answer_only,signed_sum,density,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,1.0,0.43283582089552236,1.0,266.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,0.11846379935741425,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,0.7586206896551724,0.6470588235294118,0.7586206896551724,0.05872470885515213,1,0.7586206896551724,0.7586206896551724,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,0.9310344827586207,0.40298507462686567,0.9310344827586207,0.03420691192150116,1,0.9310344827586207,0.9310344827586207,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,316.0,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,1.0,0.8529411764705882,1.0,299.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,1.0,0.43283582089552236,1.0,266.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,0.1279858499765396,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,0.7586206896551724,0.6470588235294118,0.7586206896551724,0.0616234615445137,1,0.7586206896551724,0.7586206896551724,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,0.9310344827586207,0.40298507462686567,0.9310344827586207,0.0362984798848629,1,0.9310344827586207,0.9310344827586207,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.05,332,29,17,0.08734939759036145,0.5862068965517241,0.05120481927710843,0.5862068965517241,1.0,1.0,316.0,1,0.5862068965517241,0.5862068965517241,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,1.0,0.8529411764705882,1.0,299.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,2,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.2,332,29,67,0.08734939759036145,1.0,0.20180722891566266,1.0,0.43283582089552236,1.0,266.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.6296296296296297,1.0,1.0,0.4953548014163971,1,0.6296296296296297,0.6296296296296297,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,0.8888888888888888,0.7058823529411765,0.8888888888888888,0.0720256119966507,1,0.8888888888888888,0.8888888888888888,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,0.9259259259259259,0.36764705882352944,0.9259259259259259,0.024470781907439232,1,0.9259259259259259,0.9259259259259259,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,density,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.6296296296296297,1.0,1.0,321.0,1,0.6296296296296297,0.6296296296296297,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,density,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,1.0,0.7941176470588235,1.0,304.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,DT,answer_only,signed_sum,density,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,1.0,0.39705882352941174,1.0,270.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.5555555555555556,0.8823529411764706,0.8823529411764706,0.09317229688167572,1,0.5555555555555556,0.5555555555555556,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,0.8888888888888888,0.7058823529411765,0.8888888888888888,0.054858963936567307,1,0.8888888888888888,0.8888888888888888,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,raw,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,0.9259259259259259,0.36764705882352944,0.9259259259259259,0.03563341498374939,1,0.9259259259259259,0.9259259259259259,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.6296296296296297,1.0,1.0,321.0,1,0.6296296296296297,0.6296296296296297,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,1.0,0.7941176470588235,1.0,304.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,FT_K3,answer_only,signed_sum,density,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,1.0,0.39705882352941174,1.0,270.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.5925925925925926,0.9411764705882353,0.9411764705882353,0.09280915558338165,1,0.5925925925925926,0.5925925925925926,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,0.8888888888888888,0.7058823529411765,0.8888888888888888,0.057370688766241074,1,0.8888888888888888,0.8888888888888888,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,raw,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,0.9259259259259259,0.36764705882352944,0.9259259259259259,0.03736724704504013,1,0.9259259259259259,0.9259259259259259,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.05,337,27,17,0.08011869436201781,0.6296296296296297,0.050445103857566766,0.6296296296296297,1.0,1.0,321.0,1,0.6296296296296297,0.6296296296296297,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.1,337,27,34,0.08011869436201781,1.0,0.10089020771513353,1.0,0.7941176470588235,1.0,304.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,3,FT_K1,answer_only,signed_sum,density,eligible_body_tokens,0.2,337,27,68,0.08011869436201781,1.0,0.20178041543026706,1.0,0.39705882352941174,1.0,270.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5666666666666667,1.0,1.0,0.5145626664161682,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,0.8,0.7058823529411765,0.8,0.13853229582309723,1,0.8,0.8,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,0.9333333333333333,0.417910447761194,0.9333333333333333,0.047572724521160126,1,0.9333333333333333,0.9333333333333333,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,density,eligible_body_tokens,0.05,334,30,17,0.08982035928143713,0.5666666666666667,0.05089820359281437,0.5666666666666667,1.0,1.0,318.0,1,0.5666666666666667,0.5666666666666667,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,density,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,1.0,0.8823529411764706,1.0,301.0,1,1.0,1.0,,,,,,,,,,,,
vt_h2_c3,4,DT,answer_only,signed_sum,density,eligible_body_tokens,0.2,334,30,67,0.08982035928143713,1.0,0.20059880239520958,1.0,0.44776119402985076,1.0,268.0,1,1.0,1.0,,,,,,,,,,,,
