dataset,method,aggregation,view,budget_unit,fraction,n,precision,recall,f1,exact_match,complete_support,token_recall,fact_recall_ceiling,spent_tokens,unused_tokens,selected_sentences,empty_selection,ceiling,budget,recall_tie_low,recall_tie_high
hotpotqa_long,CLP,signed_sum,native_sentence,all_body_tokens,0.2,48,0.2597049523761985,0.7395833333333334,0.370600453253317,0.0,0.4375,0.7486664038778295,1.0,243.58333333333334,16.9375,8.458333333333334,0.0,,,,
hotpotqa_long,CLP,signed_sum,native_sentence,sentences,2,48,0.34375,0.2760416666666667,0.30069444444444443,0.020833333333333332,0.020833333333333332,0.31997449981358067,0.829861111111111,74.16666666666667,0.0,2.0,0.0,,,,
hotpotqa_long,CLP,signed_sum,native_sentence,sentences,4,48,0.3489583333333333,0.5451388888888888,0.4176587301587302,0.0,0.16666666666666666,0.5805156463447699,1.0,140.45833333333334,0.0,4.0,0.0,,,,
hotpotqa_long,CLP,signed_sum,native_sentence,sentences,8,48,0.2421875,0.7482638888888888,0.3607954545454546,0.0,0.4583333333333333,0.7434112936118895,1.0,245.29166666666666,0.0,8.0,0.0,,,,
hotpotqa_long,DT,signed_sum,native_sentence,all_body_tokens,0.05,48,0.626736111111111,0.3993055555555555,0.45868055555555554,0.041666666666666664,0.10416666666666667,0.4003997720264445,0.65625,43.895833333333336,21.625,1.3958333333333333,0.16666666666666666,,,,
hotpotqa_long,DT,signed_sum,native_sentence,all_body_tokens,0.1,48,0.6052083333333333,0.720486111111111,0.619130291005291,0.0625,0.3958333333333333,0.7091215424129181,0.9305555555555555,111.72916666666667,18.833333333333332,3.375,0.0,,,,
hotpotqa_long,DT,signed_sum,native_sentence,all_body_tokens,0.2,48,0.3849941316853081,0.861111111111111,0.5120101694114852,0.020833333333333332,0.6666666666666666,0.8512561197422682,1.0,232.4375,28.083333333333332,6.625,0.0,,,,
hotpotqa_long,DT,signed_sum,native_sentence,sentences,2,48,0.7395833333333334,0.5885416666666666,0.6444444444444445,0.1875,0.1875,0.6101626498763659,0.829861111111111,73.45833333333333,0.0,2.0,0.0,,,,
hotpotqa_long,DT,signed_sum,native_sentence,sentences,4,48,0.5208333333333334,0.8246527777777777,0.6277281746031745,0.0,0.5625,0.811583111416296,1.0,144.125,0.0,4.0,0.0,,,,
hotpotqa_long,DT,signed_sum,native_sentence,sentences,8,48,0.28125,0.8784722222222222,0.42032828282828283,0.0,0.7083333333333334,0.8679178662559884,1.0,306.5625,0.0,8.0,0.0,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,all_body_tokens,0.05,48,0.6666666666666666,0.40625,0.48194444444444445,0.10416666666666667,0.125,0.4033250619438971,0.65625,41.520833333333336,24.0,1.2291666666666667,0.1875,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,all_body_tokens,0.1,48,0.6749999999999999,0.6753472222222222,0.6386078042328043,0.10416666666666667,0.3333333333333333,0.6919022209043532,0.9305555555555555,105.25,25.3125,2.7916666666666665,0.0,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,all_body_tokens,0.2,48,0.4341931216931217,0.8541666666666666,0.5495400432900434,0.020833333333333332,0.6458333333333334,0.8595489868125488,1.0,229.66666666666666,30.854166666666668,5.729166666666667,0.0,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,sentences,2,48,0.7708333333333334,0.6267361111111112,0.6798611111111111,0.2708333333333333,0.2708333333333333,0.6526622897597552,0.829861111111111,80.60416666666667,0.0,2.0,0.0,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,sentences,4,48,0.4895833333333333,0.7760416666666666,0.5900297619047619,0.020833333333333332,0.4791666666666667,0.7833338853146717,1.0,173.97916666666666,0.0,4.0,0.0,,,,
hotpotqa_long,FT_K1,signed_sum,native_sentence,sentences,8,48,0.2890625,0.907986111111111,0.4325126262626262,0.0,0.75,0.912690467313881,1.0,326.125,0.0,8.0,0.0,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,all_body_tokens,0.05,48,0.6458333333333334,0.3854166666666667,0.461111111111111,0.08333333333333333,0.10416666666666667,0.3896464839957409,0.65625,40.604166666666664,24.916666666666668,1.1875,0.20833333333333334,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,all_body_tokens,0.1,48,0.6739583333333333,0.6666666666666666,0.6329365079365079,0.10416666666666667,0.3125,0.6852468327531785,0.9305555555555555,105.39583333333333,25.166666666666668,2.7708333333333335,0.0,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,all_body_tokens,0.2,48,0.44044312169312166,0.861111111111111,0.5567325036075036,0.020833333333333332,0.6666666666666666,0.8635881024588072,1.0,229.39583333333334,31.125,5.708333333333333,0.0,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,sentences,2,48,0.75,0.6059027777777778,0.6590277777777778,0.22916666666666666,0.22916666666666666,0.6347575478966799,0.829861111111111,82.83333333333333,0.0,2.0,0.0,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,sentences,4,48,0.4895833333333333,0.7760416666666666,0.5900297619047619,0.020833333333333332,0.4791666666666667,0.7833338853146717,1.0,174.35416666666666,0.0,4.0,0.0,,,,
hotpotqa_long,FT_K3,signed_sum,native_sentence,sentences,8,48,0.2890625,0.907986111111111,0.4325126262626262,0.0,0.75,0.912690467313881,1.0,325.8541666666667,0.0,8.0,0.0,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,all_body_tokens,0.05,48,0.6631944444444445,0.4288194444444444,0.49355158730158727,0.125,0.14583333333333334,0.41511102690127916,0.65625,42.9375,22.583333333333332,1.3333333333333333,0.1875,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,all_body_tokens,0.1,48,0.6840277777777777,0.767361111111111,0.6870205026455025,0.10416666666666667,0.5,0.7771252890646476,0.9305555555555555,110.02083333333333,20.541666666666668,3.0833333333333335,0.0,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,all_body_tokens,0.2,48,0.42173445767195766,0.9184027777777777,0.5556471306471307,0.0,0.7708333333333334,0.9289326173133605,1.0,239.08333333333334,21.4375,6.229166666666667,0.0,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,sentences,2,48,0.8125,0.6614583333333334,0.7173611111111112,0.3125,0.3125,0.6692923864462242,0.829861111111111,76.16666666666667,0.0,2.0,0.0,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,sentences,4,48,0.5416666666666666,0.8524305555555555,0.6510416666666666,0.020833333333333332,0.6041666666666666,0.8578709508818255,1.0,157.0625,0.0,4.0,0.0,,,,
hotpotqa_long,IFR,native_positive_normalized,native_sentence,sentences,8,48,0.3098958333333333,0.9670138888888888,0.4629419191919191,0.0,0.8958333333333334,0.9714458653077482,1.0,319.4791666666667,0.0,8.0,0.0,,,,
hotpotqa_long,IFR,signed_sum,native_sentence,all_body_tokens,0.05,48,0.6840277777777778,0.43576388888888884,0.503968253968254,0.125,0.14583333333333334,0.419765282220428,0.65625,43.458333333333336,22.0625,1.3541666666666667,0.16666666666666666,,,,
hotpotqa_long,IFR,signed_sum,native_sentence,all_body_tokens,0.1,48,0.6788194444444443,0.7586805555555555,0.6798776455026454,0.14583333333333334,0.5,0.759873713239657,0.9305555555555555,109.64583333333333,20.916666666666668,3.0833333333333335,0.0,,,,
