cases,baseline_seconds,deferred_seconds,reduction_fraction,baseline_peak_bytes,deferred_peak_bytes,baseline_first_shape_seconds,deferred_first_shape_seconds,all_six_vectors_equal
niah_mq_q2_0,0.5848016999661922,0.5215503759682178,0.10815858435710946,17782905856,17782905856,3.7808310259133577,11.112094672396779,True
morehopqa_0,0.7490549301728606,0.7102920832112432,0.05174900451248898,18577530880,18577530880,0.7589373830705881,0.71295983530581,True
