cases,baseline_seconds,deferred_seconds,reduction_fraction,baseline_peak_bytes,deferred_peak_bytes,baseline_first_shape_seconds,deferred_first_shape_seconds,all_six_vectors_equal
niah_mq_q2_0,0.7851399770006537,0.598274340853095,0.2380029569522265,20456338944,20456268800,12.836710086092353,0.6022601760923862,True
morehopqa_0,1.0049099968746305,0.8446834469214082,0.15944368197305503,21601496064,21601496064,4.346452901139855,0.8451227117329836,True
