attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
perturbation_all,128,32,160,7.9825,1.2983,18.7548,0.0000,ok|ok|ok
perturbation_all,256,32,288,14.5012,0.0940,20.4556,0.0000,ok|ok|ok
perturbation_all,512,32,544,40.5327,0.0903,24.8072,0.0000,ok|ok|ok
perturbation_all,1024,32,1056,146.2329,1.1519,38.4471,0.0000,ok|ok|ok
