Method,Recovery@10%
Seq Attr Recovery Mean,0.5366944875776395
Row Attr Recovery Mean,0.4523506375870505
Recursive Attr Recovery Mean,0.4689135375494069
Seq Attr Recovery Std,0.22564154992528873
Row Attr Recovery Std,0.20494805082889545
Recursive Attr Recovery Std,0.22388333711060965
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),32.402011692952364
