Method,Recovery@10%
Seq Attr Recovery Mean,0.1551205298324864
Row Attr Recovery Mean,0.16053912572934315
Recursive Attr Recovery Mean,0.14820953322040287
Seq Attr Recovery Std,0.10548699743972344
Row Attr Recovery Std,0.1128485112262742
Recursive Attr Recovery Std,0.10757353816229848
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),14.774355221251026
