Method,Recovery@10%
Seq Attr Recovery Mean,0.14310724872953132
Row Attr Recovery Mean,0.15598549548277807
Recursive Attr Recovery Mean,0.1510396668548842
Seq Attr Recovery Std,0.12080084618874472
Row Attr Recovery Std,0.12130918745950565
Recursive Attr Recovery Std,0.12292815007620392
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),25.29296372293029
