Method,Recovery@10%
Seq Attr Recovery Mean,0.16068494729907773
Row Attr Recovery Mean,0.1460664408055712
Recursive Attr Recovery Mean,0.14908429794842834
Seq Attr Recovery Std,0.11648801466924698
Row Attr Recovery Std,0.10917740805387245
Recursive Attr Recovery Std,0.10870995739886406
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),14.756642319993116
