Method,Recovery@10%
Seq Attr Recovery Mean,0.24252483295689825
Row Attr Recovery Mean,0.24252483295689825
Recursive Attr Recovery Mean,0.24252483295689825
Seq Attr Recovery Std,0.07855869525325195
Row Attr Recovery Std,0.07855869525325195
Recursive Attr Recovery Std,0.07855869525325195
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),1.2277852361649275
