Method,Recovery@10%
Seq Attr Recovery Mean,0.4132601764464942
Row Attr Recovery Mean,0.4132601764464942
Recursive Attr Recovery Mean,0.4132601764464942
Seq Attr Recovery Std,0.185565815939305
Row Attr Recovery Std,0.185565815939305
Recursive Attr Recovery Std,0.185565815939305
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),1.9484900454478338
