Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.15628572562555942,0.22056132369306297,0.2272696698481451
Row Attr Scores Mean,0.15588568726490024,0.21585110445784828,0.22569021625344696
Recursive Attr Scores Mean,0.1561450236625945,0.21595568232998186,0.2249938897653549
Seq Attr Scores Var,0.05821936592110924,0.06646701388092315,0.072005301394437
Row Attr Scores Var,0.0613664621962992,0.07195934110327828,0.07796047887838997
Recursive Attr Scores Var,0.05838403628672723,0.06979032618202483,0.07439657543931352
Avg Sample Time (s),11.304803275484591
