dataset,index,input_sha256,prompt_length,target_length,DT_RISE,DT_MAS,DT_Recall10,signed_RISE_source
niah_mq_q4,35,87e6ab42dc9895131cd01459b994b884036ce11b8281a5d620e1d822e21896e7,356,427,0.2994482173174872,0.463820515564873,0.24691358024691357,original_signed_call
niah_mq_q4,36,5cd84dfc649bb2791cd0f63bb6b1b9f7b7e2bac4ba2f8eb2b8a56b4394d6d0f3,947,443,0.1186259143155695,0.15460922629707402,0.6133333333333333,original_signed_call
niah_mq_q4,37,d2ff66f4d632399aac1057ae8ad1de715f9274dd1d7ca229a146d5e6ba4b968d,956,383,0.07506009615384616,0.11212382689487202,0.6025641025641025,proof
niah_mq_q4,38,acd6b8c6c8aa71e1e1919b4381daffe56001248beffc4915341f9a25782fcce6,347,347,0.23210498409331923,0.3341083211972024,0.24358974358974358,original_signed_call
niah_mq_q4,39,ce443bc25c78bfd45d439b393f5316e50ac369b58fe87cfdba0b2b2cb47a64d5,348,384,0.19681008902077152,0.26312566945989435,0.21794871794871795,proof
niah_mq_q4,40,ea05cadf9efb489f034d74c7bafc2b86d2027bd701af42c193778c8a52519e58,956,403,0.08208727070594775,0.11220089168471678,0.5769230769230769,proof
niah_mq_q4,41,c4428ad8101360f0874c628d07e50447ffd295f5a41886e96f14e9311ad36d96,965,319,0.1029776373359261,0.1363219640048921,0.5802469135802469,proof
niah_mq_q4,42,f8cc1deda2658b7022bf3e3ee8ea8dcea838824d2f829575915b6606c30c03b7,350,512,0.24871721778791334,0.34495772384506596,0.20253164556962025,original_signed_call
niah_mq_q4,43,aedca96cd903c6f4a867cfb4b507bb51e8d6aa8911666834573ea9956171176c,345,407,0.2639057750759878,0.3664142056667482,0.19480519480519481,original_signed_call
niah_mq_q4,44,a147da369ff9038806eee5dafa3d73936ca76793d6e44ac45107c0b69fcbc2f4,953,437,0.11822478991596638,0.17741922320778208,0.5974025974025974,original_signed_call
niah_mq_q4,45,8e5bff4441f06eea724b383dff9a0e7e01b2549915311f573c15fd668968ed20,953,456,0.0844730941704036,0.10889843914464821,0.5844155844155844,proof
niah_mq_q4,46,4fc4fa3be7a0a8725c5427a877ad18bceb232efc0a7a1e7302b6dad915b927f9,956,402,0.0927887405687754,0.12445000833184842,0.5897435897435898,proof
niah_mq_q4,47,605e04d3c5093307af363d70ef1a87b6333f41f2c2f74f1092545ef52fce7754,953,458,0.07152744050509956,0.10053078342277341,0.6103896103896104,proof
niah_mq_q4,48,d0341a476110044e18539fb544bcd86843822ddba82665178c4c7ab5b5070e04,959,440,0.1253398058252427,0.18347193734389675,0.6455696202531646,original_signed_call
niah_mq_q4,49,02ef1087d8eeaf952634bc3b1eb12c769f143bb16546fe5cfefc17cafe02525a,359,365,0.19237513283740704,0.26238064017414814,0.2073170731707317,original_signed_call
niah_mq_q4,50,4d4837dd385478906acd5739687f38130be2e829be90720c38123bb61954626c,956,312,0.07183479155944415,0.09494656040637872,0.5769230769230769,proof
niah_mq_q4,51,bc90e9755acb3abdba57f541b6c27862aba92a5ab15cbfd6dcd7859c59f71b2f,956,377,0.08015672396359959,0.10971627497760317,0.5641025641025641,proof
niah_mq_q4,52,f436f231ccb7d176c13dee471008e01aa2add276873644ad0c15d6fffe7baf65,356,407,0.16555555555555557,0.21646700981497,0.20987654320987653,proof
niah_mq_q4,53,639a8bc9f70b7a21c049fee233235ffb21f8f7270c66e478ff8861ff62742b15,347,380,0.2845027624309392,0.42034452799351313,0.24358974358974358,original_signed_call
niah_mq_q4,54,8e612dd6bb943c2ae89e6857c8846782cfe946e062c83f0c10d85b9cf8209ab1,351,389,0.22749204665959702,0.30290622642119225,0.21518987341772153,original_signed_call
niah_mq_q4,55,44d587deaeda51a3395943454970d7aa519e253d5a3748ddb10bfee1c53cd24d,959,405,0.05897953688745289,0.08506863039028352,0.5822784810126582,proof
niah_mq_q4,56,bfe6f5757a7fb37e84a14ad0a481fc856225dd0afe44ca854026c399531d77e3,353,373,0.2182289267618609,0.29056071526580196,0.2125,proof
niah_mq_q4,57,0c8ca14eb463f3adb74427b2c49e3f88d23d73640a77296e9b37c29cf7ccdbb8,950,404,0.08441011235955057,0.11990695082253955,0.5657894736842105,proof
niah_mq_q4,58,3bb5ec530b619d2b3e1f9756296ac2c40a45a17a21e39937713ff2d11033bb24,962,372,0.05694050991501416,0.07701846486223411,0.7,proof
