cases,baseline_seconds,deferred_seconds,reduction_fraction,baseline_peak_bytes,deferred_peak_bytes,baseline_first_shape_seconds,deferred_first_shape_seconds,all_six_vectors_equal
"niah_mq_q2_3,niah_mq_q2_0",1.1922878110781312,1.0422664629295468,0.12582645461495323,21982486528,21982486528,16.64190949499607,1.031751811504364,True
"niah_mq_q2_6,niah_mq_q2_4",1.9619409497827291,1.881475974805653,0.04101294434268621,23218958336,23218990080,5.381958240643144,1.8789371717721224,True
"niah_mq_q2_7,niah_mq_q2_1",2.1603766353800893,2.0889343628659844,0.03306935991813087,23316154880,23316170240,5.5714917704463005,2.0817219112068415,True
"niah_mq_q2_5,niah_mq_q2_2",2.199652774259448,2.117310800589621,0.03743407806604793,23410125312,23410140672,5.5992446057498455,2.105266747996211,True
"morehopqa_5,morehopqa_1",0.8832777701318264,0.707161677069962,0.19938925105698024,20917142528,20917142528,4.195118023082614,0.7134172208607197,True
"morehopqa_6,morehopqa_7",1.1144910994917154,0.9415096715092659,0.1552111345360595,21647616512,21647616512,4.586089069023728,0.9797326438128948,True
"morehopqa_2,morehopqa_4",1.4389931093901396,1.3124167751520872,0.0879617375594639,23628106752,23628036608,4.814620640128851,1.303911766037345,True
"morehopqa_3,morehopqa_0",1.6035669930279255,1.4821513779461384,0.07571596048664286,23462870016,23462799872,4.9926026947796345,1.4748537987470627,True
