Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.1280203673408996,0.20490643503021283,0.20567575870223462
Row Attr Scores Mean,0.1280203673408996,0.20490643720499313,0.20567576100021182
Recursive Attr Scores Mean,0.1280203673408996,0.2049064309232334,0.2056757588041881
Seq Attr Scores Var,0.06581110070232027,0.058899803131477725,0.06088971509595187
Row Attr Scores Var,0.06581110070232027,0.058899804439449546,0.060889715680984426
Recursive Attr Scores Var,0.06581110070232027,0.05889980471911878,0.06088971330476158
Avg Sample Time (s),8.670872708052201
