Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.11336556467324722,0.19353213510879214,0.19385516734496533
Row Attr Scores Mean,0.11336556467324722,0.19353213548498172,0.19385517188491633
Recursive Attr Scores Mean,0.11336556467324722,0.1935321277830055,0.19385516541458522
Seq Attr Scores Var,0.062239408395778996,0.05794317313246463,0.05810523683619677
Row Attr Scores Var,0.062239408395778996,0.057943175207576844,0.058105236853113654
Recursive Attr Scores Var,0.062239408395778996,0.05794317222306477,0.0581052383295959
Avg Sample Time (s),16.92602009486407
