attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
ifr_all_positions,128,32,160,6.3024,7.0380,20.4997,0.0000,ok|ok|ok
ifr_all_positions,256,32,288,3.6231,2.5239,20.8233,0.0079,ok|ok|ok
ifr_all_positions,512,32,544,5.1577,2.5544,21.4650,0.0198,ok|ok|ok
ifr_all_positions,1024,32,1056,7.4610,2.5861,23.5748,0.0079,ok|ok|ok
