Method,Recovery@10%
Seq Attr Recovery Mean,0.7030220544732277
Row Attr Recovery Mean,0.3984957500875737
Recursive Attr Recovery Mean,0.5807516929590459
Seq Attr Recovery Std,0.15687286644342735
Row Attr Recovery Std,0.2740943879132898
Recursive Attr Recovery Std,0.22780208416257292
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),146.3969891435653
