Method,Recovery@10%
Seq Attr Recovery Mean,0.5480975815174125
Row Attr Recovery Mean,0.4709987595590548
Recursive Attr Recovery Mean,0.4845496458065098
Seq Attr Recovery Std,0.2824645888107832
Row Attr Recovery Std,0.32022403942666283
Recursive Attr Recovery Std,0.3314121689327014
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),20.624792259396052
