Method,Recovery@10%
Seq Attr Recovery Mean,0.21487495548966914
Row Attr Recovery Mean,0.21487495548966914
Recursive Attr Recovery Mean,0.21487495548966914
Seq Attr Recovery Std,0.08317394911361638
Row Attr Recovery Std,0.08317394911361638
Recursive Attr Recovery Std,0.08317394911361638
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),0.8690449861297384
