Method,Recovery@10%
Seq Attr Recovery Mean,0.0077004840196798876
Row Attr Recovery Mean,0.009702917797254003
Recursive Attr Recovery Mean,0.007643746199620867
Seq Attr Recovery Std,0.03115258107783915
Row Attr Recovery Std,0.03660317949378167
Recursive Attr Recovery Std,0.03091205626387932
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),12.99738322944846
