Method,Recovery@10%
Seq Attr Recovery Mean,0.06693065086710545
Row Attr Recovery Mean,0.011929881485977647
Recursive Attr Recovery Mean,0.021135968807766317
Seq Attr Recovery Std,0.04758964339571707
Row Attr Recovery Std,0.03254256166214231
Recursive Attr Recovery Std,0.03347573857524461
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),51.90258387917187
