Method,Recovery@10%
Seq Attr Recovery Mean,0.011108387330282092
Row Attr Recovery Mean,0.008365653018125144
Recursive Attr Recovery Mean,0.008542123606360438
Seq Attr Recovery Std,0.030975984394178892
Row Attr Recovery Std,0.028337902368706053
Recursive Attr Recovery Std,0.028376809136869578
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),13.799073223052547
