Method,Recovery@10%
Seq Attr Recovery Mean,0.20424426907544432
Row Attr Recovery Mean,0.20424426907544432
Recursive Attr Recovery Mean,0.20424426907544432
Seq Attr Recovery Std,0.07397799145479635
Row Attr Recovery Std,0.07397799145479635
Recursive Attr Recovery Std,0.07397799145479635
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),1.4924833629606291
