Method,Recovery@10%
Seq Attr Recovery Mean,0.07761486215715477
Row Attr Recovery Mean,0.0849423897488159
Recursive Attr Recovery Mean,0.06274942612443846
Seq Attr Recovery Std,0.10477762584846953
Row Attr Recovery Std,0.1066668320463579
Recursive Attr Recovery Std,0.09274747245866818
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),23.837426856197418
