group,cases,all_complete_vectors_equal,baseline_seconds,baseline_peak_bytes,baseline_first_shape_seconds,accelerated_seconds,accelerated_peak_bytes,accelerated_first_shape_seconds,reduction_fraction
0,"niah_mq_q2_3,niah_mq_q2_0",True,1.0317884972319007,21982346240,16.29735965281725,0.9635003507137299,21982346240,2.4924213364720345,0.06618424871121886
7,"morehopqa_3,morehopqa_0",True,1.470317886210978,23463925760,5.035456353798509,1.3937849821522832,23463925760,1.3926046006381512,0.052051943852713944
