case,length,all_six_complete_vectors_equal,baseline_seconds,baseline_peak_bytes,baseline_first_shape_seconds,candidate_seconds,candidate_peak_bytes,candidate_first_shape_seconds,reduction_fraction
niah_mq_q2_0,601,True,0.5179679282009602,17782904832,6.7933068089187145,0.4835526505485177,17782904832,0.4897165521979332,0.0664428737353987
morehopqa_0,861,True,0.7148738531395793,18577529856,0.72568054869771,0.668990770354867,18577529856,0.6764327492564917,0.06418346759110471
vt_h2_c3_1,1363,True,1.0717690866440535,19011773952,1.0723587311804295,1.0173448529094458,18984267264,1.0184227339923382,0.050779812939951485
hotpotqa_long_3,1185,True,0.9132572086527944,18521516032,0.9181701391935349,0.8657378535717726,18434099200,0.8650381695479155,0.052032827806659965
