attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
ifr_multi_hop_both,128,32,160,0.4236,0.3140,17.2113,0.3678,ok|ok|ok
ifr_multi_hop_both,256,32,288,0.2526,0.0027,17.2302,0.0000,ok|ok|ok
ifr_multi_hop_both,512,32,544,0.3396,0.0037,17.9202,0.0000,ok|ok|ok
ifr_multi_hop_both,1024,32,1056,0.5536,0.0023,19.6629,0.0000,ok|ok|ok
