attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
attnlrp,128,32,160,3.4471,0.3107,34.3702,0.0593,ok|ok|ok
attnlrp,256,32,288,4.0315,0.0111,35.5341,0.0000,ok|ok|ok
attnlrp,512,32,544,5.7234,0.0451,38.2164,0.0000,ok|ok|ok
attnlrp,1024,32,1056,9.5697,0.0354,45.9150,0.0000,ok|ok|ok
