Method,Recovery@10%
Seq Attr Recovery Mean,0.2036087330067593
Row Attr Recovery Mean,0.2036087330067593
Recursive Attr Recovery Mean,0.2036087330067593
Seq Attr Recovery Std,0.1363776912432713
Row Attr Recovery Std,0.1363776912432713
Recursive Attr Recovery Std,0.1363776912432713
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),2.3993286320054903
