attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
deltatrace_retained,128,32,160,14.4149,19.6611,19.3092,0.0989,ok|ok|ok
deltatrace_retained,256,32,288,3.7185,4.5150,19.4392,0.0257,ok|ok|ok
deltatrace_retained,512,32,544,1.7488,1.6516,19.8586,0.0049,ok|ok|ok
deltatrace_retained,1024,32,1056,3.9327,4.4157,20.8995,0.0010,ok|ok|ok
