dataset,index,method,rule,fraction,recall,budget,gold,ceiling
hotpotqa_long,42,FT_K3,rms,0.05,0.525,67,80,0.8375
hotpotqa_long,42,FT_K3,rms,0.1,0.525,133,80,1.0
hotpotqa_long,42,FT_K3,rms,0.2,0.525,265,80,1.0
hotpotqa_long,42,FT_K3,max,0.05,0.525,67,80,0.8375
hotpotqa_long,42,FT_K3,max,0.1,0.525,133,80,1.0
hotpotqa_long,42,FT_K3,max,0.2,0.525,265,80,1.0
hotpotqa_long,45,DT,raw,0.05,0.3246753246753247,86,77,1.0
hotpotqa_long,45,DT,raw,0.1,0.5974025974025974,171,77,1.0
hotpotqa_long,45,DT,raw,0.2,0.8181818181818182,341,77,1.0
hotpotqa_long,45,DT,mean,0.05,0.7012987012987013,86,77,1.0
hotpotqa_long,45,DT,mean,0.1,0.987012987012987,171,77,1.0
hotpotqa_long,45,DT,mean,0.2,0.987012987012987,341,77,1.0
hotpotqa_long,45,DT,rms,0.05,0.7142857142857143,86,77,1.0
hotpotqa_long,45,DT,rms,0.1,0.987012987012987,171,77,1.0
hotpotqa_long,45,DT,rms,0.2,0.987012987012987,341,77,1.0
hotpotqa_long,45,DT,max,0.05,0.2857142857142857,86,77,1.0
hotpotqa_long,45,DT,max,0.1,0.6363636363636364,171,77,1.0
hotpotqa_long,45,DT,max,0.2,0.987012987012987,341,77,1.0
hotpotqa_long,45,FT_K3,raw,0.05,0.44155844155844154,86,77,1.0
hotpotqa_long,45,FT_K3,raw,0.1,0.6493506493506493,171,77,1.0
hotpotqa_long,45,FT_K3,raw,0.2,0.7792207792207793,341,77,1.0
hotpotqa_long,45,FT_K3,mean,0.05,0.8571428571428571,86,77,1.0
hotpotqa_long,45,FT_K3,mean,0.1,1.0,171,77,1.0
hotpotqa_long,45,FT_K3,mean,0.2,1.0,341,77,1.0
hotpotqa_long,45,FT_K3,rms,0.05,0.8571428571428571,86,77,1.0
hotpotqa_long,45,FT_K3,rms,0.1,0.987012987012987,171,77,1.0
hotpotqa_long,45,FT_K3,rms,0.2,1.0,341,77,1.0
hotpotqa_long,45,FT_K3,max,0.05,0.961038961038961,86,77,1.0
hotpotqa_long,45,FT_K3,max,0.1,0.987012987012987,171,77,1.0
hotpotqa_long,45,FT_K3,max,0.2,1.0,341,77,1.0
