Method,Recovery@10%
Seq Attr Recovery Mean,0.6291829866992908
Row Attr Recovery Mean,0.5750292965890791
Recursive Attr Recovery Mean,0.5683714029529243
Seq Attr Recovery Std,0.2637542361285733
Row Attr Recovery Std,0.2763586686687896
Recursive Attr Recovery Std,0.30503888232750326
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),19.16326350861229
