Method,Recovery@10%
Seq Attr Recovery Mean,0.2565903914925654
Row Attr Recovery Mean,0.25480997082627516
Recursive Attr Recovery Mean,0.25063666948993035
Seq Attr Recovery Std,0.23242507612968505
Row Attr Recovery Std,0.22282180553960154
Recursive Attr Recovery Std,0.23128770318376785
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),11.457353655644692
