Method,Recovery@10%
Seq Attr Recovery Mean,0.1812176344187214
Row Attr Recovery Mean,0.18017193675889334
Recursive Attr Recovery Mean,0.17481081780538305
Seq Attr Recovery Std,0.2317485047815886
Row Attr Recovery Std,0.22562023595621852
Recursive Attr Recovery Std,0.22600479793861403
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),20.196623520427384
