Method,Recovery@10%
Seq Attr Recovery Mean,0.2543767697680741
Row Attr Recovery Mean,0.2543767697680741
Recursive Attr Recovery Mean,0.2543767697680741
Seq Attr Recovery Std,0.08528839379422201
Row Attr Recovery Std,0.08528839379422201
Recursive Attr Recovery Std,0.08528839379422201
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),0.7760799262812361
