Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.0658066291484475,0.1529830702112675,0.15309492907951663
Row Attr Scores Mean,0.074686430032136,0.13966833431465003,0.13994417743592122
Recursive Attr Scores Mean,0.06997127638333424,0.1450002811540283,0.14500032154223053
Seq Attr Scores Var,0.03346970394384963,0.03189180303180595,0.03202380157679356
Row Attr Scores Var,0.03888019017597133,0.036757406918670354,0.0373053272720648
Recursive Attr Scores Var,0.035067475310585926,0.03210297065971509,0.03210296401915314
Avg Sample Time (s),32.09880736160558
