Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.08101618564594962,0.21709135249988815,0.21709139181340512
Row Attr Scores Mean,0.1174040162708623,0.196588714609241,0.19998314272768028
Recursive Attr Scores Mean,0.08948805069648869,0.2150613936994733,0.21560234552007926
Seq Attr Scores Var,0.030709955552325398,0.03073575694735406,0.030735750804676113
Row Attr Scores Var,0.04555591433144647,0.04647569230409004,0.049672195737774295
Recursive Attr Scores Var,0.030600510376306945,0.034293622402096144,0.03449220236194605
Avg Sample Time (s),227.96593484893907
