dataset,index,input_sha256,DT_rise,FT_rise,DT_minus_FT_rise,DT_mas,FT_mas,DT_minus_FT_mas,DT_needle,FT_needle,DT_minus_FT_needle
math,22,eab9d7e551912f4e593b4b057866309fb94adc7c82c9a16bca2936c96d035360,0.027521008403361347,0.5502100840336135,-0.5226890756302521,0.049334985066092296,0.6057150337268599,-0.5563800486607675,,,
math,23,62097fb146e08809a33a5a6db34242112fbe62dd004379997fcec70924fd90c1,0.2508561643835616,0.3417235494880546,-0.09086738510449299,0.3686463631480759,0.4625819712156254,-0.09393560806754947,,,
math,24,c7af8402619f1fea3f0945ac916d0a87654b769b8f2bfaa638aae8adfc6e1b48,0.1792721518987342,0.3056656101426307,-0.12639345824389653,0.22298745154012617,0.35323812271891397,-0.1302506711787878,,,
math,25,2ec2c61eb6e25ea4ca0038dfebc3e9cf8bb7ecf78c90d7e4f3a7578047a73c72,0.16752199413489735,0.3165690866510539,-0.14904709251615653,0.21661095620516338,0.3598570011913727,-0.14324604498620933,,,
math,26,bb84a507e18949e577b37cee60b3f7634899b85470279bf2386437e25466e9f7,0.13201298701298705,0.4016752577319587,-0.26966227071897164,0.17999910724852725,0.4460526193140482,-0.26605351206552097,,,
math,27,09d58f450ebab2cab203cbf81e1a54a0821025cc7d3213e2133519cdc730ecdb,0.35377041306436124,0.38881135707410974,-0.0350409440097485,0.5180756150643072,0.4920161063861047,0.026059508678202503,,,
math,28,fdc4d122befacf05911f1c4c6726c85c8c4ee6231e01045b02a34d73213926b2,0.32519588638589625,0.32843811394891953,-0.003242227563023281,0.4117166326509231,0.42982439874505396,-0.01810776609413084,,,
math,29,55078a9b509872e36c4e95a20f585485796f5a549b4e0c8c1ec98953deaee6a1,0.12277015437392795,0.349914089347079,-0.22714393497315105,0.18398041868698295,0.41732530240328786,-0.2333448837163049,,,
math,30,fa7edf7873fe9f46601d86e068a74960de9415a9d6711259c51750f31521ac30,0.43935361216730034,0.4365714285714285,0.0027821835958718455,0.6667502246563297,0.4825137155433549,0.1842365091129748,,,
math,31,3610cddc4af527ff43dd171a2ee72935d17bbc8f5cc5b99f3896416ff8d54260,0.45023419203747067,0.3047535211267606,0.1454806709107101,0.6482476349261026,0.37082017597276395,0.27742745895333865,,,
math,32,0a16f6ed1424bb2937fbaf14d963ebf9b649fcaa390cd14ecbe31493b020340d,0.17352071005917163,0.32042772861356933,-0.1469070185543977,0.2372669184824053,0.4115925326395157,-0.17432561415711037,,,
math,33,10837fc98e5a2b25cd6000579938e808d35c4d9904de222a1a4be398bd21a194,0.04201030927835052,0.12396373056994818,-0.08195342129159766,0.12792080502264774,0.2905370906893407,-0.16261628566669295,,,
math,34,c9fc2e9e5df4588811ab36ada587c4421c1a21ebbb663917e2c0f18b803f6258,0.08566666666666667,0.31888297872340426,-0.2332163120567376,0.10819928404344555,0.41524436550813804,-0.3070450814646925,,,
math,35,0e16c28e4cf71bcc4ae08cd1a7851c63c61ccd6badc25c7b34575e74a0f81d87,0.3168300653594771,0.35379282218597063,-0.036962756826493526,0.49396486813372037,0.4787000230162117,0.015264845117508696,,,
math,36,bb9504c97b98eb58992fe4b6bea2bb3c71c78196ce8bc001c401a2976ee08041,0.24304043545878695,0.2270962732919255,0.015944162166861453,0.27406088589318867,0.31606846647608955,-0.04200758058290088,,,
math,37,6a039b4cdd820ed18b7ea0875d595c3be3d27da817fdf85b624e61355a96eb87,0.34843324250681207,0.5680894308943089,-0.2196561883874968,0.5275300621370751,0.6956936261124339,-0.1681635639753588,,,
math,38,b1674e6e5a56430460a1e100675c65922d2daa93c8c95893c252a0353229e2b3,0.14485714285714285,0.23388252148997135,-0.0890253786328285,0.22264271520089413,0.28863047437533607,-0.06598775917444194,,,
math,39,719a4a00deb319710f2112c8efc65d011e9b5d6ff04bdd0cc0c277abd112a823,0.03051330798479087,0.3346590909090909,-0.30414578292430006,0.1337652094844937,0.41493271037562146,-0.28116750089112774,,,
math,40,4b71b404615eba476125a817b0c88932dcf93794372a45e3f86751dd1431bfd4,0.3001118568232662,0.37588888888888883,-0.07577703206562264,0.43291301462177756,0.48393271922096376,-0.0510197045991862,,,
math,41,83a769620aa7db643bb89d420036ca9ccde45296836788b8c23407473e97dd40,0.1448220064724919,0.3559870550161812,-0.2111650485436893,0.17641042630710418,0.4159986605277471,-0.2395882342206429,,,
math,42,d41ce3f345756901a3310e36cb5b23076148d86b2be35b24d1d10b889252bf27,0.42395561357702355,0.3553010471204189,0.06865456645660467,0.6637955950185576,0.42263658975548435,0.2411590052630732,,,
math,43,34e04d87b32f18953fc98f642c0924d0453fd13334a8f1704f33a7cb8ffafcd5,0.06473941368078176,0.6011437908496732,-0.5364043771688914,0.1383395334618082,0.7110987648848259,-0.5727592314230178,,,
math,44,699c2ce4e93302bb6adb75d1b705e1f21f43b8627dc84b21275503ec269f6f71,0.34680762852404645,0.45936213991769553,-0.11255451139364908,0.48033628073492807,0.539593603332397,-0.059257322597468964,,,
math,45,784d0daca7acee0425ef00fac9de657e140f5b378818180785bc9a2b3d8c195e,0.14253155680224402,0.3532303370786517,-0.21069878027640768,0.1784532197118845,0.4331241600330989,-0.2546709403212144,,,
math,46,16e5736c83b8962c8963876bf9757fdbf3bb3bb7a57f96b29294f385583c8254,0.1507575757575757,0.2276315789473684,-0.0768740031897927,0.21462316934737163,0.3015047884327404,-0.08688161908536879,,,
math,47,8c36da0d738cc261f8d6b8d0c3a9d9b175dc08d3e29fda0a6635ab1ad2e042d0,0.22032794249775378,0.27441388638412983,-0.05408594388637605,0.2613303249768663,0.3164902351009017,-0.05515991012403537,,,
math,48,9ec331b5524b4256b7e6acd78b2f6f56a7f0af8c1d0a01cc89a2ab9e3506ecfa,0.21964060529634302,0.33333333333333337,-0.11369272803699035,0.24142013893002495,0.38035276990965333,-0.13893263097962838,,,
math,49,2ac73b5cd0ea58b98e0440185383fe9fd25a2ab6c13aaf3325d5f6e8a3a6efc5,0.25291262135922327,0.44741100323624605,-0.19449838187702279,0.31969292361375046,0.5554784910781999,-0.23578556746444945,,,
math,50,c56d685824a78104e5508fb1ddc301a601ce46da971b950356d4696c90258c40,0.3183566433566433,0.37331932773109244,-0.05496268437444912,0.3998681554382147,0.49254253047450225,-0.09267437503628756,,,
