Method,Recovery@10%
Seq Attr Recovery Mean,0.514175501604861
Row Attr Recovery Mean,0.514175501604861
Recursive Attr Recovery Mean,0.514175501604861
Seq Attr Recovery Std,0.026937120701283908
Row Attr Recovery Std,0.026937120701283908
Recursive Attr Recovery Std,0.026937120701283908
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),2.6409629209479317
