index,target_length,source_endpoint_delta,nonpositive_endpoint_delta,exact_two_line_duplicate_target,new_reference_FA_target_delta,full_reference_FA_target_delta,DT_raw_drop_auc,DT_drop_step1,DT_drop_step2,DT_step1_token_fraction,DT_step2_token_fraction,DT_RISE_first_step_floor,DT_recall10,DT_rise,DT_mas,DT_full_reference_raw_drop_auc,DT_full_reference_drop_step1,DT_full_reference_drop_step2,DT_full_reference_step1_token_fraction,DT_full_reference_step2_token_fraction,DT_full_reference_RISE_first_step_floor,DT_full_reference_recall10,DT_full_reference_rise,DT_full_reference_mas,FT_K1_raw_drop_auc,FT_K1_drop_step1,FT_K1_drop_step2,FT_K1_step1_token_fraction,FT_K1_step2_token_fraction,FT_K1_RISE_first_step_floor,FT_K1_recall10,FT_K1_rise,FT_K1_mas
30,40,9.3125,False,False,9.357420510027026,49.49110837348367,0.7015543619791667,0.7890625,0.8734375,0.05048076923076923,0.10096153846153846,True,0.17307692307692307,0.025,0.05960564470897665,0.45503117487980765,0.4109375,0.4890625,0.05048076923076923,0.10096153846153846,True,0.28846153846153844,0.025,0.057911682878938074,0.3431434044471154,0.3015625,0.20625,0.05048076923076923,0.10096153846153846,True,0.5769230769230769,0.025,0.18179532650452668
31,93,17.625,False,False,17.247344540313378,4.697008592872777,0.17734455216030134,0.024193548387096774,0.0013440860215053765,0.05038078500292911,0.10076157000585823,False,0.2631578947368421,0.174290780141844,0.23006337095400467,0.10561390164471406,-0.025537634408602152,0.13306451612903225,0.05038078500292911,0.10076157000585823,False,0.3333333333333333,0.1352836879432624,0.18104487500480052,0.05774491184307501,-0.12768817204301075,-0.08736559139784947,0.05038078500292911,0.10076157000585823,False,0.40350877192982454,0.4459219858156029,0.5940565233264378
32,49,28.59375,False,True,28.648783886667744,83.45677884290212,0.839398573860259,0.5899234693877551,0.6218112244897959,0.05030891438658429,0.10061782877316858,True,0.14736842105263157,0.025,0.10966105302491162,0.7794028743447954,0.40369897959183676,0.6639030612244898,0.05030891438658429,0.10061782877316858,False,0.17894736842105263,0.040409836065573766,0.11876598982884232,0.4425336496028244,0.33482142857142855,0.22959183673469388,0.05030891438658429,0.10061782877316858,False,0.29473684210526313,0.2072950819672131,0.2618138122571551
33,47,-0.5625,True,True,-0.48669453200392354,53.19735708960734,0.7515859397980194,0.6236702127659575,0.663563829787234,0.05069124423963134,0.10138248847926268,False,0.2553191489361702,0.0,0.0644654036178459,0.38153434160211785,0.37367021276595747,0.4973404255319149,0.05069124423963134,0.10138248847926268,False,0.39361702127659576,0.0,0.0758825373261173,0.06057946857535052,0.4308510638297872,0.21409574468085107,0.05069124423963134,0.10138248847926268,False,0.4574468085106383,0.0,0.19530554558287289
34,38,2.1875,False,False,2.044584125516735,61.638551452209995,0.5910046927213868,0.4128289473684211,0.680921052631579,0.050595238095238096,0.10119047619047619,True,0.1956521739130435,0.025,0.08123116781073206,0.4229029605263158,0.3338815789473684,0.20888157894736842,0.050595238095238096,0.10119047619047619,True,0.391304347826087,0.025,0.10172092714785896,0.4529797801796158,0.19407894736842105,1.0361842105263157,0.050595238095238096,0.10119047619047619,True,0.5652173913043478,0.025,0.20457585163861453
35,51,43.96875,False,False,43.95611861636374,94.13682036917146,1.3296880503698487,0.8841911764705882,1.039828431372549,0.0504704875962361,0.1009409751924722,True,0.45714285714285713,0.025,0.09512370818662379,1.1718765724852815,1.130514705882353,0.9172794117647058,0.0504704875962361,0.1009409751924722,True,0.42857142857142855,0.025,0.12036051417999893,1.0691607855717138,0.6954656862745098,0.7738970588235294,0.0504704875962361,0.1009409751924722,False,0.4142857142857143,0.039783226723525224,0.23714739525719047
36,43,5.5,False,True,5.609637720882617,44.87824620875236,0.462793329338602,0.41569767441860467,0.3313953488372093,0.05013927576601671,0.10027855153203342,True,0.08888888888888889,0.025,0.06175344128733969,0.4836138417438622,0.11773255813953488,0.0872093023255814,0.05013927576601671,0.10027855153203342,False,0.37777777777777777,0.03295454545454546,0.04918664388629895,0.15526970509166288,-0.0188953488372093,-0.019622093023255814,0.05013927576601671,0.10027855153203342,False,0.3111111111111111,0.23409090909090907,0.33012026928739063
37,93,27.6875,False,True,27.792911105707162,54.11634804692275,0.5128868630201029,0.5799731182795699,0.5745967741935484,0.050434782608695654,0.10086956521739131,True,0.3157894736842105,0.025,0.0663838533740436,0.47028780972417017,0.5645161290322581,0.5221774193548387,0.050434782608695654,0.10086956521739131,True,0.3684210526315789,0.025,0.07272864633821226,0.29190129733520337,0.32123655913978494,0.21706989247311828,0.050434782608695654,0.10086956521739131,True,0.543859649122807,0.025,0.18431921447699745
38,78,92.875,False,False,92.99772875022903,136.1024626343724,1.3184203296703296,1.3157051282051282,1.2371794871794872,0.05061224489795919,0.10122448979591837,True,0.4868421052631579,0.025,0.06420029465120992,1.0884589220303504,1.0320512820512822,1.376602564102564,0.05061224489795919,0.10122448979591837,False,0.5131578947368421,0.03166218034993271,0.07094378212663086,1.072069597069597,0.9871794871794872,1.2067307692307692,0.05061224489795919,0.10122448979591837,False,0.4473684210526316,0.0335464333781965,0.20082163518545637
39,29,37.8125,False,True,37.71202553406226,25.085262484099147,1.355698948640759,1.2349137931034482,1.4913793103448276,0.05026455026455026,0.10052910052910052,False,0.32075471698113206,0.027644628099173552,0.07795547484387648,1.1155853744754605,0.25646551724137934,1.0,0.05026455026455026,0.10052910052910052,False,0.3490566037735849,0.1216115702479339,0.17203403399597011,1.0887454958036855,0.2435344827586207,0.36853448275862066,0.05026455026455026,0.10052910052910052,False,0.27358490566037735,0.18045454545454542,0.24248770369681355
40,137,138.625,False,False,138.4551615223254,204.2690504253124,1.1126761844521071,0.9552919708029197,1.0118613138686132,0.05061349693251534,0.10122699386503067,False,0.28125,0.027795311091073038,0.11728543085821856,1.1216358425507142,1.114051094890511,1.061131386861314,0.05061349693251534,0.10122699386503067,True,0.2578125,0.025,0.12663548669758373,0.8959427197617661,0.9516423357664233,0.823905109489051,0.05061349693251534,0.10122699386503067,False,0.34375,0.06828223624887286,0.19519034680859543
41,129,93.25,False,False,92.87978494397288,172.28535115961148,0.9048903757261821,0.7286821705426356,0.9903100775193798,0.05104408352668213,0.10208816705336426,True,0.2727272727272727,0.025,0.06421166276429037,0.7633691703088186,0.7868217054263565,0.7248062015503876,0.05104408352668213,0.10208816705336426,True,0.38961038961038963,0.025,0.07636853778176092,0.6519271929351249,0.5562015503875969,0.560077519379845,0.05104408352668213,0.10208816705336426,False,0.4155844155844156,0.11896782841823055,0.21987250128634522
42,24,-25.75,True,False,-26.048137719691596,31.434642011023044,-0.14110601185970223,-0.005208333333333333,0.0078125,0.050719152157456475,0.10068130204390613,False,0.1875,0.0,0.06445636361294706,0.15228362351753727,0.14583333333333334,0.3515625,0.050719152157456475,0.10068130204390613,False,0.1875,0.0,0.07000969126648543,-0.37484426255362097,-0.16666666666666666,-0.16145833333333334,0.050719152157456475,0.10068130204390613,False,0.3875,0.0,0.2002551184820593
43,50,55.25,False,False,55.22584137220184,89.71637248634659,1.0574489379084968,0.6025,0.8275,0.05065359477124183,0.10130718954248366,False,0.4166666666666667,0.06063348416289592,0.09852862960652302,1.0207220179738563,0.81625,0.87625,0.05065359477124183,0.10130718954248366,False,0.5714285714285714,0.051470588235294115,0.09277091134628526,0.6919888684640523,0.1,0.2,0.05065359477124183,0.10130718954248366,False,0.5476190476190477,0.3180429864253393,0.4092149393788701
44,21,-7.6875,True,False,-7.5212277211992244,42.92535182116309,0.29322141992390177,0.46726190476190477,0.4375,0.05084745762711865,0.1016949152542373,False,0.18478260869565216,0.0,0.06740426864570545,-0.275778637726277,-0.05952380952380952,-0.01636904761904762,0.05084745762711865,0.1016949152542373,False,0.4673913043478261,0.0,0.04956956363644045,-0.13441949873169606,-0.24553571428571427,-0.12946428571428573,0.05084745762711865,0.1016949152542373,False,0.5434782608695652,0.0,0.17080042428516923
45,33,6.65625,False,True,6.913230169692326,48.27599648505563,0.8803324668977163,0.3096590909090909,0.53125,0.05043988269794721,0.10087976539589442,True,0.18181818181818182,0.025,0.0838057842733392,0.4180429663200924,0.35511363636363635,0.7035984848484849,0.05043988269794721,0.10087976539589442,True,0.5584415584415584,0.025,0.07296509754167847,0.10030158624366835,0.016098484848484848,-0.014204545454545454,0.05043988269794721,0.10087976539589442,False,0.6363636363636364,0.185093896713615,0.2771528833020085
46,57,130.5625,False,False,130.42809575372922,150.44125007545045,2.6865249181015813,2.906798245614035,2.8651315789473686,0.05015432098765432,0.10030864197530864,True,0.25862068965517243,0.025,0.052196297952148044,2.287490101120857,2.37609649122807,2.6677631578947367,0.05015432098765432,0.10030864197530864,True,0.3620689655172414,0.025,0.06412325306943124,2.3189000060916176,2.8015350877192984,2.6721491228070176,0.05015432098765432,0.10030864197530864,True,0.3275862068965517,0.025,0.1786994755809725
47,49,51.3125,False,False,51.19359248268775,106.37567712058818,1.6346646158463385,1.850765306122449,1.5880102040816326,0.05058823529411765,0.1011764705882353,True,0.5540540540540541,0.025,0.0631766813158767,1.3202273409363745,1.6262755102040816,1.503826530612245,0.05058823529411765,0.1011764705882353,True,0.527027027027027,0.025,0.06906626402896235,1.2235249099639853,1.4859693877551021,1.3265306122448979,0.05058823529411765,0.1011764705882353,True,0.47297297297297297,0.025,0.19141357410986748
