task,index,dt_rise,ft_rise,delta,dt_positive_rise,signed_minus_positive,dt_recall,ft_k3_recall,dt_mas,ft_mas,prompt_length,target_length,eligible_count,gold_count,positive_fraction,negative_fraction,gold_positive_fraction,root_effect,relative_residual,max_replay_l2,score_full,score_deleted,endpoint_gap,dt_zero_step,ft_zero_step,dt_y_1,ft_y_1,dt_deleted_gold_1,ft_deleted_gold_1,dt_negative_deleted_1,dt_y_2,ft_y_2,dt_deleted_gold_2,ft_deleted_gold_2,dt_negative_deleted_2,dt_y_4,ft_y_4,dt_deleted_gold_4,ft_deleted_gold_4,dt_negative_deleted_4,dt_y_10,ft_y_10,dt_deleted_gold_10,ft_deleted_gold_10,dt_negative_deleted_10
niah_mq_q2,10,0.15664251207729468,0.1281400966183575,0.02850241545893717,0.15664251207729468,0.0,0.38461538461538464,0.28205128205128205,0.20872251867231414,0.2547931087540886,354,291,307,39,0.6156351791530945,0.38436482084690554,1.0,206.91193107017676,0.000673252933297595,0.0,-133.0,-340.0,207.0,7,8,0.7584541062801933,0.748792270531401,0.23076923076923078,0.07692307692307693,0,0.6570048309178744,0.5700483091787439,0.38461538461538464,0.28205128205128205,0,0.3961352657004831,0.21256038647342995,0.7435897435897436,0.5897435897435898,0,0.0,0.0,1.0,0.8974358974358975,0
niah_mq_q2,11,0.15851498637602182,0.12908719346049047,0.029427792915531353,0.15851498637602182,0.0,0.425,0.275,0.21013720514711182,0.2730435302023165,357,244,310,40,0.5838709677419355,0.4161290322580645,1.0,184.6831009327853,0.0009317273536491835,0.0,-96.5,-280.0,183.5,7,8,0.784741144414169,0.6757493188010899,0.25,0.15,0,0.6811989100817438,0.5231607629427792,0.425,0.275,0,0.28337874659400547,0.2125340599455041,0.75,0.625,0,0.0,0.0,1.0,0.875,0
niah_mq_q2,12,0.13680904522613063,0.10766331658291457,0.02914572864321606,0.13680904522613063,0.0,0.35,0.225,0.17143559307238138,0.26995913626116297,357,342,310,40,0.6064516129032258,0.3935483870967742,1.0,199.61064936253183,0.003407281888597548,0.0,-149.0,-348.0,199.0,7,6,0.6381909547738693,0.7386934673366834,0.175,0.1,0,0.6030150753768844,0.44221105527638194,0.35,0.25,0,0.35175879396984927,0.1306532663316583,0.8,0.575,0,0.0,0.0,1.0,0.9,0
niah_mq_q2,13,0.07552356020942408,0.05719895287958114,0.018324607329842937,0.07133507853403141,0.004188481675392666,0.925,0.8,0.08452973789873852,0.2329797585950238,960,301,868,40,0.5311059907834101,0.46889400921658986,1.0,190.645714804521,0.004975515467580592,0.0,-143.0,-334.0,191.0,20,3,0.46596858638743455,0.5916230366492147,0.6,0.3,0,0.2617801047120419,0.05235602094240838,0.925,0.8,0,0.020942408376963352,0.0,1.0,0.875,0,0.010471204188481676,0.0,1.0,0.925,0
niah_mq_q2,14,0.08038461538461539,0.06217948717948718,0.018205128205128207,0.07987179487179488,0.0005128205128205054,0.925,0.8,0.09746344363421,0.231664858034544,960,229,868,40,0.5380184331797235,0.4619815668202765,1.0,193.79752758568225,0.003810233479633667,0.0,-107.0,-302.0,195.0,20,7,0.49743589743589745,0.5487179487179488,0.6,0.325,0,0.28205128205128205,0.11282051282051282,0.925,0.75,0,0.06153846153846154,0.020512820512820513,0.975,0.875,0,0.010256410256410256,0.0,1.0,0.975,0
niah_mq_q2,15,0.1358695652173913,0.11059782608695652,0.025271739130434775,0.1358695652173913,0.0,0.4146341463414634,0.3170731707317073,0.16641486935109523,0.25796207128743026,361,364,313,41,0.5686900958466453,0.43130990415335463,1.0,182.14697444744826,0.0037596952571532795,0.0,-196.0,-380.0,184.0,7,7,0.7282608695652174,0.7989130434782609,0.24390243902439024,0.12195121951219512,0,0.5869565217391305,0.44565217391304346,0.4146341463414634,0.2926829268292683,0,0.2717391304347826,0.09782608695652174,0.8048780487804879,0.6829268292682927,0,0.0,0.0,1.0,0.926829268292683,0
niah_mq_q2,16,0.11896325459317585,0.11738845144356955,0.0015748031496062992,0.11896325459317585,0.0,0.39473684210526316,0.2631578947368421,0.14222245925597812,0.2732255064714569,351,300,304,38,0.618421052631579,0.3815789473684211,1.0,190.89904791544063,0.00023869409757575655,0.0,-125.5,-316.0,190.5,8,8,0.6299212598425197,0.8188976377952756,0.18421052631578946,0.05263157894736842,0,0.5669291338582677,0.5459317585301837,0.42105263157894735,0.21052631578947367,0,0.1994750656167979,0.09448818897637795,0.6842105263157895,0.5263157894736842,0,0.0,0.0,1.0,0.8947368421052632,0
niah_mq_q2,17,0.1651985111662531,0.11830024813895781,0.04689826302729527,0.1651985111662531,0.0,0.3170731707317073,0.2682926829268293,0.21231528426520377,0.25702595937354444,360,293,313,41,0.6261980830670927,0.3738019169329074,1.0,201.91955320803208,0.001883648920764347,0.0,-110.5,-312.0,201.5,8,7,0.7344913151364765,0.7196029776674938,0.24390243902439024,0.07317073170731707,0,0.6600496277915633,0.575682382133995,0.3170731707317073,0.2926829268292683,0,0.4218362282878412,0.1687344913151365,0.6585365853658537,0.5609756097560976,0,0.0,0.0,1.0,0.9024390243902439,0
niah_mq_q2,18,0.04327956989247313,0.04112903225806451,0.002150537634408617,0.04327956989247313,0.0,0.9459459459459459,0.8108108108108109,0.06854408703773776,0.24562423487488855,951,303,859,37,0.5506402793946449,0.44935972060535506,1.0,184.93216038018556,-0.005062142031989029,0.0,-146.0,-332.0,186.0,3,3,0.3548387096774194,0.2903225806451613,0.5135135135135135,0.3783783783783784,0,0.010752688172043012,0.03225806451612903,0.9459459459459459,0.7567567567567568,0,0.0,0.0,1.0,0.8648648648648649,0,0.0,0.0,1.0,0.972972972972973,0
niah_mq_q2,19,0.14850000000000002,0.13725,0.01125000000000001,0.14850000000000002,0.0,0.358974358974359,0.23076923076923078,0.19028168189920186,0.2695274166489184,354,306,307,39,0.6123778501628665,0.38762214983713356,1.0,200.03409859640755,0.003187258869885499,0.0,-158.0,-358.0,200.0,7,11,0.705,0.815,0.1794871794871795,0.07692307692307693,0,0.65,0.51,0.358974358974359,0.20512820512820512,0,0.33,0.2,0.7692307692307693,0.5897435897435898,0,0.0,0.03,1.0,0.8205128205128205,0
niah_mq_q2,20,0.14036458333333335,0.14244791666666665,-0.002083333333333298,0.14036458333333335,0.0,0.375,0.25,0.1720151258337432,0.2704176044983279,357,290,310,40,0.6225806451612903,0.3774193548387097,1.0,193.1886801143312,0.001994840814662949,0.0,-108.0,-300.0,192.0,8,11,0.6302083333333334,0.7708333333333334,0.175,0.05,0,0.5625,0.4791666666666667,0.375,0.2,0,0.2916666666666667,0.22916666666666666,0.8,0.5,0,0.0,0.052083333333333336,1.0,0.8,0
niah_mq_q2,21,0.08471563981042658,0.06528436018957345,0.01943127962085313,0.08471563981042658,0.0,0.8974358974358975,0.7435897435897436,0.10463878780577474,0.2506809728898633,957,347,865,39,0.5190751445086705,0.48092485549132946,1.0,211.2842761834125,0.00023978905006397634,0.0,-151.0,-362.0,211.0,20,14,0.44549763033175355,0.4549763033175355,0.46153846153846156,0.3333333333333333,0,0.26540284360189575,0.14218009478672985,0.8974358974358975,0.6923076923076923,0,0.02843601895734597,0.037914691943127965,1.0,0.8205128205128205,0,0.018957345971563982,0.009478672985781991,1.0,0.9230769230769231,0
niah_mq_q2,22,0.2071759259259259,0.24282407407407405,-0.03564814814814815,0.2085648148148148,-0.001388888888888884,0.35714285714285715,0.23809523809523808,0.2736483180730254,0.2813861869690283,363,321,316,42,0.7436708860759493,0.2563291139240506,1.0,217.10242890983955,0.004033010901223416,0.0,-162.0,-378.0,216.0,16,19,0.875,0.8333333333333334,0.16666666666666666,0.09523809523809523,0,0.7083333333333334,0.6805555555555556,0.35714285714285715,0.23809523809523808,0,0.3333333333333333,0.4351851851851852,0.7142857142857143,0.5238095238095238,0,0.07407407407407407,0.1388888888888889,1.0,0.9285714285714286,0
