task,index,dt_rise,ft_rise,delta,dt_positive_rise,signed_minus_positive,dt_recall,ft_k3_recall,dt_mas,ft_mas,prompt_length,target_length,eligible_count,gold_count,positive_fraction,negative_fraction,gold_positive_fraction,root_effect,relative_residual,max_replay_l2,score_full,score_deleted,endpoint_gap,dt_zero_step,ft_zero_step,dt_y_1,ft_y_1,dt_deleted_gold_1,ft_deleted_gold_1,dt_negative_deleted_1,dt_y_2,ft_y_2,dt_deleted_gold_2,ft_deleted_gold_2,dt_negative_deleted_2,dt_y_4,ft_y_4,dt_deleted_gold_4,ft_deleted_gold_4,dt_negative_deleted_4,dt_y_10,ft_y_10,dt_deleted_gold_10,ft_deleted_gold_10,dt_negative_deleted_10
niah_mq_q4,71,0.1443308550185874,0.11291821561338289,0.0314126394052045,0.14321561338289962,0.0011152416356877692,0.6103896103896104,0.5714285714285714,0.20989222614712305,0.24405957745379983,952,382,855,77,0.5637426900584795,0.43625730994152045,0.961038961038961,268.75513329843903,9.521505017891792e-05,0.0,-127.0,-396.0,269.0,19,18,0.7323420074349443,0.7472118959107806,0.3246753246753247,0.24675324675324675,0,0.5836431226765799,0.3420074349442379,0.6103896103896104,0.5584415584415584,0,0.2527881040892193,0.08178438661710037,0.8571428571428571,0.8051948051948052,0,0.01486988847583643,0.01486988847583643,0.948051948051948,0.948051948051948,0
niah_mq_q4,72,0.1206989247311828,0.10672043010752688,0.013978494623655913,0.11998207885304657,0.0007168458781362241,0.5569620253164557,0.4430379746835443,0.1595475024979383,0.24936260528508497,958,388,861,79,0.5667828106852497,0.4332171893147503,0.9746835443037974,279.68429228235544,0.0005534796772889006,0.0,-103.0,-382.0,279.0,20,20,0.6666666666666666,0.6738351254480287,0.3037974683544304,0.189873417721519,0,0.43727598566308246,0.3870967741935484,0.5569620253164557,0.4177215189873418,0,0.17921146953405018,0.0931899641577061,0.8734177215189873,0.7721518987341772,0,0.021505376344086023,0.014336917562724014,0.9620253164556962,0.9367088607594937,0
niah_mq_q4,73,0.12558139534883722,0.09069767441860466,0.034883720930232565,0.12558139534883722,0.0,0.5897435897435898,0.5384615384615384,0.1697419670824366,0.2580458775177994,955,412,858,78,0.5396270396270396,0.4603729603729604,1.0,257.4144006313682,-0.000588542259027723,0.0,-166.0,-424.0,258.0,10,11,0.748062015503876,0.6550387596899225,0.28205128205128205,0.24358974358974358,0,0.46511627906976744,0.27906976744186046,0.5897435897435898,0.5384615384615384,0,0.2248062015503876,0.06976744186046512,0.8846153846153846,0.782051282051282,0,0.0,0.015503875968992248,0.9871794871794872,0.9230769230769231,0
niah_mq_q4,74,0.11294326241134751,0.07429078014184398,0.03865248226950353,0.11294326241134751,0.0,0.5584415584415584,0.5064935064935064,0.14705336456977683,0.23016777943301953,952,380,855,77,0.5590643274853802,0.4409356725146199,0.948051948051948,282.90911978767144,6.183090520312644e-05,0.0,-134.0,-416.0,282.0,10,6,0.6170212765957447,0.6453900709219859,0.2857142857142857,0.19480519480519481,0,0.45390070921985815,0.22695035460992907,0.5584415584415584,0.5194805194805194,0,0.14893617021276595,0.03546099290780142,0.8051948051948052,0.8051948051948052,0,0.0,0.0,0.948051948051948,0.935064935064935,0
niah_mq_q4,75,0.1501937984496124,0.09864341085271319,0.0515503875968992,0.14593023255813953,0.004263565891472865,0.6329113924050633,0.5949367088607594,0.2106542471791193,0.25471705163127356,958,348,861,79,0.5249709639953543,0.47502903600464574,0.9873417721518988,259.0991050428928,0.003968883824656879,0.0,-112.0,-370.0,258.0,19,20,0.6124031007751938,0.6511627906976745,0.3670886075949367,0.2911392405063291,0,0.5038759689922481,0.3178294573643411,0.6329113924050633,0.5949367088607594,0,0.3178294573643411,0.08527131782945736,0.8860759493670886,0.810126582278481,0,0.031007751937984496,0.023255813953488372,0.9873417721518988,0.9493670886075949,0
niah_mq_q4,76,0.11423611111111112,0.08750000000000002,0.0267361111111111,0.11423611111111112,0.0,0.5822784810126582,0.46835443037974683,0.14434328337618646,0.2508103585223697,958,412,861,79,0.5679442508710801,0.43205574912891986,0.9746835443037974,286.48811498515346,0.00041239505532981405,0.0,-130.0,-418.0,288.0,10,16,0.6458333333333334,0.6736111111111112,0.2911392405063291,0.189873417721519,0,0.3819444444444444,0.25,0.5822784810126582,0.46835443037974683,0,0.1875,0.04861111111111111,0.8227848101265823,0.759493670886076,0,0.0,0.006944444444444444,0.9746835443037974,0.8734177215189873,0
niah_mq_q4,77,0.1571818181818182,0.09263636363636363,0.06454545454545457,0.15427272727272728,0.0029090909090909167,0.5121951219512195,0.43902439024390244,0.22291440564802115,0.23834782119104095,967,403,870,82,0.542528735632184,0.4574712643678161,0.926829268292683,275.8037470652758,0.0007468451976544312,0.0,-111.0,-386.0,275.0,18,9,0.6290909090909091,0.6836363636363636,0.2926829268292683,0.2073170731707317,0,0.509090909090909,0.3418181818181818,0.5121951219512195,0.4146341463414634,0,0.2909090909090909,0.08,0.8292682926829268,0.7926829268292683,0,0.05090909090909091,0.0,0.9146341463414634,0.9512195121951219,0
niah_mq_q4,78,0.17010135135135135,0.14054054054054055,0.0295608108108108,0.17212837837837838,-0.002027027027027034,0.5384615384615384,0.47435897435897434,0.257664961432804,0.2597045464363288,955,410,858,78,0.5384615384615384,0.46153846153846156,0.9102564102564102,296.4747341313445,-0.0007284321220184855,0.0,-140.0,-436.0,296.0,20,20,0.7668918918918919,0.6756756756756757,0.32051282051282054,0.1794871794871795,0,0.5067567567567568,0.4391891891891892,0.5384615384615384,0.46153846153846156,0,0.28378378378378377,0.1554054054054054,0.7435897435897436,0.7692307692307693,0,0.0472972972972973,0.04054054054054054,0.9102564102564102,0.9102564102564102,0
niah_mq_q4,79,0.1529707495429616,0.09081352833638026,0.06215722120658135,0.15077696526508225,0.0021937842778793626,0.5625,0.4875,0.21880554287826498,0.25287958161594715,961,420,864,80,0.5092592592592593,0.49074074074074076,0.9625,273.1167147887119,-0.0004632319891752258,0.0,-108.5,-382.0,273.5,16,17,0.6654478976234004,0.5996343692870201,0.3,0.2,0,0.43875685557586835,0.3510054844606947,0.5625,0.45,0,0.2851919561243144,0.07312614259597806,0.775,0.7875,0,0.05850091407678245,0.014625228519195612,0.9625,0.9125,0
niah_mq_q4,80,0.2519503546099291,0.23528368794326235,0.016666666666666746,0.2519503546099291,0.0,0.2,0.1125,0.3581481547781146,0.3025516245571242,353,594,302,80,0.6754966887417219,0.32450331125827814,0.9625,283.85677718388155,0.0038439665775695016,0.0,-196.0,-478.0,282.0,13,17,0.7588652482269503,0.7943262411347518,0.1,0.0375,0,0.7163120567375887,0.7092198581560284,0.2,0.0875,0,0.5531914893617021,0.5460992907801419,0.4,0.2625,0,0.07092198581560284,0.05673758865248227,0.8625,0.6875,0
niah_mq_q4,81,0.11024871355060036,0.07525728987993138,0.03499142367066897,0.11127787307032591,-0.001029159519725556,0.5125,0.475,0.13507986855050896,0.2326595974541476,961,370,864,80,0.5324074074074074,0.4675925925925926,0.9375,291.56485926138083,-0.0016488155072694897,0.0,-122.5,-414.0,291.5,14,7,0.5660377358490566,0.6415094339622641,0.2875,0.175,0,0.3979416809605489,0.2469982847341338,0.525,0.4875,0,0.19210977701543738,0.0274442538593482,0.8375,0.85,0,0.00686106346483705,0.0,0.9375,0.925,0
niah_mq_q4,82,0.1375,0.128515625,0.008984375000000017,0.137109375,0.00039062500000000555,0.6125,0.575,0.19959168688387208,0.2576874755730457,961,382,864,80,0.5717592592592593,0.42824074074074076,0.975,255.8835575718598,-0.0004244609616300861,0.0,-126.0,-382.0,256.0,20,20,0.734375,0.7421875,0.325,0.2875,0,0.57421875,0.3515625,0.625,0.575,0,0.2109375,0.1328125,0.9,0.775,0,0.0078125,0.0625,0.9625,0.925,0
niah_mq_q4,83,0.2905821917808219,0.23253424657534244,0.058047945205479456,0.288527397260274,0.002054794520547909,0.19480519480519481,0.15584415584415584,0.42192583502283376,0.2882708318292343,344,401,293,77,0.7098976109215017,0.2901023890784983,0.948051948051948,291.49586152088403,-0.00014639444341188148,0.0,-122.0,-414.0,292.0,20,14,0.7876712328767124,0.821917808219178,0.1038961038961039,0.025974025974025976,0,0.7705479452054794,0.6678082191780822,0.19480519480519481,0.11688311688311688,0,0.6164383561643836,0.4794520547945205,0.4155844155844156,0.3116883116883117,0,0.17123287671232876,0.136986301369863,0.8311688311688312,0.7662337662337663,0
niah_mq_q4,84,0.11064013840830451,0.09541522491349483,0.015224913494809686,0.11167820069204155,-0.0010380622837370401,0.5194805194805194,0.45454545454545453,0.14044970927992106,0.24105345649888843,952,460,855,77,0.5625730994152047,0.43742690058479533,0.9090909090909091,289.4727930236297,0.000546255650559254,0.0,-145.0,-434.0,289.0,20,20,0.6885813148788927,0.7024221453287197,0.2727272727272727,0.16883116883116883,0,0.35294117647058826,0.35294117647058826,0.5194805194805194,0.42857142857142855,0,0.15916955017301038,0.08304498269896193,0.8311688311688312,0.7792207792207793,0,0.01384083044982699,0.006920415224913495,0.9090909090909091,0.935064935064935,0
niah_mq_q4,85,0.09829749103942653,0.07643369175627239,0.021863799283154142,0.09829749103942653,0.0,0.6103896103896104,0.5194805194805194,0.13460876863883647,0.25866868830987383,952,393,855,77,0.5730994152046783,0.4269005847953216,0.974025974025974,279.5800396290272,0.002969074329868223,0.0,-139.0,-418.0,279.0,6,7,0.6989247311827957,0.5842293906810035,0.2987012987012987,0.16883116883116883,0,0.4659498207885305,0.26523297491039427,0.6103896103896104,0.4675324675324675,0,0.05017921146953405,0.05017921146953405,0.8961038961038961,0.7792207792207793,0,0.0,0.0,0.974025974025974,0.935064935064935,0
niah_mq_q4,86,0.11545936395759718,0.0840106007067138,0.031448763250883374,0.11545936395759718,0.0,0.5194805194805194,0.45454545454545453,0.1511105725690698,0.25814561154628474,952,448,855,77,0.5368421052631579,0.4631578947368421,0.8961038961038961,281.6043011306197,0.0016456564257629643,0.0,-131.0,-414.0,283.0,10,7,0.6501766784452296,0.6855123674911661,0.2987012987012987,0.16883116883116883,0,0.4452296819787986,0.3392226148409894,0.5194805194805194,0.44155844155844154,0,0.24028268551236748,0.0353356890459364,0.7922077922077922,0.7922077922077922,0,0.0,0.0,0.8961038961038961,0.948051948051948,0
niah_mq_q4,87,0.10783018867924528,0.08198113207547168,0.025849056603773596,0.10783018867924528,0.0,0.5384615384615384,0.47435897435897434,0.13210537610653317,0.24698138452687896,955,356,858,78,0.5303030303030303,0.4696969696969697,0.9615384615384616,263.45814529120537,0.00037292219809055164,0.0,-105.0,-370.0,265.0,7,5,0.5547169811320755,0.6264150943396226,0.28205128205128205,0.21794871794871795,0,0.3849056603773585,0.3471698113207547,0.5384615384615384,0.46153846153846156,0,0.2490566037735849,0.06792452830188679,0.782051282051282,0.782051282051282,0,0.0,0.0,0.9615384615384616,0.9230769230769231,0
niah_mq_q4,88,0.1347864768683274,0.11628113879003563,0.018505338078291772,0.1369217081850534,-0.002135231316725994,0.5822784810126582,0.4810126582278481,0.18864218296257623,0.25129150922255716,958,382,861,79,0.5551684088269454,0.4448315911730546,0.9620253164556962,281.99659915432994,-0.0011051640862388458,0.0,-95.0,-376.0,281.0,18,19,0.693950177935943,0.7224199288256228,0.34177215189873417,0.20253164556962025,0,0.4199288256227758,0.40569395017793597,0.5822784810126582,0.46835443037974683,0,0.2918149466192171,0.09252669039145907,0.8354430379746836,0.7721518987341772,0,0.021352313167259787,0.021352313167259787,0.9620253164556962,0.9113924050632911,0
niah_mq_q4,89,0.14326241134751772,0.10939716312056733,0.03386524822695039,0.14113475177304963,0.002127659574468088,0.6025641025641025,0.46153846153846156,0.19949879869797232,0.2610586738372055,955,457,858,78,0.548951048951049,0.45104895104895104,0.9615384615384616,281.4009846309124,0.0019356500602780127,0.0,-130.0,-412.0,282.0,17,20,0.7056737588652482,0.723404255319149,0.3076923076923077,0.19230769230769232,0,0.5531914893617021,0.3971631205673759,0.6025641025641025,0.4230769230769231,0,0.23404255319148937,0.0851063829787234,0.8846153846153846,0.782051282051282,0,0.028368794326241134,0.014184397163120567,0.9615384615384616,0.8974358974358975,0
niah_mq_q4,90,0.09900000000000002,0.10445454545454544,-0.00545454545454542,0.09718181818181819,0.0018181818181818299,0.6052631578947368,0.4868421052631579,0.12112319800871123,0.2579055404027363,949,373,852,76,0.5610328638497653,0.43896713615023475,0.9868421052631579,274.77756321046746,-0.00043879456669765815,0.0,-115.0,-390.0,275.0,18,18,0.6509090909090909,0.6436363636363637,0.3026315789473684,0.19736842105263158,0,0.43636363636363634,0.38545454545454544,0.6052631578947368,0.4473684210526316,0,0.08,0.10181818181818182,0.868421052631579,0.7894736842105263,0,0.007272727272727273,0.02181818181818182,0.9868421052631579,0.8947368421052632,0
niah_mq_q4,91,0.12781954887218044,0.08627819548872181,0.04154135338345863,0.12781954887218044,0.0,0.6049382716049383,0.49382716049382713,0.17774800061556162,0.24800197268528254,964,342,867,81,0.566320645905421,0.43367935409457903,0.9382716049382716,263.84498303421617,-0.002383510757105567,0.0,-112.0,-378.0,266.0,9,10,0.6578947368421053,0.6992481203007519,0.32098765432098764,0.25925925925925924,0,0.49624060150375937,0.2631578947368421,0.6172839506172839,0.5061728395061729,0,0.23308270676691728,0.06015037593984962,0.8148148148148148,0.7777777777777778,0,0.0,0.0,0.9382716049382716,0.9135802469135802,0
niah_mq_q4,92,0.10998233215547706,0.0741166077738516,0.03586572438162547,0.10821554770318023,0.0017667844522968323,0.5641025641025641,0.44871794871794873,0.1443103871203375,0.2480907567809854,955,462,858,78,0.5431235431235432,0.4568764568764569,0.9358974358974359,283.29318042311706,0.0019610990855902007,0.0,-145.0,-428.0,283.0,20,6,0.6678445229681979,0.558303886925795,0.2948717948717949,0.19230769230769232,0,0.38162544169611307,0.28975265017667845,0.5641025641025641,0.4358974358974359,0,0.09187279151943463,0.007067137809187279,0.8717948717948718,0.8333333333333334,0,0.014134275618374558,0.0,0.9230769230769231,0.9102564102564102,0
niah_mq_q4,93,0.12740963855421686,0.101592082616179,0.02581755593803786,0.1277538726333907,-0.000344234079173833,0.620253164556962,0.45569620253164556,0.17856504947854618,0.2563131545170585,958,372,861,79,0.5458768873403019,0.454123112659698,0.9873417721518988,290.8728847422435,0.0011780390511017965,0.0,-127.5,-418.0,290.5,19,16,0.6781411359724613,0.6024096385542169,0.3291139240506329,0.21518987341772153,0,0.4268502581755594,0.3717728055077453,0.620253164556962,0.4430379746835443,0,0.31669535283993117,0.08950086058519793,0.8734177215189873,0.759493670886076,0,0.0068846815834767644,0.020654044750430294,0.9873417721518988,0.9113924050632911,0
niah_mq_q4,94,0.3100909090909091,0.22663636363636366,0.08345454545454542,0.3122727272727272,-0.002181818181818118,0.2,0.1125,0.455423818891162,0.29765300062125644,354,511,302,80,0.6754966887417219,0.32450331125827814,0.9375,275.1578123843303,0.0031950473269161416,0.0,-145.0,-420.0,275.0,15,14,0.9054545454545454,0.8981818181818182,0.1125,0.025,0,0.8581818181818182,0.7672727272727272,0.2125,0.1,0,0.6290909090909091,0.5018181818181818,0.425,0.275,0,0.16,0.09454545454545454,0.8625,0.7875,0
niah_mq_q4,95,0.2675986842105263,0.225,0.04259868421052629,0.26694078947368416,0.0006578947368421351,0.2236842105263158,0.13157894736842105,0.37776584047863365,0.30368828626558897,341,388,290,76,0.6793103448275862,0.32068965517241377,0.9736842105263158,303.15312588728415,-0.0023846409132169157,0.0,-90.0,-394.0,304.0,16,13,0.8980263157894737,0.8486842105263158,0.13157894736842105,0.02631578947368421,0,0.819078947368421,0.7236842105263158,0.23684210526315788,0.10526315789473684,0,0.5460526315789473,0.5888157894736842,0.39473684210526316,0.27631578947368424,0,0.13815789473684212,0.07236842105263158,0.8947368421052632,0.7631578947368421,0
niah_mq_q4,96,0.3255154639175258,0.2641752577319587,0.06134020618556707,0.329639175257732,-0.004123711340206226,0.17073170731707318,0.15853658536585366,0.4998239761401623,0.31939314411701114,359,439,308,82,0.6915584415584416,0.30844155844155846,0.9146341463414634,291.3430888825487,-0.0016004069574409939,0.0,-117.0,-408.0,291.0,15,20,0.8625429553264605,0.8350515463917526,0.07317073170731707,0.06097560975609756,0,0.852233676975945,0.7525773195876289,0.18292682926829268,0.13414634146341464,0,0.6219931271477663,0.6323024054982818,0.4146341463414634,0.25609756097560976,0,0.26804123711340205,0.10996563573883161,0.8292682926829268,0.7804878048780488,0
niah_mq_q4,97,0.29919354838709666,0.27559422750424445,0.023599320882852215,0.3127758913412564,-0.01358234295415972,0.17647058823529413,0.09411764705882353,0.47795328310268365,0.3254199060738427,368,455,317,85,0.6750788643533123,0.3249211356466877,0.9294117647058824,294.1709322867953,0.0003185766432372596,0.0,-93.5,-388.0,294.5,20,20,0.8353140916808149,0.8692699490662139,0.10588235294117647,0.03529411764705882,0,0.7538200339558574,0.7640067911714771,0.17647058823529413,0.08235294117647059,0,0.631578947368421,0.6146010186757216,0.38823529411764707,0.24705882352941178,0,0.19015280135823429,0.11544991511035653,0.8705882352941177,0.7529411764705882,0
niah_mq_q4,98,0.1295075125208681,0.10463272120200331,0.024874791318864775,0.1291736227045075,0.0003338898163605941,0.5679012345679012,0.4074074074074074,0.17391546253520435,0.24781200338420165,964,400,867,81,0.544405997693195,0.4555940023068051,0.9753086419753086,298.9870492169297,-0.0017395543305943134,0.0,-106.5,-406.0,299.5,12,11,0.6878130217028381,0.6978297161936561,0.30864197530864196,0.1728395061728395,0,0.44741235392320533,0.4340567612687813,0.5679012345679012,0.38271604938271603,0,0.327212020033389,0.08681135225375626,0.8024691358024691,0.7530864197530864,0,0.00667779632721202,0.00667779632721202,0.9629629629629629,0.9259259259259259,0
niah_mq_q4,99,0.15775862068965518,0.08017241379310344,0.07758620689655174,0.1560344827586207,0.0017241379310344862,0.6666666666666666,0.6025641025641025,0.23582786375710726,0.25467206458288955,955,376,858,78,0.5501165501165501,0.44988344988344986,1.0,230.90477963822534,-0.0011499792352945254,0.0,-118.0,-350.0,232.0,15,6,0.6508620689655172,0.603448275862069,0.34615384615384615,0.2948717948717949,0,0.4956896551724138,0.29310344827586204,0.6666666666666666,0.6025641025641025,0,0.3448275862068966,0.0603448275862069,0.8846153846153846,0.8205128205128205,0,0.04310344827586207,0.0,1.0,0.9230769230769231,0
niah_mq_q8,0,0.3699339207048458,0.36762114537444934,0.002312775330396477,0.3694933920704846,0.0004405286343612258,0.12962962962962962,0.1111111111111111,0.5406546919577133,0.4187658671876456,388,654,324,162,0.8055555555555556,0.19444444444444445,0.9135802469135802,456.52352886510465,0.00039062507447695143,0.0,-130.0,-584.0,454.0,18,20,0.8898678414096917,0.9074889867841409,0.07407407407407407,0.030864197530864196,0,0.8259911894273128,0.8348017621145375,0.13580246913580246,0.09259259259259259,0,0.7312775330396476,0.7048458149779736,0.25925925925925924,0.1728395061728395,0,0.3700440528634361,0.29955947136563876,0.6296296296296297,0.47530864197530864,0
niah_mq_q8,1,0.38908629441624365,0.3736040609137055,0.015482233502538134,0.39111675126903556,-0.0020304568527919065,0.11392405063291139,0.06329113924050633,0.5846586836051585,0.43417554700800476,376,823,312,158,0.8141025641025641,0.1858974358974359,0.8544303797468354,393.74739652908556,-0.0019174374576827805,0.0,-116.0,-510.0,394.0,20,20,0.8857868020304569,0.949238578680203,0.05063291139240506,0.012658227848101266,0,0.8223350253807107,0.850253807106599,0.11392405063291139,0.0379746835443038,0,0.7081218274111675,0.7157360406091371,0.2468354430379747,0.1518987341772152,0,0.37055837563451777,0.28426395939086296,0.569620253164557,0.4620253164556962,0
niah_mq_q8,2,0.38102605863192185,0.38851791530944624,-0.007491856677524389,0.3862377850162867,-0.005211726384364845,0.14193548387096774,0.09032258064516129,0.5707866027380786,0.46387329389971477,366,729,303,155,0.7722772277227723,0.22772277227722773,0.832258064516129,459.2074318973236,2.501846900975417e-05,0.0,-99.5,-560.0,460.5,20,20,0.8946796959826275,0.8925081433224755,0.07096774193548387,0.025806451612903226,0,0.8165038002171553,0.8208469055374593,0.14838709677419354,0.07096774193548387,0,0.7166123778501629,0.751357220412595,0.25806451612903225,0.16129032258064516,0,0.34310532030401736,0.2779587404994571,0.5870967741935483,0.44516129032258067,0
niah_mq_q8,3,0.41456043956043953,0.39972527472527464,0.014835164835164893,0.4149999999999999,-0.0004395604395603936,0.11875,0.08125,0.637839755063269,0.4725312152991667,381,634,318,160,0.8207547169811321,0.1792452830188679,0.86875,452.5668321941135,-0.0016643676830082144,0.0,-121.0,-576.0,455.0,20,20,0.9032967032967033,0.9120879120879121,0.0625,0.025,0,0.810989010989011,0.8197802197802198,0.11875,0.075,0,0.6725274725274726,0.7670329670329671,0.25625,0.175,0,0.421978021978022,0.3648351648351648,0.60625,0.4625,0
niah_mq_q8,4,0.3859302325581395,0.36662790697674413,0.019302325581395385,0.38872093023255816,-0.0027906976744186407,0.12101910828025478,0.08280254777070063,0.5662525795585667,0.4290980809124648,373,772,309,157,0.7896440129449838,0.21035598705501618,0.8662420382165605,430.15693704339424,-0.000759375297775185,0.0,-146.0,-576.0,430.0,17,20,0.9558139534883721,0.913953488372093,0.06369426751592357,0.01910828025477707,0,0.8488372093023255,0.8372093023255814,0.12738853503184713,0.05732484076433121,0,0.7348837209302326,0.7441860465116279,0.2611464968152866,0.17197452229299362,0,0.3767441860465116,0.2651162790697674,0.6114649681528662,0.5159235668789809,0
niah_mq_q8,5,0.3816433566433567,0.3736013986013985,0.008041958041958175,0.3849067599067599,-0.003263403263403186,0.11464968152866242,0.08280254777070063,0.5708253455169511,0.4521888117602817,372,654,309,157,0.7734627831715211,0.22653721682847897,0.8471337579617835,427.6437777846899,0.00039012571912413997,0.0,-155.0,-584.0,429.0,19,20,0.8857808857808858,0.8694638694638694,0.05732484076433121,0.03821656050955414,0,0.8414918414918415,0.8601398601398601,0.12101910828025478,0.07643312101910828,0,0.7599067599067599,0.717948717948718,0.2356687898089172,0.18471337579617833,0,0.34498834498834496,0.29836829836829837,0.5796178343949044,0.49044585987261147,0
niah_mq_q8,6,0.34610091743119265,0.3720183486238532,-0.025917431192660545,0.34793577981651375,-0.001834862385321101,0.1125,0.1,0.5185959118248509,0.43086522946499556,382,651,318,160,0.789308176100629,0.21069182389937108,0.85625,435.57385063273625,0.00029126760762213214,0.0,-148.0,-584.0,436.0,17,20,0.8555045871559633,0.9013761467889908,0.05,0.03125,0,0.7545871559633027,0.841743119266055,0.1125,0.0875,0,0.6651376146788991,0.7339449541284404,0.25,0.175,0,0.2798165137614679,0.3211009174311927,0.6125,0.48125,0
niah_mq_q8,7,0.3852678571428571,0.37109375,0.014174107142857106,0.38392857142857134,0.001339285714285765,0.11392405063291139,0.10759493670886076,0.5763912431375896,0.44163249982225805,375,635,312,158,0.7980769230769231,0.20192307692307693,0.8544303797468354,448.5367024716622,-0.0004537062543266058,0.0,-120.0,-568.0,448.0,17,20,0.9129464285714286,0.8928571428571429,0.06329113924050633,0.0379746835443038,0,0.8147321428571429,0.8504464285714286,0.11392405063291139,0.0759493670886076,0,0.6875,0.734375,0.25949367088607594,0.17721518987341772,0,0.35714285714285715,0.24107142857142858,0.6012658227848101,0.5063291139240507,0
niah_mq_q8,8,0.40308069792802614,0.3739640130861505,0.02911668484187563,0.40417121046892035,-0.0010905125408942062,0.1320754716981132,0.11320754716981132,0.6167253251649445,0.44312377139486847,379,692,315,159,0.7841269841269841,0.21587301587301588,0.8490566037735849,459.4902039651542,-0.0022205624041496306,0.0,-105.5,-564.0,458.5,20,20,0.88113413304253,0.8505997818974919,0.06289308176100629,0.05660377358490566,0,0.8004362050163577,0.8047982551799345,0.1320754716981132,0.1069182389937107,0,0.7175572519083969,0.7219193020719739,0.2641509433962264,0.2138364779874214,0,0.3533260632497274,0.28789531079607417,0.6289308176100629,0.5283018867924528,0
niah_mq_q8,9,0.1601039260969977,0.14693995381062358,0.013163972286374115,0.15871824480369515,0.0013856812933025486,0.34868421052631576,0.3026315789473684,0.22381412762660052,0.2676124702810758,967,651,863,152,0.5735805330243338,0.4264194669756663,0.9210526315789473,430.84356000199085,-0.0013346779649026207,0.0,-151.0,-584.0,433.0,15,18,0.7759815242494227,0.7575057736720554,0.18421052631578946,0.13157894736842105,0,0.5173210161662818,0.5912240184757506,0.35526315789473684,0.3092105263157895,0,0.2817551963048499,0.14780600461893764,0.618421052631579,0.6118421052631579,0,0.018475750577367205,0.046189376443418015,0.9144736842105263,0.8421052631578947,0
niah_mq_q8,10,0.39170281995661604,0.3870390455531452,0.004663774403470822,0.3934381778741865,-0.001735357917570457,0.10625,0.0875,0.5967741112533973,0.45178129630066577,382,869,318,160,0.779874213836478,0.22012578616352202,0.8375,462.553625705758,-0.00012377444784401372,0.0,-131.0,-592.0,461.0,19,20,0.8676789587852495,0.928416485900217,0.0625,0.025,0,0.8004338394793926,0.8503253796095445,0.10625,0.05625,0,0.6941431670281996,0.7245119305856833,0.2625,0.15625,0,0.3210412147505423,0.29067245119305857,0.6,0.45,0
niah_mq_q8,11,0.38916938110749183,0.4168566775244299,-0.027687296416938068,0.39394679695982626,-0.004777415852334432,0.12578616352201258,0.1069182389937107,0.5781504703164788,0.5002459794995223,378,803,315,159,0.8,0.2,0.8805031446540881,458.6643567638432,0.0008282076928478036,0.0,-127.5,-588.0,460.5,17,20,0.9185667752442996,0.9163952225841476,0.05660377358490566,0.031446540880503145,0,0.8490770901194354,0.8469055374592834,0.12578616352201258,0.06918238993710692,0,0.7122692725298588,0.7839305103148752,0.2578616352201258,0.15723270440251572,0,0.3735070575461455,0.3778501628664495,0.6163522012578616,0.4779874213836478,0
niah_mq_q8,12,0.3677771556550952,0.35489921612541997,0.012877939529675253,0.370464725643897,-0.0026875699888017635,0.1337579617834395,0.07643312101910828,0.5536651669126129,0.41552827973817125,373,680,309,157,0.7831715210355987,0.2168284789644013,0.8407643312101911,447.1984719758654,-1.6965066015225395e-05,0.0,-101.5,-548.0,446.5,20,20,0.9070548712206047,0.9227323628219485,0.06369426751592357,0.012738853503184714,0,0.8533034714445689,0.8533034714445689,0.14012738853503184,0.044585987261146494,0,0.6539753639417694,0.7010078387458006,0.25477707006369427,0.1592356687898089,0,0.30011198208286677,0.21052631578947367,0.5987261146496815,0.4713375796178344,0
niah_mq_q8,13,0.38056768558951964,0.3918122270742358,-0.011244541484716153,0.3844978165938865,-0.003930131004366844,0.1125,0.10625,0.5726303058669089,0.4580819703827682,382,754,318,160,0.8050314465408805,0.1949685534591195,0.84375,460.5070936207821,-0.00038892579809302486,0.0,-106.0,-564.0,458.0,19,20,0.9170305676855895,0.9192139737991266,0.0625,0.01875,0,0.8275109170305677,0.8384279475982532,0.1125,0.06875,0,0.6855895196506551,0.759825327510917,0.2625,0.1625,0,0.32751091703056767,0.3537117903930131,0.60625,0.48125,0
niah_mq_q8,14,0.1860989010989011,0.14664835164835166,0.03945054945054943,0.18302197802197803,0.0030769230769230604,0.3464052287581699,0.2679738562091503,0.2729574662320577,0.2657337067958322,970,793,866,153,0.5635103926096998,0.43648960739030024,0.8954248366013072,454.97561432571155,-0.001426998635118415,0.0,-149.0,-604.0,455.0,17,11,0.7648351648351648,0.8153846153846154,0.16993464052287582,0.08496732026143791,0,0.6197802197802198,0.6417582417582418,0.3464052287581699,0.2222222222222222,0,0.34285714285714286,0.24615384615384617,0.6078431372549019,0.5163398692810458,0,0.06153846153846154,0.026373626373626374,0.8562091503267973,0.869281045751634,0
