task,index,query_tokens,intro_tokens,dt_query_fraction_deleted_1,dt_query_count_deleted_1,dt_intro_fraction_deleted_1,dt_intro_count_deleted_1,dt_gold_fraction_deleted_1,dt_gold_count_deleted_1,dt_query_fraction_deleted_2,dt_query_count_deleted_2,dt_intro_fraction_deleted_2,dt_intro_count_deleted_2,dt_gold_fraction_deleted_2,dt_gold_count_deleted_2,dt_query_fraction_deleted_4,dt_query_count_deleted_4,dt_intro_fraction_deleted_4,dt_intro_count_deleted_4,dt_gold_fraction_deleted_4,dt_gold_count_deleted_4,dt_query_fraction_deleted_5,dt_query_count_deleted_5,dt_intro_fraction_deleted_5,dt_intro_count_deleted_5,dt_gold_fraction_deleted_5,dt_gold_count_deleted_5,dt_query_fraction_deleted_10,dt_query_count_deleted_10,dt_intro_fraction_deleted_10,dt_intro_count_deleted_10,dt_gold_fraction_deleted_10,dt_gold_count_deleted_10,ft_query_fraction_deleted_1,ft_query_count_deleted_1,ft_intro_fraction_deleted_1,ft_intro_count_deleted_1,ft_gold_fraction_deleted_1,ft_gold_count_deleted_1,ft_query_fraction_deleted_2,ft_query_count_deleted_2,ft_intro_fraction_deleted_2,ft_intro_count_deleted_2,ft_gold_fraction_deleted_2,ft_gold_count_deleted_2,ft_query_fraction_deleted_4,ft_query_count_deleted_4,ft_intro_fraction_deleted_4,ft_intro_count_deleted_4,ft_gold_fraction_deleted_4,ft_gold_count_deleted_4,ft_query_fraction_deleted_5,ft_query_count_deleted_5,ft_intro_fraction_deleted_5,ft_intro_count_deleted_5,ft_gold_fraction_deleted_5,ft_gold_count_deleted_5,ft_query_fraction_deleted_10,ft_query_count_deleted_10,ft_intro_fraction_deleted_10,ft_intro_count_deleted_10,ft_gold_fraction_deleted_10,ft_gold_count_deleted_10
niah_mq_q4,15,59,24,0.05084745762711865,3,0.125,3,0.125,10,0.13559322033898305,8,0.125,3,0.25,20,0.2542372881355932,15,0.2916666666666667,7,0.4,32,0.3389830508474576,20,0.3333333333333333,8,0.4875,39,0.6610169491525424,39,0.6666666666666666,16,0.9,72,0.22033898305084745,13,0.0,0,0.0375,3,0.3728813559322034,22,0.08333333333333333,2,0.1,8,0.559322033898305,33,0.20833333333333334,5,0.3,24,0.6779661016949152,40,0.25,6,0.3625,29,0.8983050847457628,53,0.7083333333333334,17,0.725,58
niah_mq_q4,16,53,24,0.37735849056603776,20,0.20833333333333334,5,0.23376623376623376,18,0.6037735849056604,32,0.375,9,0.4805194805194805,37,0.7924528301886793,42,0.625,15,0.7532467532467533,58,0.8679245283018868,46,0.6666666666666666,16,0.8051948051948052,62,0.9622641509433962,51,0.7916666666666666,19,0.9090909090909091,70,0.5471698113207547,29,0.041666666666666664,1,0.15584415584415584,12,0.8679245283018868,46,0.20833333333333334,5,0.42857142857142855,33,1.0,53,0.625,15,0.7922077922077922,61,1.0,53,0.7916666666666666,19,0.8311688311688312,64,1.0,53,0.9583333333333334,23,0.948051948051948,73
niah_mq_q4,17,55,24,0.21818181818181817,12,0.2916666666666667,7,0.2948717948717949,23,0.36363636363636365,20,0.375,9,0.5512820512820513,43,0.7090909090909091,39,0.5833333333333334,14,0.8205128205128205,64,0.7818181818181819,43,0.6666666666666666,16,0.8717948717948718,68,0.9272727272727272,51,0.7916666666666666,19,0.9743589743589743,76,0.41818181818181815,23,0.08333333333333333,2,0.23076923076923078,18,0.7636363636363637,42,0.20833333333333334,5,0.5,39,0.9818181818181818,54,0.625,15,0.782051282051282,61,0.9818181818181818,54,0.75,18,0.8076923076923077,63,1.0,55,0.9583333333333334,23,0.9102564102564102,71
niah_mq_q4,18,57,24,0.05263157894736842,3,0.08333333333333333,2,0.12658227848101267,10,0.12280701754385964,7,0.20833333333333334,5,0.21518987341772153,17,0.2982456140350877,17,0.2916666666666667,7,0.4177215189873418,33,0.47368421052631576,27,0.2916666666666667,7,0.45569620253164556,36,0.7368421052631579,42,0.5833333333333334,14,0.8860759493670886,70,0.19298245614035087,11,0.0,0,0.05063291139240506,4,0.3508771929824561,20,0.041666666666666664,1,0.11392405063291139,9,0.543859649122807,31,0.125,3,0.3291139240506329,26,0.6491228070175439,37,0.25,6,0.4050632911392405,32,0.9473684210526315,54,0.6666666666666666,16,0.759493670886076,60
niah_mq_q4,19,55,24,0.05454545454545454,3,0.08333333333333333,2,0.1282051282051282,10,0.14545454545454545,8,0.20833333333333334,5,0.20512820512820512,16,0.2727272727272727,15,0.2916666666666667,7,0.4230769230769231,33,0.36363636363636365,20,0.3333333333333333,8,0.5128205128205128,40,0.8,44,0.5833333333333334,14,0.8717948717948718,68,0.18181818181818182,10,0.0,0,0.0641025641025641,5,0.32727272727272727,18,0.0,0,0.15384615384615385,12,0.5818181818181818,32,0.125,3,0.32051282051282054,25,0.7090909090909091,39,0.16666666666666666,4,0.3974358974358974,31,0.9636363636363636,53,0.5833333333333334,14,0.717948717948718,56
niah_mq_q4,20,53,24,0.3018867924528302,16,0.20833333333333334,5,0.2857142857142857,22,0.49056603773584906,26,0.3333333333333333,8,0.5714285714285714,44,0.7735849056603774,41,0.5833333333333334,14,0.7922077922077922,61,0.8490566037735849,45,0.6666666666666666,16,0.8831168831168831,68,0.9433962264150944,50,0.7916666666666666,19,0.961038961038961,74,0.5094339622641509,27,0.08333333333333333,2,0.18181818181818182,14,0.8113207547169812,43,0.2916666666666667,7,0.44155844155844154,34,0.9622641509433962,51,0.5416666666666666,13,0.7792207792207793,60,0.9811320754716981,52,0.625,15,0.8311688311688312,64,1.0,53,0.9583333333333334,23,0.922077922077922,71
niah_mq_q4,21,55,24,0.18181818181818182,10,0.25,6,0.34615384615384615,27,0.43636363636363634,24,0.375,9,0.5897435897435898,46,0.7454545454545455,41,0.625,15,0.8333333333333334,65,0.8363636363636363,46,0.75,18,0.8974358974358975,70,0.9090909090909091,50,0.8333333333333334,20,0.9615384615384616,75,0.38181818181818183,21,0.08333333333333333,2,0.2564102564102564,20,0.6727272727272727,37,0.125,3,0.5769230769230769,45,0.9454545454545454,52,0.5416666666666666,13,0.8461538461538461,66,0.9636363636363636,53,0.625,15,0.8717948717948718,68,1.0,55,0.9166666666666666,22,0.9358974358974359,73
niah_mq_q4,22,51,24,0.29411764705882354,15,0.20833333333333334,5,0.3026315789473684,23,0.5490196078431373,28,0.2916666666666667,7,0.5921052631578947,45,0.8627450980392157,44,0.4166666666666667,10,0.8026315789473685,61,0.9215686274509803,47,0.625,15,0.8947368421052632,68,0.9803921568627451,50,0.7083333333333334,17,0.9473684210526315,72,0.39215686274509803,20,0.08333333333333333,2,0.2631578947368421,20,0.6862745098039216,35,0.20833333333333334,5,0.5921052631578947,45,0.9803921568627451,50,0.625,15,0.7894736842105263,60,1.0,51,0.7916666666666666,19,0.8157894736842105,62,1.0,51,0.9583333333333334,23,0.8947368421052632,68
niah_mq_q4,23,55,24,0.07272727272727272,4,0.08333333333333333,2,0.11538461538461539,9,0.16363636363636364,9,0.08333333333333333,2,0.24358974358974358,19,0.2727272727272727,15,0.25,6,0.41025641025641024,32,0.36363636363636365,20,0.2916666666666667,7,0.48717948717948717,38,0.7454545454545455,41,0.625,15,0.8589743589743589,67,0.16363636363636364,9,0.0,0,0.07692307692307693,6,0.34545454545454546,19,0.08333333333333333,2,0.11538461538461539,9,0.5272727272727272,29,0.125,3,0.358974358974359,28,0.6545454545454545,36,0.16666666666666666,4,0.44871794871794873,35,0.8909090909090909,49,0.7916666666666666,19,0.7435897435897436,58
niah_mq_q4,24,55,24,0.3090909090909091,17,0.20833333333333334,5,0.2564102564102564,20,0.5818181818181818,32,0.2916666666666667,7,0.5641025641025641,44,0.8181818181818182,45,0.5833333333333334,14,0.8717948717948718,68,0.9636363636363636,53,0.7083333333333334,17,0.9358974358974359,73,0.9636363636363636,53,0.8333333333333334,20,0.9871794871794872,77,0.45454545454545453,25,0.08333333333333333,2,0.19230769230769232,15,0.8181818181818182,45,0.2916666666666667,7,0.41025641025641024,32,1.0,55,0.625,15,0.782051282051282,61,1.0,55,0.7916666666666666,19,0.7948717948717948,62,1.0,55,0.9583333333333334,23,0.9230769230769231,72
niah_mq_q4,25,49,24,0.2653061224489796,13,0.20833333333333334,5,0.29333333333333333,22,0.5510204081632653,27,0.2916666666666667,7,0.5866666666666667,44,0.7959183673469388,39,0.5416666666666666,13,0.88,66,0.8571428571428571,42,0.625,15,0.8933333333333333,67,0.9387755102040817,46,0.625,15,0.9733333333333334,73,0.5102040816326531,25,0.08333333333333333,2,0.2,15,0.8163265306122449,40,0.2916666666666667,7,0.49333333333333335,37,0.9795918367346939,48,0.6666666666666666,16,0.76,57,0.9795918367346939,48,0.8333333333333334,20,0.8,60,1.0,49,0.9583333333333334,23,0.9733333333333334,73
niah_mq_q4,26,57,24,0.22807017543859648,13,0.25,6,0.3037974683544304,24,0.5087719298245614,29,0.3333333333333333,8,0.5443037974683544,43,0.7368421052631579,42,0.625,15,0.7721518987341772,61,0.7894736842105263,45,0.625,15,0.8481012658227848,67,0.9122807017543859,52,0.7916666666666666,19,0.9240506329113924,73,0.47368421052631576,27,0.08333333333333333,2,0.189873417721519,15,0.8421052631578947,48,0.125,3,0.4430379746835443,35,0.9824561403508771,56,0.5416666666666666,13,0.8607594936708861,68,1.0,57,0.7083333333333334,17,0.8860759493670886,70,1.0,57,1.0,24,0.9113924050632911,72
niah_mq_q4,27,53,24,0.22641509433962265,12,0.16666666666666666,4,0.33766233766233766,26,0.4528301886792453,24,0.3333333333333333,8,0.6103896103896104,47,0.8113207547169812,43,0.6666666666666666,16,0.8181818181818182,63,0.9056603773584906,48,0.6666666666666666,16,0.8701298701298701,67,0.9622641509433962,51,0.7083333333333334,17,0.961038961038961,74,0.5094339622641509,27,0.08333333333333333,2,0.18181818181818182,14,0.9056603773584906,48,0.16666666666666666,4,0.42857142857142855,33,0.9811320754716981,52,0.625,15,0.7532467532467533,58,1.0,53,0.7083333333333334,17,0.8051948051948052,62,1.0,53,0.9583333333333334,23,0.9090909090909091,70
niah_mq_q4,28,57,24,0.2807017543859649,16,0.20833333333333334,5,0.27848101265822783,22,0.49122807017543857,28,0.2916666666666667,7,0.5822784810126582,46,0.7543859649122807,43,0.5416666666666666,13,0.7974683544303798,63,0.7719298245614035,44,0.5416666666666666,13,0.8860759493670886,70,0.8947368421052632,51,0.7083333333333334,17,0.9493670886075949,75,0.47368421052631576,27,0.041666666666666664,1,0.189873417721519,15,0.7543859649122807,43,0.20833333333333334,5,0.4810126582278481,38,0.9824561403508771,56,0.625,15,0.7721518987341772,61,0.9824561403508771,56,0.75,18,0.8227848101265823,65,1.0,57,0.9583333333333334,23,0.9240506329113924,73
niah_mq_q4,29,53,24,0.09433962264150944,5,0.08333333333333333,2,0.1038961038961039,8,0.18867924528301888,10,0.20833333333333334,5,0.19480519480519481,15,0.3584905660377358,19,0.2916666666666667,7,0.4155844155844156,32,0.4716981132075472,25,0.375,9,0.45454545454545453,35,0.7735849056603774,41,0.625,15,0.9090909090909091,70,0.1509433962264151,8,0.0,0,0.09090909090909091,7,0.32075471698113206,17,0.0,0,0.16883116883116883,13,0.5094339622641509,27,0.08333333333333333,2,0.38961038961038963,30,0.6037735849056604,32,0.16666666666666666,4,0.4935064935064935,38,0.9433962264150944,50,0.625,15,0.8051948051948052,62
niah_mq_q4,30,59,24,0.1016949152542373,6,0.08333333333333333,2,0.1,8,0.1864406779661017,11,0.20833333333333334,5,0.1875,15,0.288135593220339,17,0.2916666666666667,7,0.425,34,0.3728813559322034,22,0.3333333333333333,8,0.5125,41,0.7627118644067796,45,0.625,15,0.8375,67,0.1864406779661017,11,0.0,0,0.0625,5,0.3050847457627119,18,0.041666666666666664,1,0.1625,13,0.5084745762711864,30,0.25,6,0.325,26,0.6271186440677966,37,0.2916666666666667,7,0.4,32,0.8983050847457628,53,0.75,18,0.75,60
niah_mq_q4,31,59,24,0.2711864406779661,16,0.16666666666666666,4,0.3,24,0.423728813559322,25,0.2916666666666667,7,0.625,50,0.6610169491525424,39,0.5833333333333334,14,0.85,68,0.7457627118644068,44,0.6666666666666666,16,0.875,70,0.9322033898305084,55,0.7916666666666666,19,0.9625,77,0.4576271186440678,27,0.08333333333333333,2,0.1875,15,0.8135593220338984,48,0.125,3,0.4375,35,1.0,59,0.5,12,0.8375,67,1.0,59,0.7083333333333334,17,0.8625,69,1.0,59,0.9583333333333334,23,0.9375,75
niah_mq_q4,32,57,24,0.10526315789473684,6,0.125,3,0.0759493670886076,6,0.14035087719298245,8,0.25,6,0.20253164556962025,16,0.3684210526315789,21,0.2916666666666667,7,0.4050632911392405,32,0.45614035087719296,26,0.375,9,0.4936708860759494,39,0.8245614035087719,47,0.6666666666666666,16,0.8481012658227848,67,0.15789473684210525,9,0.0,0,0.0759493670886076,6,0.2807017543859649,16,0.041666666666666664,1,0.1518987341772152,12,0.5087719298245614,29,0.16666666666666666,4,0.3291139240506329,26,0.6140350877192983,35,0.20833333333333334,5,0.43037974683544306,34,0.9298245614035088,53,0.6666666666666666,16,0.7468354430379747,59
niah_mq_q4,33,51,24,0.37254901960784315,19,0.16666666666666666,4,0.2631578947368421,20,0.5882352941176471,30,0.2916666666666667,7,0.5394736842105263,41,0.7647058823529411,39,0.5,12,0.8157894736842105,62,0.8627450980392157,44,0.5833333333333334,14,0.868421052631579,66,0.9803921568627451,50,0.75,18,0.9473684210526315,72,0.45098039215686275,23,0.08333333333333333,2,0.2236842105263158,17,0.8431372549019608,43,0.25,6,0.4605263157894737,35,0.9803921568627451,50,0.6666666666666666,16,0.7894736842105263,60,0.9803921568627451,50,0.875,21,0.8421052631578947,64,1.0,51,1.0,24,0.9078947368421053,69
niah_mq_q4,34,55,24,0.21818181818181817,12,0.25,6,0.3076923076923077,24,0.45454545454545453,25,0.3333333333333333,8,0.5256410256410257,41,0.7272727272727273,40,0.5416666666666666,13,0.7435897435897436,58,0.8181818181818182,45,0.6666666666666666,16,0.8974358974358975,70,0.9090909090909091,50,0.8333333333333334,20,0.9615384615384616,75,0.4727272727272727,26,0.08333333333333333,2,0.1794871794871795,14,0.8,44,0.125,3,0.48717948717948717,38,0.9818181818181818,54,0.5833333333333334,14,0.782051282051282,61,1.0,55,0.6666666666666666,16,0.8205128205128205,64,1.0,55,0.9583333333333334,23,0.9230769230769231,72
niah_mq_q4,35,61,24,0.04918032786885246,3,0.08333333333333333,2,0.13580246913580246,11,0.14754098360655737,9,0.20833333333333334,5,0.2222222222222222,18,0.2459016393442623,15,0.3333333333333333,8,0.4691358024691358,38,0.3114754098360656,19,0.375,9,0.5555555555555556,45,0.7049180327868853,43,0.7083333333333334,17,0.8765432098765432,71,0.21311475409836064,13,0.0,0,0.037037037037037035,3,0.3442622950819672,21,0.08333333333333333,2,0.1111111111111111,9,0.5901639344262295,36,0.16666666666666666,4,0.2839506172839506,23,0.7213114754098361,44,0.16666666666666666,4,0.38271604938271603,31,0.9672131147540983,59,0.625,15,0.7901234567901234,64
niah_mq_q4,36,49,24,0.24489795918367346,12,0.25,6,0.32,24,0.5918367346938775,29,0.3333333333333333,8,0.6,45,0.8163265306122449,40,0.6666666666666666,16,0.8133333333333334,61,0.8775510204081632,43,0.6666666666666666,16,0.8533333333333334,64,0.9387755102040817,46,0.7083333333333334,17,0.96,72,0.5714285714285714,28,0.08333333333333333,2,0.16,12,0.8571428571428571,42,0.3333333333333333,8,0.4533333333333333,34,1.0,49,0.625,15,0.76,57,1.0,49,0.8333333333333334,20,0.7866666666666666,59,1.0,49,0.9583333333333334,23,0.88,66
niah_mq_q4,37,55,24,0.21818181818181817,12,0.25,6,0.3076923076923077,24,0.41818181818181815,23,0.3333333333333333,8,0.5641025641025641,44,0.6181818181818182,34,0.5833333333333334,14,0.8205128205128205,64,0.7272727272727273,40,0.6666666666666666,16,0.8717948717948718,68,0.8363636363636363,46,0.7916666666666666,19,0.9230769230769231,72,0.36363636363636365,20,0.08333333333333333,2,0.2692307692307692,21,0.7090909090909091,39,0.16666666666666666,4,0.5512820512820513,43,0.9818181818181818,54,0.5833333333333334,14,0.8333333333333334,65,1.0,55,0.75,18,0.8717948717948718,68,1.0,55,0.875,21,0.9615384615384616,75
niah_mq_q4,38,55,24,0.03636363636363636,2,0.08333333333333333,2,0.14102564102564102,11,0.12727272727272726,7,0.20833333333333334,5,0.23076923076923078,18,0.2545454545454545,14,0.2916666666666667,7,0.47435897435897434,37,0.3090909090909091,17,0.3333333333333333,8,0.5769230769230769,45,0.7636363636363637,42,0.625,15,0.8717948717948718,68,0.2,11,0.0,0,0.05128205128205128,4,0.3090909090909091,17,0.08333333333333333,2,0.14102564102564102,11,0.5454545454545454,30,0.125,3,0.3333333333333333,26,0.6363636363636364,35,0.16666666666666666,4,0.44871794871794873,35,0.9090909090909091,50,0.5833333333333334,14,0.7564102564102564,59
niah_mq_q4,39,55,24,0.07272727272727272,4,0.08333333333333333,2,0.11538461538461539,9,0.16363636363636364,9,0.16666666666666666,4,0.20512820512820512,16,0.38181818181818183,21,0.2916666666666667,7,0.38461538461538464,30,0.43636363636363634,24,0.375,9,0.48717948717948717,38,0.8,44,0.6666666666666666,16,0.8333333333333334,65,0.2,11,0.0,0,0.05128205128205128,4,0.32727272727272727,18,0.041666666666666664,1,0.14102564102564102,11,0.509090909090909,28,0.20833333333333334,5,0.32051282051282054,25,0.6363636363636364,35,0.25,6,0.41025641025641024,32,0.8909090909090909,49,0.625,15,0.7564102564102564,59
niah_mq_q4,40,55,24,0.2545454545454545,14,0.16666666666666666,4,0.3076923076923077,24,0.4909090909090909,27,0.2916666666666667,7,0.6025641025641025,47,0.6909090909090909,38,0.625,15,0.8333333333333334,65,0.8181818181818182,45,0.6666666666666666,16,0.8717948717948718,68,0.9454545454545454,52,0.875,21,0.9743589743589743,76,0.32727272727272727,18,0.08333333333333333,2,0.28205128205128205,22,0.6545454545454545,36,0.16666666666666666,4,0.5769230769230769,45,0.9636363636363636,53,0.5,12,0.8076923076923077,63,0.9636363636363636,53,0.7083333333333334,17,0.8333333333333334,65,1.0,55,0.9166666666666666,22,0.8974358974358975,70
niah_mq_q4,41,61,24,0.19672131147540983,12,0.25,6,0.30864197530864196,25,0.45901639344262296,28,0.3333333333333333,8,0.5679012345679012,46,0.7213114754098361,44,0.6666666666666666,16,0.8271604938271605,67,0.8032786885245902,49,0.7083333333333334,17,0.9135802469135802,74,0.9672131147540983,59,0.8333333333333334,20,0.9753086419753086,79,0.45901639344262296,28,0.08333333333333333,2,0.16049382716049382,13,0.7868852459016393,48,0.125,3,0.4444444444444444,36,0.9672131147540983,59,0.5833333333333334,14,0.7901234567901234,64,1.0,61,0.7083333333333334,17,0.8271604938271605,67,1.0,61,0.9583333333333334,23,0.9135802469135802,74
niah_mq_q4,42,57,24,0.07017543859649122,4,0.08333333333333333,2,0.11392405063291139,9,0.17543859649122806,10,0.125,3,0.20253164556962025,16,0.3157894736842105,18,0.2916666666666667,7,0.3924050632911392,31,0.40350877192982454,23,0.2916666666666667,7,0.4810126582278481,38,0.6842105263157895,39,0.625,15,0.9113924050632911,72,0.22807017543859648,13,0.0,0,0.02531645569620253,2,0.40350877192982454,23,0.041666666666666664,1,0.0759493670886076,6,0.543859649122807,31,0.20833333333333334,5,0.3037974683544304,24,0.7192982456140351,41,0.20833333333333334,5,0.35443037974683544,28,0.9122807017543859,52,0.6666666666666666,16,0.7468354430379747,59
niah_mq_q4,43,53,24,0.07547169811320754,4,0.08333333333333333,2,0.11688311688311688,9,0.1320754716981132,7,0.20833333333333334,5,0.23376623376623376,18,0.32075471698113206,17,0.2916666666666667,7,0.45454545454545453,35,0.4339622641509434,23,0.4166666666666667,10,0.5064935064935064,39,0.7169811320754716,38,0.75,18,0.8701298701298701,67,0.18867924528301888,10,0.0,0,0.06493506493506493,5,0.3018867924528302,16,0.08333333333333333,2,0.15584415584415584,12,0.5660377358490566,30,0.16666666666666666,4,0.3246753246753247,25,0.7169811320754716,38,0.20833333333333334,5,0.4025974025974026,31,0.9622641509433962,51,0.6666666666666666,16,0.8051948051948052,62
niah_mq_q4,44,53,24,0.3018867924528302,16,0.25,6,0.2597402597402597,20,0.5283018867924528,28,0.3333333333333333,8,0.5454545454545454,42,0.7547169811320755,40,0.625,15,0.8441558441558441,65,0.7924528301886793,42,0.6666666666666666,16,0.922077922077922,71,0.9622641509433962,51,0.75,18,0.974025974025974,75,0.5471698113207547,29,0.08333333333333333,2,0.14285714285714285,11,0.8679245283018868,46,0.25,6,0.4155844155844156,32,0.9811320754716981,52,0.7083333333333334,17,0.7532467532467533,58,0.9811320754716981,52,0.7916666666666666,19,0.8441558441558441,65,1.0,53,1.0,24,0.935064935064935,72
niah_mq_q4,45,53,24,0.32075471698113206,17,0.20833333333333334,5,0.2727272727272727,21,0.5849056603773585,31,0.2916666666666667,7,0.5454545454545454,42,0.8301886792452831,44,0.6666666666666666,16,0.8311688311688312,64,0.8679245283018868,46,0.7083333333333334,17,0.9090909090909091,70,0.9811320754716981,52,0.875,21,0.961038961038961,74,0.4716981132075472,25,0.08333333333333333,2,0.19480519480519481,15,0.8113207547169812,43,0.25,6,0.4675324675324675,36,0.9622641509433962,51,0.625,15,0.7662337662337663,59,0.9622641509433962,51,0.7916666666666666,19,0.8181818181818182,63,1.0,53,0.9583333333333334,23,0.935064935064935,72
niah_mq_q4,46,55,24,0.2727272727272727,15,0.16666666666666666,4,0.2948717948717949,23,0.509090909090909,28,0.3333333333333333,8,0.5897435897435898,46,0.7818181818181819,43,0.6666666666666666,16,0.8333333333333334,65,0.8545454545454545,47,0.75,18,0.9102564102564102,71,0.9090909090909091,50,0.8333333333333334,20,0.9871794871794872,77,0.36363636363636365,20,0.08333333333333333,2,0.2564102564102564,20,0.6363636363636364,35,0.08333333333333333,2,0.6153846153846154,48,0.9636363636363636,53,0.5,12,0.8076923076923077,63,0.9818181818181818,54,0.6666666666666666,16,0.8333333333333334,65,1.0,55,0.9166666666666666,22,0.8974358974358975,70
niah_mq_q4,47,53,24,0.3018867924528302,16,0.16666666666666666,4,0.2987012987012987,23,0.6226415094339622,33,0.25,6,0.5194805194805194,40,0.7924528301886793,42,0.4583333333333333,11,0.8181818181818182,63,0.8490566037735849,45,0.6666666666666666,16,0.8961038961038961,69,0.9622641509433962,51,0.7916666666666666,19,0.922077922077922,71,0.49056603773584906,26,0.08333333333333333,2,0.19480519480519481,15,0.8490566037735849,45,0.20833333333333334,5,0.4675324675324675,36,1.0,53,0.5,12,0.8051948051948052,62,1.0,53,0.6666666666666666,16,0.8311688311688312,64,1.0,53,0.9166666666666666,22,0.922077922077922,71
niah_mq_q4,48,57,24,0.21052631578947367,12,0.16666666666666666,4,0.34177215189873417,27,0.38596491228070173,22,0.3333333333333333,8,0.5949367088607594,47,0.6666666666666666,38,0.5833333333333334,14,0.810126582278481,64,0.7719298245614035,44,0.6666666666666666,16,0.8607594936708861,68,0.9122807017543859,52,0.75,18,0.9240506329113924,73,0.47368421052631576,27,0.08333333333333333,2,0.17721518987341772,14,0.8070175438596491,46,0.16666666666666666,4,0.45569620253164556,36,1.0,57,0.5416666666666666,13,0.759493670886076,60,1.0,57,0.7083333333333334,17,0.7974683544303798,63,1.0,57,0.9583333333333334,23,0.8987341772151899,71
niah_mq_q4,49,63,24,0.06349206349206349,4,0.08333333333333333,2,0.12195121951219512,10,0.14285714285714285,9,0.16666666666666666,4,0.21951219512195122,18,0.2698412698412698,17,0.2916666666666667,7,0.43902439024390244,36,0.38095238095238093,24,0.3333333333333333,8,0.524390243902439,43,0.7301587301587301,46,0.625,15,0.8780487804878049,72,0.2222222222222222,14,0.0,0,0.024390243902439025,2,0.3333333333333333,21,0.125,3,0.0975609756097561,8,0.5555555555555556,35,0.20833333333333334,5,0.2926829268292683,24,0.6666666666666666,42,0.25,6,0.36585365853658536,30,0.9523809523809523,60,0.7916666666666666,19,0.7439024390243902,61
niah_mq_q4,50,55,24,0.2545454545454545,14,0.25,6,0.28205128205128205,22,0.4909090909090909,27,0.3333333333333333,8,0.5769230769230769,45,0.7818181818181819,43,0.5416666666666666,13,0.8205128205128205,64,0.8545454545454545,47,0.5416666666666666,13,0.9102564102564102,71,0.9272727272727272,51,0.6666666666666666,16,0.9743589743589743,76,0.41818181818181815,23,0.08333333333333333,2,0.21794871794871795,17,0.7818181818181819,43,0.20833333333333334,5,0.46153846153846156,36,1.0,55,0.6666666666666666,16,0.8076923076923077,63,1.0,55,0.8333333333333334,20,0.8589743589743589,67,1.0,55,0.9583333333333334,23,0.9615384615384616,75
niah_mq_q4,51,55,24,0.2545454545454545,14,0.25,6,0.28205128205128205,22,0.45454545454545453,25,0.3333333333333333,8,0.5384615384615384,42,0.7636363636363637,42,0.5416666666666666,13,0.7948717948717948,62,0.8181818181818182,45,0.6666666666666666,16,0.8461538461538461,66,0.9454545454545454,52,0.8333333333333334,20,0.9743589743589743,76,0.4727272727272727,26,0.08333333333333333,2,0.19230769230769232,15,0.8363636363636363,46,0.125,3,0.46153846153846156,36,0.9818181818181818,54,0.5416666666666666,13,0.782051282051282,61,1.0,55,0.6666666666666666,16,0.8205128205128205,64,1.0,55,0.9583333333333334,23,0.8974358974358975,70
niah_mq_q4,52,61,24,0.08196721311475409,5,0.08333333333333333,2,0.1111111111111111,9,0.16393442622950818,10,0.20833333333333334,5,0.20987654320987653,17,0.29508196721311475,18,0.2916666666666667,7,0.43209876543209874,35,0.3770491803278688,23,0.375,9,0.5185185185185185,42,0.7540983606557377,46,0.5416666666666666,13,0.8641975308641975,70,0.19672131147540983,12,0.0,0,0.04938271604938271,4,0.29508196721311475,18,0.08333333333333333,2,0.13580246913580246,11,0.5409836065573771,33,0.125,3,0.3333333333333333,27,0.6721311475409836,41,0.20833333333333334,5,0.4074074074074074,33,0.9508196721311475,58,0.6666666666666666,16,0.7901234567901234,64
niah_mq_q4,53,55,24,0.07272727272727272,4,0.08333333333333333,2,0.11538461538461539,9,0.10909090909090909,6,0.16666666666666666,4,0.23076923076923078,18,0.2909090909090909,16,0.25,6,0.41025641025641024,32,0.38181818181818183,21,0.3333333333333333,8,0.48717948717948717,38,0.7090909090909091,39,0.625,15,0.9102564102564102,71,0.2,11,0.0,0,0.05128205128205128,4,0.34545454545454546,19,0.041666666666666664,1,0.1282051282051282,10,0.5818181818181818,32,0.16666666666666666,4,0.3076923076923077,24,0.7454545454545455,41,0.20833333333333334,5,0.3333333333333333,26,0.9818181818181818,54,0.625,15,0.717948717948718,56
niah_mq_q4,54,57,24,0.10526315789473684,6,0.08333333333333333,2,0.08860759493670886,7,0.19298245614035087,11,0.20833333333333334,5,0.16455696202531644,13,0.3333333333333333,19,0.2916666666666667,7,0.3924050632911392,31,0.40350877192982454,23,0.2916666666666667,7,0.5063291139240507,40,0.7192982456140351,41,0.625,15,0.8734177215189873,69,0.19298245614035087,11,0.0,0,0.05063291139240506,4,0.3157894736842105,18,0.08333333333333333,2,0.12658227848101267,10,0.49122807017543857,28,0.16666666666666666,4,0.35443037974683544,28,0.6140350877192983,35,0.20833333333333334,5,0.4050632911392405,32,0.9298245614035088,53,0.6666666666666666,16,0.7088607594936709,56
niah_mq_q4,55,57,24,0.21052631578947367,12,0.25,6,0.31645569620253167,25,0.49122807017543857,28,0.3333333333333333,8,0.4936708860759494,39,0.6842105263157895,39,0.6666666666666666,16,0.7721518987341772,61,0.7894736842105263,45,0.6666666666666666,16,0.8227848101265823,65,0.9298245614035088,53,0.7916666666666666,19,0.8987341772151899,71,0.43859649122807015,25,0.08333333333333333,2,0.20253164556962025,16,0.7894736842105263,45,0.25,6,0.43037974683544306,34,0.9649122807017544,55,0.7083333333333334,17,0.7848101265822784,62,0.9824561403508771,56,0.875,21,0.8607594936708861,68,1.0,57,0.9583333333333334,23,0.9493670886075949,75
