task,index,query_tokens,intro_tokens,dt_query_fraction_deleted_1,dt_query_count_deleted_1,dt_intro_fraction_deleted_1,dt_intro_count_deleted_1,dt_gold_fraction_deleted_1,dt_gold_count_deleted_1,dt_query_fraction_deleted_2,dt_query_count_deleted_2,dt_intro_fraction_deleted_2,dt_intro_count_deleted_2,dt_gold_fraction_deleted_2,dt_gold_count_deleted_2,dt_query_fraction_deleted_4,dt_query_count_deleted_4,dt_intro_fraction_deleted_4,dt_intro_count_deleted_4,dt_gold_fraction_deleted_4,dt_gold_count_deleted_4,dt_query_fraction_deleted_5,dt_query_count_deleted_5,dt_intro_fraction_deleted_5,dt_intro_count_deleted_5,dt_gold_fraction_deleted_5,dt_gold_count_deleted_5,dt_query_fraction_deleted_10,dt_query_count_deleted_10,dt_intro_fraction_deleted_10,dt_intro_count_deleted_10,dt_gold_fraction_deleted_10,dt_gold_count_deleted_10,ft_query_fraction_deleted_1,ft_query_count_deleted_1,ft_intro_fraction_deleted_1,ft_intro_count_deleted_1,ft_gold_fraction_deleted_1,ft_gold_count_deleted_1,ft_query_fraction_deleted_2,ft_query_count_deleted_2,ft_intro_fraction_deleted_2,ft_intro_count_deleted_2,ft_gold_fraction_deleted_2,ft_gold_count_deleted_2,ft_query_fraction_deleted_4,ft_query_count_deleted_4,ft_intro_fraction_deleted_4,ft_intro_count_deleted_4,ft_gold_fraction_deleted_4,ft_gold_count_deleted_4,ft_query_fraction_deleted_5,ft_query_count_deleted_5,ft_intro_fraction_deleted_5,ft_intro_count_deleted_5,ft_gold_fraction_deleted_5,ft_gold_count_deleted_5,ft_query_fraction_deleted_10,ft_query_count_deleted_10,ft_intro_fraction_deleted_10,ft_intro_count_deleted_10,ft_gold_fraction_deleted_10,ft_gold_count_deleted_10
niah_mq_q2,10,41,24,0.14634146341463414,6,0.041666666666666664,1,0.23076923076923078,9,0.2926829268292683,12,0.16666666666666666,4,0.38461538461538464,15,0.6097560975609756,25,0.25,6,0.7435897435897436,29,0.6585365853658537,27,0.375,9,0.8974358974358975,35,0.9512195121951219,39,0.6666666666666666,16,1.0,39,0.3170731707317073,13,0.0,0,0.07692307692307693,3,0.5121951219512195,21,0.0,0,0.28205128205128205,11,0.8292682926829268,34,0.25,6,0.5897435897435898,23,0.9512195121951219,39,0.375,9,0.6666666666666666,26,1.0,41,0.8333333333333334,20,0.8974358974358975,35
niah_mq_q2,11,43,24,0.11627906976744186,5,0.041666666666666664,1,0.25,10,0.23255813953488372,10,0.20833333333333334,5,0.425,17,0.5116279069767442,22,0.2916666666666667,7,0.75,30,0.5348837209302325,23,0.375,9,0.875,35,0.8604651162790697,37,0.625,15,1.0,40,0.23255813953488372,10,0.0,0,0.15,6,0.46511627906976744,20,0.041666666666666664,1,0.275,11,0.7209302325581395,31,0.20833333333333334,5,0.625,25,0.8604651162790697,37,0.2916666666666667,7,0.675,27,1.0,43,0.7916666666666666,19,0.875,35
niah_mq_q2,12,43,24,0.18604651162790697,8,0.041666666666666664,1,0.175,7,0.32558139534883723,14,0.16666666666666666,4,0.35,14,0.5813953488372093,25,0.25,6,0.8,32,0.6511627906976745,28,0.3333333333333333,8,0.9,36,0.9302325581395349,40,0.5416666666666666,13,1.0,40,0.27906976744186046,12,0.0,0,0.1,4,0.46511627906976744,20,0.041666666666666664,1,0.25,10,0.7906976744186046,34,0.20833333333333334,5,0.575,23,0.8604651162790697,37,0.375,9,0.725,29,1.0,43,0.7083333333333334,17,0.9,36
niah_mq_q2,13,43,24,0.3023255813953488,13,0.25,6,0.6,24,0.6046511627906976,26,0.375,9,0.925,37,0.9302325581395349,40,0.7916666666666666,19,1.0,40,0.9302325581395349,40,0.7916666666666666,19,1.0,40,0.9534883720930233,41,0.7916666666666666,19,1.0,40,0.6976744186046512,30,0.08333333333333333,2,0.3,12,0.9534883720930233,41,0.4166666666666667,10,0.8,32,1.0,43,0.7083333333333334,17,0.875,35,1.0,43,0.8333333333333334,20,0.875,35,1.0,43,0.9583333333333334,23,0.925,37
niah_mq_q2,14,43,24,0.2558139534883721,11,0.25,6,0.6,24,0.627906976744186,27,0.4166666666666667,10,0.925,37,0.8372093023255814,36,0.625,15,0.975,39,0.8604651162790697,37,0.7083333333333334,17,0.975,39,0.9302325581395349,40,0.75,18,1.0,40,0.6744186046511628,29,0.08333333333333333,2,0.325,13,0.9767441860465116,42,0.2916666666666667,7,0.75,30,1.0,43,0.6666666666666666,16,0.875,35,1.0,43,0.75,18,0.875,35,1.0,43,0.9583333333333334,23,0.975,39
niah_mq_q2,15,45,24,0.1111111111111111,5,0.041666666666666664,1,0.24390243902439024,10,0.26666666666666666,12,0.125,3,0.4146341463414634,17,0.4888888888888889,22,0.20833333333333334,5,0.8048780487804879,33,0.6222222222222222,28,0.2916666666666667,7,0.8780487804878049,36,0.8888888888888888,40,0.5,12,1.0,41,0.24444444444444444,11,0.0,0,0.12195121951219512,5,0.4222222222222222,19,0.041666666666666664,1,0.2926829268292683,12,0.7111111111111111,32,0.16666666666666666,4,0.6829268292682927,28,0.8222222222222222,37,0.2916666666666667,7,0.7804878048780488,32,1.0,45,0.8333333333333334,20,0.926829268292683,38
niah_mq_q2,16,39,24,0.23076923076923078,9,0.0,0,0.18421052631578946,7,0.3333333333333333,13,0.125,3,0.42105263157894735,16,0.6666666666666666,26,0.25,6,0.6842105263157895,26,0.717948717948718,28,0.2916666666666667,7,0.868421052631579,33,0.9230769230769231,36,0.6666666666666666,16,1.0,38,0.358974358974359,14,0.0,0,0.05263157894736842,2,0.5641025641025641,22,0.08333333333333333,2,0.21052631578947367,8,0.8717948717948718,34,0.20833333333333334,5,0.5263157894736842,20,0.9743589743589743,38,0.3333333333333333,8,0.6578947368421053,25,1.0,39,0.8333333333333334,20,0.8947368421052632,34
niah_mq_q2,17,45,24,0.1111111111111111,5,0.041666666666666664,1,0.24390243902439024,10,0.35555555555555557,16,0.125,3,0.3170731707317073,13,0.5555555555555556,25,0.2916666666666667,7,0.6585365853658537,27,0.6666666666666666,30,0.3333333333333333,8,0.8292682926829268,34,0.9777777777777777,44,0.5833333333333334,14,1.0,41,0.28888888888888886,13,0.0,0,0.07317073170731707,3,0.4444444444444444,20,0.0,0,0.2926829268292683,12,0.7333333333333333,33,0.25,6,0.5609756097560976,23,0.8444444444444444,38,0.25,6,0.7073170731707317,29,1.0,45,0.75,18,0.9024390243902439,37
niah_mq_q2,18,37,24,0.43243243243243246,16,0.20833333333333334,5,0.5135135135135135,19,0.7027027027027027,26,0.3333333333333333,8,0.9459459459459459,35,0.8378378378378378,31,0.5416666666666666,13,1.0,37,0.8378378378378378,31,0.5833333333333334,14,1.0,37,0.8918918918918919,33,0.5833333333333334,14,1.0,37,0.7027027027027027,26,0.125,3,0.3783783783783784,14,1.0,37,0.375,9,0.7567567567567568,28,1.0,37,0.7916666666666666,19,0.8648648648648649,32,1.0,37,0.7916666666666666,19,0.8648648648648649,32,1.0,37,0.9583333333333334,23,0.972972972972973,36
niah_mq_q2,19,41,24,0.1951219512195122,8,0.041666666666666664,1,0.1794871794871795,7,0.3902439024390244,16,0.08333333333333333,2,0.358974358974359,14,0.6097560975609756,25,0.2916666666666667,7,0.7692307692307693,30,0.6829268292682927,28,0.375,9,0.9743589743589743,38,0.975609756097561,40,0.5416666666666666,13,1.0,39,0.3170731707317073,13,0.0,0,0.07692307692307693,3,0.5609756097560976,23,0.041666666666666664,1,0.20512820512820512,8,0.8048780487804879,33,0.25,6,0.5897435897435898,23,0.8780487804878049,36,0.4166666666666667,10,0.717948717948718,28,0.975609756097561,40,0.8333333333333334,20,0.8205128205128205,32
niah_mq_q2,20,43,24,0.20930232558139536,9,0.0,0,0.175,7,0.3023255813953488,13,0.16666666666666666,4,0.375,15,0.5581395348837209,24,0.25,6,0.8,32,0.6744186046511628,29,0.4166666666666667,10,0.95,38,0.9534883720930233,41,0.7083333333333334,17,1.0,40,0.32558139534883723,14,0.0,0,0.05,2,0.5348837209302325,23,0.041666666666666664,1,0.2,8,0.7906976744186046,34,0.2916666666666667,7,0.5,20,0.9069767441860465,39,0.375,9,0.625,25,1.0,43,0.875,21,0.8,32
niah_mq_q2,21,41,24,0.5365853658536586,22,0.16666666666666666,4,0.46153846153846156,18,0.7073170731707317,29,0.3333333333333333,8,0.8974358974358975,35,0.9512195121951219,39,0.625,15,1.0,39,0.975609756097561,40,0.6666666666666666,16,1.0,39,0.975609756097561,40,0.75,18,1.0,39,0.6829268292682927,28,0.125,3,0.3333333333333333,13,0.9512195121951219,39,0.4166666666666667,10,0.6923076923076923,27,1.0,41,0.7916666666666666,19,0.8205128205128205,32,1.0,41,0.9166666666666666,22,0.8717948717948718,34,1.0,41,0.9583333333333334,23,0.9230769230769231,36
niah_mq_q2,22,47,24,0.14893617021276595,7,0.041666666666666664,1,0.16666666666666666,7,0.2765957446808511,13,0.125,3,0.35714285714285715,15,0.5319148936170213,25,0.20833333333333334,5,0.7142857142857143,30,0.574468085106383,27,0.375,9,0.8095238095238095,34,0.8085106382978723,38,0.625,15,1.0,42,0.2553191489361702,12,0.0,0,0.09523809523809523,4,0.425531914893617,20,0.08333333333333333,2,0.23809523809523808,10,0.7446808510638298,35,0.25,6,0.5238095238095238,22,0.851063829787234,40,0.2916666666666667,7,0.6904761904761905,29,1.0,47,0.7916666666666666,19,0.9285714285714286,39
niah_mq_q2,23,39,24,0.41025641025641024,16,0.16666666666666666,4,0.6052631578947368,23,0.7948717948717948,31,0.4583333333333333,11,0.9736842105263158,37,0.8974358974358975,35,0.625,15,0.9736842105263158,37,0.8974358974358975,35,0.625,15,0.9736842105263158,37,0.9230769230769231,36,0.7916666666666666,19,1.0,38,0.6666666666666666,26,0.08333333333333333,2,0.42105263157894735,16,0.9743589743589743,38,0.4583333333333333,11,0.7368421052631579,28,1.0,39,0.75,18,0.868421052631579,33,1.0,39,0.7916666666666666,19,0.8947368421052632,34,1.0,39,0.9583333333333334,23,0.9210526315789473,35
niah_mq_q2,24,41,24,0.0975609756097561,4,0.041666666666666664,1,0.28205128205128205,11,0.1951219512195122,8,0.20833333333333334,5,0.46153846153846156,18,0.5365853658536586,22,0.2916666666666667,7,0.8461538461538461,33,0.5609756097560976,23,0.5416666666666666,13,0.9743589743589743,38,0.8780487804878049,36,0.5833333333333334,14,1.0,39,0.2926829268292683,12,0.0,0,0.10256410256410256,4,0.5121951219512195,21,0.041666666666666664,1,0.2564102564102564,10,0.7804878048780488,32,0.25,6,0.6153846153846154,24,0.8780487804878049,36,0.4166666666666667,10,0.7435897435897436,29,0.975609756097561,40,0.8333333333333334,20,0.8974358974358975,35
niah_mq_q2,25,39,24,0.1794871794871795,7,0.25,6,0.631578947368421,24,0.358974358974359,14,0.375,9,0.868421052631579,33,0.5897435897435898,23,0.625,15,0.9473684210526315,36,0.6410256410256411,25,0.625,15,0.9736842105263158,37,0.7692307692307693,30,0.75,18,0.9736842105263158,37,0.5897435897435898,23,0.08333333333333333,2,0.5,19,0.9743589743589743,38,0.2916666666666667,7,0.7894736842105263,30,1.0,39,0.7083333333333334,17,0.868421052631579,33,1.0,39,0.75,18,0.868421052631579,33,1.0,39,0.9583333333333334,23,0.8947368421052632,34
niah_mq_q2,26,41,24,0.36585365853658536,15,0.25,6,0.5641025641025641,22,0.6341463414634146,26,0.3333333333333333,8,0.9230769230769231,36,0.8780487804878049,36,0.7083333333333334,17,1.0,39,0.8780487804878049,36,0.75,18,1.0,39,0.9512195121951219,39,0.75,18,1.0,39,0.5853658536585366,24,0.08333333333333333,2,0.46153846153846156,18,0.9512195121951219,39,0.4166666666666667,10,0.7948717948717948,31,1.0,41,0.8333333333333334,20,0.8717948717948718,34,1.0,41,0.9166666666666666,22,0.8974358974358975,35,1.0,41,1.0,24,0.9487179487179487,37
