dataset,index,source_start,source_end,DT,DT_source,DT_query_budget_fraction,DT_instruction_budget_fraction,DT_source_gain,source_eligible,budget,ceiling,FT,FT_source,FT_query_budget_fraction,FT_instruction_budget_fraction,FT_source_gain
niah_mq_q2,73,138,1318,0.4444444444444444,0.8055555555555556,0.3,0.16666666666666666,0.36111111111111116,239,30,0.8333333333333334,0.25,0.7222222222222222,0.6333333333333333,0.03333333333333333,0.4722222222222222
niah_mq_q2,74,138,1319,0.42857142857142855,0.7380952380952381,0.28125,0.15625,0.3095238095238096,245,32,0.7619047619047619,0.16666666666666666,0.6904761904761905,0.71875,0.03125,0.5238095238095238
niah_mq_q2,75,138,4269,0.9736842105263158,1.0,0.367816091954023,0.16091954022988506,0.02631578947368418,800,87,1.0,0.8421052631578947,0.9473684210526315,0.4482758620689655,0.06896551724137931,0.10526315789473684
niah_mq_q2,76,138,4276,0.9230769230769231,0.9487179487179487,0.3448275862068966,0.20689655172413793,0.02564102564102555,801,87,1.0,0.8205128205128205,0.9487179487179487,0.47126436781609193,0.05747126436781609,0.1282051282051282
niah_mq_q2,77,138,1314,0.4146341463414634,0.7560975609756098,0.3125,0.15625,0.34146341463414637,244,32,0.7804878048780488,0.24390243902439024,0.7073170731707317,0.65625,0.03125,0.46341463414634143
niah_mq_q2,78,138,4277,0.9743589743589743,1.0,0.26436781609195403,0.14942528735632185,0.02564102564102566,801,87,1.0,0.7948717948717948,0.9230769230769231,0.45977011494252873,0.05747126436781609,0.1282051282051283
niah_mq_q2,79,138,4273,0.9743589743589743,0.9743589743589743,0.3218390804597701,0.16091954022988506,0.0,801,87,1.0,0.717948717948718,0.9230769230769231,0.4482758620689655,0.06896551724137931,0.20512820512820518
niah_mq_q2,80,138,1316,0.425,0.775,0.3225806451612903,0.12903225806451613,0.35000000000000003,243,31,0.775,0.175,0.7,0.7096774193548387,0.03225806451612903,0.5249999999999999
niah_mq_q2,81,138,1314,0.46153846153846156,0.7692307692307693,0.2903225806451613,0.12903225806451613,0.3076923076923077,242,31,0.7948717948717948,0.20512820512820512,0.6923076923076923,0.6774193548387096,0.03225806451612903,0.48717948717948717
niah_mq_q2,82,138,1307,0.4473684210526316,0.8157894736842105,0.25806451612903225,0.1935483870967742,0.3684210526315789,241,31,0.8157894736842105,0.23684210526315788,0.6578947368421053,0.6451612903225806,0.03225806451612903,0.42105263157894746
niah_mq_q2,83,138,1318,0.4,0.75,0.3225806451612903,0.16129032258064516,0.35,243,31,0.775,0.15,0.7,0.7741935483870968,0.03225806451612903,0.5499999999999999
niah_mq_q2,84,138,4272,0.9210526315789473,0.9473684210526315,0.26436781609195403,0.1839080459770115,0.02631578947368418,800,87,1.0,0.8157894736842105,0.9473684210526315,0.4367816091954023,0.05747126436781609,0.13157894736842102
niah_mq_q2,85,138,4265,1.0,1.0,0.2558139534883721,0.19767441860465115,0.0,799,86,1.0,0.8108108108108109,0.918918918918919,0.4186046511627907,0.06976744186046512,0.10810810810810811
niah_mq_q2,86,138,1315,0.46153846153846156,0.7435897435897436,0.25806451612903225,0.16129032258064516,0.28205128205128205,242,31,0.7948717948717948,0.2564102564102564,0.6666666666666666,0.6129032258064516,0.03225806451612903,0.41025641025641024
niah_mq_q2,87,138,4276,0.9459459459459459,0.972972972972973,0.3023255813953488,0.16279069767441862,0.027027027027027084,799,86,1.0,0.8648648648648649,0.972972972972973,0.4186046511627907,0.06976744186046512,0.10810810810810811
niah_mq_q2,88,138,4274,1.0,1.0,0.2558139534883721,0.16279069767441862,0.0,799,86,1.0,0.8108108108108109,0.918918918918919,0.4186046511627907,0.05813953488372093,0.10810810810810811
niah_mq_q2,89,138,1316,0.375,0.775,0.3548387096774194,0.16129032258064516,0.4,243,31,0.775,0.225,0.7,0.7096774193548387,0.0,0.475
niah_mq_q2,90,138,1309,0.4473684210526316,0.7631578947368421,0.2903225806451613,0.16129032258064516,0.31578947368421056,241,31,0.8157894736842105,0.2631578947368421,0.7368421052631579,0.6129032258064516,0.03225806451612903,0.47368421052631576
niah_mq_q2,91,138,1321,0.425,0.75,0.3225806451612903,0.12903225806451613,0.325,243,31,0.775,0.25,0.725,0.6451612903225806,0.03225806451612903,0.475
niah_mq_q2,92,138,4269,0.9487179487179487,0.9743589743589743,0.2988505747126437,0.16091954022988506,0.02564102564102566,801,87,1.0,0.8205128205128205,0.9230769230769231,0.45977011494252873,0.06896551724137931,0.10256410256410264
niah_mq_q2,93,138,1314,0.4864864864864865,0.8108108108108109,0.25806451612903225,0.16129032258064516,0.32432432432432434,240,31,0.8378378378378378,0.1891891891891892,0.7567567567567568,0.7096774193548387,0.03225806451612903,0.5675675675675675
niah_mq_q2,94,138,1315,0.3157894736842105,0.6842105263157895,0.3548387096774194,0.12903225806451613,0.368421052631579,241,31,0.8157894736842105,0.2894736842105263,0.7105263157894737,0.6129032258064516,0.0,0.42105263157894735
niah_mq_q2,95,138,1313,0.4146341463414634,0.7804878048780488,0.28125,0.1875,0.3658536585365854,244,32,0.7804878048780488,0.1951219512195122,0.7317073170731707,0.71875,0.03125,0.5365853658536586
niah_mq_q2,96,138,1316,0.45,0.75,0.2903225806451613,0.12903225806451613,0.3,243,31,0.775,0.225,0.65,0.6451612903225806,0.03225806451612903,0.42500000000000004
niah_mq_q2,97,138,1310,0.41025641025641024,0.7692307692307693,0.3225806451612903,0.16129032258064516,0.35897435897435903,242,31,0.7948717948717948,0.20512820512820512,0.717948717948718,0.7096774193548387,0.03225806451612903,0.5128205128205128
