dataset,index,subset,DT,FT,ceiling,DT_sentence_positive,DT_sentence_absolute,FT_sentence_positive,shuffled_DT_sentence,demo_eligible,scope_start_character,DT_scope,DT_scope_sentence,DT_scope_recomputed_budget,scope_eligible,scope_recomputed_budget,FT_scope,FT_scope_sentence,FT_scope_recomputed_budget,DT_demo_budget_fraction,DT_question_budget_fraction,FT_demo_budget_fraction,FT_question_budget_fraction,DT_sentence_positive_demo_budget_fraction,DT_sentence_positive_question_budget_fraction,DT_sentence_absolute_demo_budget_fraction,DT_sentence_absolute_question_budget_fraction,answer_gold_tokens,other_gold_tokens,DT_answer_recall,DT_other_recall,DT_span_any,DT_span_half,FT_answer_recall,FT_other_recall,FT_span_any,FT_span_half,DT_sentence_positive_answer_recall,DT_sentence_positive_other_recall,DT_sentence_positive_span_any,DT_sentence_positive_span_half,DT_sentence_absolute_answer_recall,DT_sentence_absolute_other_recall,DT_sentence_absolute_span_any,DT_sentence_absolute_span_half
niah_mq_q2,20,even,0.45,0.225,0.775,0.475,0.475,0.175,0.025,0,0,0.45,0.475,0.45,310,31,0.225,0.175,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,26,0.35714285714285715,0.5,1.0,0.5,0.21428571428571427,0.23076923076923078,1.0,0.0,0.5,0.46153846153846156,0.5,0.5,0.5,0.46153846153846156,0.5,0.5
niah_mq_q2,21,odd,0.9487179487179487,0.7692307692307693,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.0,0,0,0.9487179487179487,0.9487179487179487,0.9487179487179487,866,87,0.7692307692307693,0.9487179487179487,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,0.92,1.0,1.0,0.8571428571428571,0.72,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,22,even,0.40476190476190477,0.16666666666666666,0.7619047619047619,0.5,0.5,0.14285714285714285,0.0,0,0,0.40476190476190477,0.5,0.40476190476190477,316,32,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,28,0.21428571428571427,0.5,1.0,0.5,0.07142857142857142,0.21428571428571427,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
niah_mq_q2,23,odd,0.9473684210526315,0.8421052631578947,1.0,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.0,0,0,0.9473684210526315,0.9736842105263158,0.9473684210526315,863,87,0.8421052631578947,0.9473684210526315,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,1.0,0.9166666666666666,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,0.9583333333333334,1.0,1.0
niah_mq_q2,24,even,0.5128205128205128,0.15384615384615385,0.7948717948717948,0.46153846153846156,0.46153846153846156,0.0,0.0,0,0,0.5128205128205128,0.46153846153846156,0.5128205128205128,307,31,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,0.42857142857142855,0.56,1.0,0.5,0.07142857142857142,0.2,1.0,0.0,0.5,0.44,0.5,0.5,0.5,0.44,0.5,0.5
niah_mq_q2,25,odd,0.9743589743589743,0.8205128205128205,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.0,0,0,0.9743589743589743,0.9487179487179487,0.9743589743589743,866,87,0.8205128205128205,0.9487179487179487,0.8205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,0.96,1.0,1.0,0.9285714285714286,0.76,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,26,even,1.0,0.8461538461538461,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.0,0,0,1.0,0.9487179487179487,1.0,866,87,0.8461538461538461,0.9487179487179487,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,1.0,1.0,1.0,0.9285714285714286,0.8,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,27,odd,0.925,0.875,1.0,0.95,0.95,0.95,0.025,0,0,0.925,0.95,0.925,869,87,0.875,0.95,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,26,1.0,0.8846153846153846,1.0,1.0,1.0,0.8076923076923077,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,0.9230769230769231,1.0,1.0
niah_mq_q2,28,even,0.9743589743589743,0.7948717948717948,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.02564102564102564,0,0,0.9743589743589743,0.9487179487179487,0.9743589743589743,866,87,0.7948717948717948,0.9487179487179487,0.7948717948717948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,0.96,1.0,1.0,0.9285714285714286,0.72,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,29,odd,0.47368421052631576,0.2631578947368421,0.8157894736842105,0.47368421052631576,0.47368421052631576,0.21052631578947367,0.0,0,0,0.47368421052631576,0.47368421052631576,0.47368421052631576,304,31,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,0.35714285714285715,0.5416666666666666,1.0,0.5,0.07142857142857142,0.375,1.0,0.0,0.5,0.4583333333333333,0.5,0.5,0.5,0.4583333333333333,0.5,0.5
niah_mq_q2,30,even,0.375,0.225,0.775,0.475,0.475,0.15,0.0,0,0,0.375,0.475,0.375,310,31,0.225,0.15,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,26,0.35714285714285715,0.38461538461538464,1.0,0.5,0.07142857142857142,0.3076923076923077,1.0,0.0,0.5,0.46153846153846156,1.0,0.5,0.5,0.46153846153846156,1.0,0.5
niah_mq_q2,31,odd,1.0,0.8461538461538461,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.5128205128205128,0,0,1.0,0.9487179487179487,1.0,866,87,0.8461538461538461,0.9487179487179487,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,1.0,1.0,1.0,0.9285714285714286,0.8,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,32,even,0.39473684210526316,0.18421052631578946,0.8157894736842105,0.4473684210526316,0.4473684210526316,0.0,0.02631578947368421,0,0,0.39473684210526316,0.4473684210526316,0.39473684210526316,304,31,0.18421052631578946,0.0,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,0.5,0.3333333333333333,1.0,0.5,0.07142857142857142,0.25,1.0,0.0,0.5,0.4166666666666667,0.5,0.5,0.5,0.4166666666666667,0.5,0.5
niah_mq_q2,33,odd,0.9743589743589743,0.8205128205128205,1.0,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.0,0,0,0.9743589743589743,0.9487179487179487,0.9743589743589743,866,87,0.8205128205128205,0.9487179487179487,0.8205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,1.0,0.96,1.0,1.0,0.9285714285714286,0.76,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.92,1.0,1.0
niah_mq_q2,34,even,0.39473684210526316,0.18421052631578946,0.8157894736842105,0.4473684210526316,0.4473684210526316,0.21052631578947367,0.0,0,0,0.39473684210526316,0.4473684210526316,0.39473684210526316,304,31,0.18421052631578946,0.21052631578947367,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,0.2857142857142857,0.4583333333333333,1.0,0.5,0.14285714285714285,0.20833333333333334,1.0,0.0,0.5,0.4166666666666667,0.5,0.5,0.5,0.4166666666666667,0.5,0.5
niah_mq_q2,35,odd,0.9736842105263158,0.9210526315789473,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0,0,0.9736842105263158,0.9473684210526315,0.9736842105263158,863,87,0.9210526315789473,0.9473684210526315,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,1.0,0.9583333333333334,1.0,1.0,1.0,0.875,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0
niah_mq_q2,36,even,0.42857142857142855,0.19047619047619047,0.7619047619047619,0.47619047619047616,0.47619047619047616,0.14285714285714285,0.47619047619047616,0,0,0.42857142857142855,0.47619047619047616,0.42857142857142855,316,32,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,28,0.2857142857142857,0.5,1.0,0.5,0.07142857142857142,0.25,1.0,0.0,0.5,0.4642857142857143,0.5,0.5,0.5,0.4642857142857143,0.5,0.5
niah_mq_q2,37,odd,0.46153846153846156,0.28205128205128205,0.7948717948717948,0.46153846153846156,0.46153846153846156,0.20512820512820512,0.0,0,0,0.46153846153846156,0.46153846153846156,0.46153846153846156,307,31,0.28205128205128205,0.20512820512820512,0.28205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,0.35714285714285715,0.52,1.0,0.5,0.2857142857142857,0.28,1.0,0.0,0.5,0.44,0.5,0.5,0.5,0.44,0.5,0.5
niah_mq_q2,38,even,1.0,0.75,1.0,0.95,0.95,0.95,0.0,0,0,1.0,0.95,1.0,869,87,0.75,0.95,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,26,1.0,1.0,1.0,1.0,0.9285714285714286,0.6538461538461539,1.0,1.0,1.0,0.9230769230769231,1.0,1.0,1.0,0.9230769230769231,1.0,1.0
niah_mq_q2,39,odd,0.41025641025641024,0.15384615384615385,0.7948717948717948,0.48717948717948717,0.48717948717948717,0.1794871794871795,0.0,0,0,0.41025641025641024,0.48717948717948717,0.41025641025641024,307,31,0.15384615384615385,0.1794871794871795,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,0.42857142857142855,0.4,1.0,0.5,0.0,0.24,1.0,0.0,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.5
niah_mq_q2,40,even,0.9459459459459459,0.8378378378378378,1.0,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.4594594594594595,0,0,0.9459459459459459,0.9459459459459459,0.9459459459459459,860,86,0.8378378378378378,0.9459459459459459,0.8378378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,23,1.0,0.9130434782608695,1.0,1.0,1.0,0.7391304347826086,1.0,1.0,1.0,0.9130434782608695,1.0,1.0,1.0,0.9130434782608695,1.0,1.0
niah_mq_q2,41,odd,0.9473684210526315,0.7894736842105263,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.0,0,0,0.9473684210526315,0.9473684210526315,0.9473684210526315,863,87,0.7894736842105263,0.9473684210526315,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,24,1.0,0.9166666666666666,1.0,1.0,0.8571428571428571,0.75,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,1.0,1.0
