dataset,subset,count,DT,FT,ceiling,DT_sentence_positive,DT_sentence_absolute,FT_sentence_positive,shuffled_DT_sentence,demo_eligible,scope_start_character,DT_scope,DT_scope_sentence,DT_scope_recomputed_budget,scope_eligible,scope_recomputed_budget,FT_scope,FT_scope_sentence,FT_scope_recomputed_budget,DT_demo_budget_fraction,DT_question_budget_fraction,FT_demo_budget_fraction,FT_question_budget_fraction,DT_sentence_positive_demo_budget_fraction,DT_sentence_positive_question_budget_fraction,DT_sentence_absolute_demo_budget_fraction,DT_sentence_absolute_question_budget_fraction,answer_gold_tokens,other_gold_tokens,DT_answer_recall,DT_other_recall,DT_span_any,DT_span_half,FT_answer_recall,FT_other_recall,FT_span_any,FT_span_half,DT_sentence_positive_answer_recall,DT_sentence_positive_other_recall,DT_sentence_positive_span_any,DT_sentence_positive_span_half,DT_sentence_absolute_answer_recall,DT_sentence_absolute_other_recall,DT_sentence_absolute_span_any,DT_sentence_absolute_span_half,DT_sentence_positive_gain,DT_sentence_positive_ci_low,DT_sentence_positive_ci_high,DT_sentence_positive_wins,DT_sentence_positive_losses,DT_sentence_absolute_gain,DT_sentence_absolute_ci_low,DT_sentence_absolute_ci_high,DT_sentence_absolute_wins,DT_sentence_absolute_losses,DT_scope_gain,DT_scope_ci_low,DT_scope_ci_high,DT_scope_wins,DT_scope_losses,DT_scope_sentence_gain,DT_scope_sentence_ci_low,DT_scope_sentence_ci_high,DT_scope_sentence_wins,DT_scope_sentence_losses
vt_h2_c3,odd,50,0.5227661884525066,0.6961080826025209,1.0,0.7470337829578653,0.7672672699010296,0.8968062095744243,0.0768272669220945,419.62,1823.0,0.7763230524985254,0.9476122146300122,0.45142310595411267,398.3,40.26,0.7936348420304205,0.9716171701655573,0.4860921846867341,0.41222156920364383,0.09747281810167499,0.22604760505436378,0.28924478401410525,0.3978048780487805,0.0,0.3815192477225977,0.0,9.36,19.3,0.8767070707070707,0.3529131161236424,1.0,0.5599999999999999,0.8130454545454546,0.6404093567251462,1.0,0.9,0.7562525252525254,0.7419590643274853,0.7666666666666666,0.7533333333333333,0.7850858585858586,0.757906432748538,0.7933333333333333,0.7733333333333333,0.22426759450535869,0.17454462770780904,0.2738012429697357,44,4,0.2445010814485231,0.19676235937490807,0.2915504191023309,44,4,0.2535568640460186,0.2335997107082758,0.2731793428759989,50,0,0.4248460261775056,0.3853144786787132,0.46269068326296836,50,0
vt_h4_c1,all,100,0.5870986811452812,0.7547793834766146,1.0,0.8181521772932564,0.8085407087928127,0.9865624987151814,0.09111629315966453,414.91,1851.0,0.922261545868521,1.0,0.6025290957751168,397.52,40.09,0.9387922727428564,0.9973913043478261,0.5488639379759934,0.521174363216189,0.10863936323432846,0.2761418755419147,0.2636518068661276,0.5256176285993115,0.0,0.5312409348323738,0.0,15.8,31.72,0.9385723684210526,0.4120528603670207,1.0,0.59,0.8678613629662391,0.698613215374126,1.0,0.9880000000000001,0.8145391972578504,0.8199939623943419,0.826,0.82,0.8045465501990269,0.8105743631763557,0.816,0.81,0.2310534961479752,0.20075974603460015,0.26236682893859276,90,6,0.2214420276475316,0.19138295794460478,0.25247475056220003,90,6,0.3351628647232397,0.3259935726270927,0.34390430486425816,100,0,0.41290131885471887,0.4039197570868237,0.42194001374739487,100,0
vt_h4_c1,even,50,0.5845853466822687,0.7563513455707493,1.0,0.8366871119460696,0.8292088510765043,0.9854940795559667,0.0822164287393351,415.36,1851.0,0.9210597231894,1.0,0.6031742766811241,397.76,40.12,0.9392107920164027,1.0,0.5472812975492839,0.523101511738009,0.10700772375862981,0.2765896830320378,0.26068211418392634,0.5127799726457773,0.0,0.5171702165482164,0.0,15.86,31.9,0.9245389945451865,0.4154142855089249,1.0,0.5760000000000001,0.8667598407784166,0.7014718594182541,1.0,0.988,0.8307128482972136,0.8397243976769595,0.8439999999999999,0.8399999999999999,0.8231834365325078,0.8322561669829223,0.836,0.8319999999999999,0.2521017652638009,0.20884494210257354,0.2925367996301052,47,2,0.24462350439423566,0.20213514377688624,0.2851300041537977,47,2,0.3364743765071313,0.3222076598493643,0.3506902213068553,50,0,0.4154146533177313,0.40177810353883936,0.42902604017078155,50,0
vt_h4_c1,odd,50,0.5896120156082937,0.7532074213824793,1.0,0.7996172426404432,0.7878725665091211,0.987630917874396,0.10001615757999398,414.46,1851.0,0.9234633685476414,1.0,0.6018839148691095,397.28,40.06,0.9383737534693098,0.9947826086956522,0.550446578402703,0.5192472146943692,0.11027100271002709,0.27569406805179164,0.2666214995483288,0.5384552845528455,0.0,0.5453116531165312,0.0,15.74,31.54,0.9526057422969187,0.40869143522511636,1.0,0.6040000000000001,0.8689628851540617,0.6957545713299983,1.0,0.988,0.7983655462184874,0.8002635271117243,0.8079999999999999,0.8,0.7859096638655463,0.788892559369789,0.7959999999999999,0.7879999999999998,0.2100052270321497,0.16486143742736198,0.25463125082365623,43,4,0.1982605509008276,0.15414713770367414,0.24134228962367738,43,4,0.33385135293934803,0.3226004527892,0.34496918870428284,50,0,0.4103879843917063,0.3987021380651737,0.4223898435048047,50,0
vt_h6_c1,all,100,0.5014667517614252,0.6585060973752498,1.0,0.7352235900452763,0.7271471189176542,0.9311266318463955,0.08761446946506168,414.42,1807.0,0.7971675638898177,0.9869913197517026,0.4627797176773323,396.71,40.03,0.821316355659251,0.9365006962355189,0.441100652102029,0.46351851851851855,0.08803673592291478,0.24395513399578436,0.21209123757904247,0.4082761216501054,0.0,0.41487804878048784,0.0,21.95,43.76,0.8975423648052937,0.3029982630153015,1.0,0.3914285714285714,0.815952070888684,0.5795141919562891,1.0,0.9542857142857143,0.7718404766857857,0.71711679409925,0.81,0.727142857142857,0.7587625357861056,0.7115251542255716,0.797142857142857,0.7199999999999998,0.23375683828385077,0.2208215229288066,0.24554374915799335,98,2,0.2256803671562288,0.21090707000250017,0.23888481081065385,97,3,0.29570081212839266,0.2896054411757051,0.3021590994718929,100,0,0.4855245679902774,0.4764476348102901,0.4941203254005308,100,0
vt_h6_c1,even,50,0.5053460523871298,0.6614547281231496,1.0,0.7370773768633534,0.7316313796238778,0.9424538673572644,0.07745258041674032,414.16,1807.0,0.7987702488489525,0.9817373606276917,0.46544893632293854,396.18,40.02,0.8224257686726422,0.9436478972080107,0.4436439443280695,0.46181571815718153,0.08864498644986452,0.24256549232158986,0.21484492622704005,0.41080397470641367,0.0,0.4152062631737428,0.0,21.68,43.5,0.9006293054771316,0.30857086829584307,1.0,0.3999999999999999,0.8079926595143987,0.5883027705919516,1.0,0.9514285714285714,0.7767592697157915,0.7175285674891337,0.8114285714285714,0.7314285714285715,0.7693783173348391,0.712999959146572,0.8057142857142857,0.7257142857142859,0.23173132447622355,0.2100097636790899,0.24968419772389774,48,2,0.22628532723674805,0.20278844763559004,0.2459822302453031,47,3,0.2934241964618228,0.2843331039789593,0.30294664388257336,50,0,0.47639130824056175,0.4615761459222481,0.4906411939633094,50,0
vt_h6_c1,odd,50,0.49758745113572056,0.6555574666273496,1.0,0.7333698032271987,0.7226628582114303,0.9197993963355267,0.09777635851338307,414.68,1807.0,0.7955648789306832,0.9922452788757137,0.4601104990317262,397.24,40.04,0.82020694264586,0.9293534952630269,0.4385573598759885,0.4652213188798555,0.08742848539596505,0.24534477566997892,0.20933754893104484,0.40574826859379703,0.0,0.4145498343872327,0.0,22.22,44.02,0.894455424133456,0.29742565773475993,1.0,0.3828571428571428,0.8239114822629696,0.5707256133206265,1.0,0.9571428571428571,0.7669216836557798,0.7167050207093664,0.8085714285714285,0.7228571428571429,0.7481467542373721,0.7100503493045713,0.7885714285714285,0.7142857142857143,0.2357823520914781,0.2206123119640924,0.24993376114304122,50,0,0.22507540707570958,0.20696363563964643,0.24148209551129254,50,0,0.29797742779496256,0.2896417326049417,0.3064439059199158,50,0,0.49465782773999306,0.48498121707309205,0.504060938416925,50,0
vt_h10_c1,all,100,0.4023745137577838,0.5141755016048608,0.8106254490487941,0.501041145303929,0.5005603760731597,0.6151530001817472,0.09112213459798049,432.12,1810.0,0.6321979085606659,0.8075290342476622,0.34456587967885194,396.88,40.05,0.6225414879154367,0.6171360190496717,0.29449164774264075,0.4332833115614744,0.04654704450102108,0.19066052980110648,0.16426900921990892,0.381501093120175,0.0,0.3812601292647533,0.0,34.55,68.33,0.8448878141435068,0.1788387908777991,1.0,0.25727272727272726,0.6657941652589423,0.43749524954032154,1.0,0.6036363636363636,0.5159316627256618,0.4934902458409487,0.5399999999999999,0.5063636363636362,0.5164876472816463,0.4924799547679978,0.5399999999999999,0.5054545454545454,0.09866663154614506,0.08881420983533436,0.10785754350620991,96,4,0.09818586231537584,0.08846523850603319,0.10714828741756141,96,4,0.22982339480288197,0.22529078304418304,0.2344552315711814,100,0,0.40515452048987816,0.39973087906286187,0.4102115229836145,100,0
vt_h10_c1,even,50,0.40172872737898585,0.5142943667958195,0.8120008524097025,0.5016527492916537,0.5006912108301153,0.6194831812141688,0.08887991143023548,432.62,1810.0,0.6326865867526167,0.8084676744765247,0.3452843964874484,396.82,40.1,0.6238633144171856,0.6194831812141688,0.29658298820990914,0.4340435692349229,0.04651830852823057,0.19154068374337688,0.1646902230771827,0.3810316560359084,0.0,0.380549728325065,0.0,34.56,68.26,0.8438387271401977,0.17808391902328136,1.0,0.2509090909090909,0.6643716595848947,0.4382689447469709,1.0,0.5818181818181818,0.5178946147034382,0.49342545629918605,0.5418181818181819,0.5036363636363635,0.519578012386836,0.4911107565062254,0.5418181818181819,0.5018181818181818,0.09992402191266785,0.08601278901429978,0.11331917535031241,48,2,0.09896248345112939,0.0855781530205693,0.1116265563622966,48,2,0.23095785937363078,0.2247042001061071,0.23720360819109257,50,0,0.4067389470975387,0.3995236075523282,0.4137780921339098,50,0
vt_h10_c1,odd,50,0.40302030013658197,0.5140566364139021,0.8092500456878853,0.5004295413162042,0.5004295413162042,0.6108228191493255,0.09336435776572546,431.62,1810.0,0.6317092303687152,0.8065903940187996,0.3438473628702554,396.94,40.0,0.6212196614136878,0.6147888568851746,0.2924003072753724,0.432523053888026,0.04657578047381162,0.18978037585883606,0.16384779536263522,0.3819705302044415,0.0,0.3819705302044415,0.0,34.54,68.4,0.8459369011468156,0.17959366273231683,1.0,0.2636363636363636,0.6672166709329896,0.4367215543336721,1.0,0.6254545454545454,0.5139687107478853,0.49355503538271117,0.5381818181818182,0.509090909090909,0.5133972821764567,0.49384915302977,0.5381818181818182,0.509090909090909,0.09740924117962228,0.08326063514988265,0.11013497573627555,48,2,0.09740924117962228,0.08326063514988265,0.11013497573627555,48,2,0.22868893023213313,0.22218864989514436,0.23542973325673175,50,0,0.40357009388221754,0.39610835089836316,0.4107768971975895,50,0
hotpotqa_long,all,48,0.34906636253548756,0.38372331799997966,0.9827818025054338,0.6105427582250585,0.5693017541974514,0.6093060146114424,0.0614437116536144,0.0,0.0,0.34906636253548756,0.6105427582250585,0.34906636253548756,1327.4166666666667,133.1875,0.38372331799997966,0.6093060146114424,0.38372331799997966,0.0,0.14418508029394855,0.0,0.19469762595586523,0.0,0.1921778052046438,0.0,0.19429051561320118,0.0,79.91666666666667,,0.34906636253548756,0.9722222222222222,0.2690972222222222,,0.38372331799997966,0.9756944444444445,0.3975694444444444,,0.6105427582250585,0.7777777777777777,0.6493055555555555,,0.5693017541974514,0.765625,0.611111111111111,0.26147639568957093,0.19955079949254004,0.3233880501696989,43,5,0.22023539166196385,0.16702150282664616,0.27318790173378915,44,4,0.0,0.0,0.0,0,0,0.26147639568957093,0.19955079949254004,0.3233880501696989,43,5
hotpotqa_long,even,24,0.33498280205697345,0.38129293390167973,0.976646969174143,0.5860495919440472,0.5603617758675731,0.5957915818051739,0.07891193125392432,0.0,0.0,0.33498280205697345,0.5860495919440472,0.33498280205697345,1392.5833333333333,139.66666666666666,0.38129293390167973,0.5957915818051739,0.38129293390167973,0.0,0.14401942686151037,0.0,0.19402463376972015,0.0,0.19202849221319004,0.0,0.1937943732625976,0.0,80.58333333333333,,0.33498280205697345,0.954861111111111,0.28125,,0.38129293390167973,0.9791666666666666,0.3680555555555555,,0.5860495919440472,0.7604166666666666,0.611111111111111,,0.5603617758675731,0.7291666666666666,0.5833333333333334,0.2510667898870736,0.16420642068429472,0.342858649938712,21,3,0.22537897381059965,0.16052135116884014,0.29397120281209005,23,1,0.0,0.0,0.0,0,0,0.2510667898870736,0.16420642068429472,0.342858649938712,21,3
hotpotqa_long,odd,24,0.3631499230140017,0.3861537020982797,0.9889166358367246,0.6350359245060698,0.5782417325273298,0.6228204474177109,0.04397549205330448,0.0,0.0,0.3631499230140017,0.6350359245060698,0.3631499230140017,1262.25,126.70833333333333,0.3861537020982797,0.6228204474177109,0.3861537020982797,0.0,0.1443507337263867,0.0,0.19537061814201026,0.0,0.19232711819609763,0.0,0.19478665796380476,0.0,79.25,,0.3631499230140017,0.9895833333333334,0.2569444444444444,,0.3861537020982797,0.9722222222222222,0.4270833333333333,,0.6350359245060698,0.7951388888888888,0.6875,,0.5782417325273298,0.8020833333333334,0.6388888888888888,0.27188600149206815,0.19027546631737421,0.3527002632617997,22,2,0.21509180951332807,0.13121639208637106,0.29617544007294205,21,3,0.0,0.0,0.0,0,0,0.27188600149206815,0.19027546631737421,0.3527002632617997,22,2
