attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
perturbation_CLP,128,32,160,9.3700,0.3092,19.2854,0.0000,ok|ok|ok
perturbation_CLP,256,32,288,15.5012,0.9166,21.3008,0.0000,ok|ok|ok
perturbation_CLP,512,32,544,44.0465,0.3530,25.8138,0.0000,ok|ok|ok
perturbation_CLP,1024,32,1056,146.8086,1.2309,39.4684,0.0000,ok|ok|ok
