dataset,index,method,rise,mas,recall
niah_mq_q2,95,DT,0.13650895140664962,0.1671995851849684,0.4634146341463415
niah_mq_q2,95,FT_K1,0.11502557544757035,0.2722125817499912,0.17073170731707318
niah_mq_q2,95,FT_K3,,,0.24390243902439024
niah_mq_q2,96,DT,0.1384969325153374,0.1801555777905298,0.525
niah_mq_q2,96,FT_K1,0.12070552147239264,0.2680142046320706,0.3
niah_mq_q2,96,FT_K3,,,0.325
niah_mq_q2,97,DT,0.11361111111111111,0.1376686932626872,0.5
niah_mq_q2,97,FT_K1,0.11055555555555556,0.26407080827017965,0.2631578947368421
niah_mq_q2,97,FT_K3,,,0.3684210526315789
niah_mq_q2,98,DT,0.06027777777777778,0.08797508140694625,1.0
niah_mq_q2,98,FT_K1,0.04888888888888889,0.23888997698327988,0.7804878048780488
niah_mq_q2,98,FT_K3,,,0.8048780487804879
niah_mq_q2,99,DT,0.14008379888268158,0.17903531546795373,0.46153846153846156
niah_mq_q2,99,FT_K1,0.13952513966480445,0.2687254034764414,0.2564102564102564
niah_mq_q2,99,FT_K3,,,0.28205128205128205
niah_mq_q4,0,DT,0.0993103448275862,0.13444427582351873,0.6493506493506493
niah_mq_q4,0,FT_K1,0.10431034482758621,0.2435233470312282,0.4155844155844156
niah_mq_q4,0,FT_K3,,,0.42857142857142855
niah_mq_q4,1,DT,0.09595070422535212,0.13807687182223105,0.6493506493506493
niah_mq_q4,1,FT_K1,0.0816901408450704,0.23762364995876384,0.4805194805194805
niah_mq_q4,1,FT_K3,,,0.4935064935064935
niah_mq_q4,2,DT,0.28075221238938053,0.4006267203535443,0.25
niah_mq_q4,2,FT_K1,0.22287610619469023,0.28229969653090836,0.125
niah_mq_q4,2,FT_K3,,,0.2125
niah_mq_q4,3,DT,0.27963576158940395,0.3979946822821027,0.19753086419753085
niah_mq_q4,3,FT_K1,0.2435430463576159,0.2888153879186227,0.08641975308641975
niah_mq_q4,3,FT_K3,,,0.1111111111111111
niah_mq_q4,4,DT,0.29781553398058247,0.4184938542302071,0.22784810126582278
niah_mq_q4,4,FT_K1,0.2766181229773462,0.309218837708906,0.12658227848101267
niah_mq_q4,4,FT_K3,,,0.13924050632911392
niah_mq_q4,5,DT,0.09390459363957597,0.13309154226815118,0.6493506493506493
niah_mq_q4,5,FT_K1,0.08648409893992932,0.2492520602674623,0.45454545454545453
niah_mq_q4,5,FT_K3,,,0.4805194805194805
niah_mq_q4,6,DT,0.0816147859922179,0.11126667973102648,0.7105263157894737
niah_mq_q4,6,FT_K1,0.08005836575875484,0.25864387380417303,0.47368421052631576
niah_mq_q4,6,FT_K3,,,0.5
niah_mq_q4,7,DT,0.11598360655737702,0.1651799443608638,0.6962025316455697
niah_mq_q4,7,FT_K1,0.12254098360655737,0.2482006387410224,0.5569620253164557
niah_mq_q4,7,FT_K3,,,0.5569620253164557
niah_mq_q4,8,DT,0.09774509803921569,0.14392889262553224,0.6666666666666666
niah_mq_q4,8,FT_K1,0.08813725490196078,0.24311999594955375,0.6153846153846154
niah_mq_q4,8,FT_K3,,,0.5769230769230769
niah_mq_q4,9,DT,0.08659420289855073,0.12008591024682765,0.6794871794871795
niah_mq_q4,9,FT_K1,0.08152173913043477,0.2238522718926327,0.48717948717948717
niah_mq_q4,9,FT_K3,,,0.48717948717948717
niah_mq_q4,10,DT,0.09537037037037037,0.1377603274592613,0.717948717948718
niah_mq_q4,10,FT_K1,0.07962962962962963,0.2594210654463061,0.48717948717948717
niah_mq_q4,10,FT_K3,,,0.5
niah_mq_q4,11,DT,0.10307377049180329,0.14997388266963105,0.7012987012987013
niah_mq_q4,11,FT_K1,0.09446721311475408,0.2500060986319966,0.5454545454545454
niah_mq_q4,11,FT_K3,,,0.5454545454545454
niah_mq_q4,12,DT,0.2947879858657244,0.4270981013516798,0.275
niah_mq_q4,12,FT_K1,0.24885159010600705,0.31733919728442106,0.1375
niah_mq_q4,12,FT_K3,,,0.175
niah_mq_q4,13,DT,0.10176950998185119,0.1439104287962958,0.631578947368421
niah_mq_q4,13,FT_K1,0.10558076225045372,0.2445059053664874,0.4868421052631579
niah_mq_q4,13,FT_K3,,,0.5131578947368421
niah_mq_q4,14,DT,0.2789285714285714,0.39057891046809823,0.20512820512820512
niah_mq_q4,14,FT_K1,0.23785714285714285,0.30790574412137606,0.14102564102564102
niah_mq_q4,14,FT_K3,,,0.14102564102564102
niah_mq_q4,15,DT,0.30674603174603177,0.44216733156901195,0.2875
niah_mq_q4,15,FT_K1,0.27484126984126983,0.31307457202633937,0.0875
niah_mq_q4,15,FT_K3,,,0.125
niah_mq_q4,16,DT,0.09396551724137929,0.1336340672067872,0.6623376623376623
niah_mq_q4,16,FT_K1,0.09344827586206897,0.24045851648419553,0.42857142857142855
niah_mq_q4,16,FT_K3,,,0.44155844155844154
niah_mq_q4,17,DT,0.11461748633879783,0.15955762056426367,0.6538461538461539
niah_mq_q4,17,FT_K1,0.11552823315118395,0.2468353943452691,0.5
niah_mq_q4,17,FT_K3,,,0.5128205128205128
niah_mq_q4,18,DT,0.27895189003436427,0.38989947816167775,0.26582278481012656
niah_mq_q4,18,FT_K1,0.2509450171821306,0.3001871407277031,0.11392405063291139
niah_mq_q4,18,FT_K3,,,0.16455696202531644
niah_mq_q4,19,DT,0.3023311897106109,0.43883984191946296,0.2692307692307692
niah_mq_q4,19,FT_K1,0.2856109324758843,0.33156229089454403,0.15384615384615385
niah_mq_q4,19,FT_K3,,,0.15384615384615385
niah_mq_q4,20,DT,0.0896950092421442,0.12643933179368466,0.6753246753246753
niah_mq_q4,20,FT_K1,0.09228280961182996,0.2626159311213786,0.44155844155844154
niah_mq_q4,20,FT_K3,,,0.45454545454545453
niah_mq_q4,21,DT,0.1033938814531549,0.15354492624155908,0.7051282051282052
niah_mq_q4,21,FT_K1,0.08197896749521989,0.24226169059553104,0.5769230769230769
niah_mq_q4,21,FT_K3,,,0.5769230769230769
niah_mq_q4,22,DT,0.10207509881422924,0.13641826594547893,0.6973684210526315
niah_mq_q4,22,FT_K1,0.11630434782608692,0.25495476172773673,0.5921052631578947
niah_mq_q4,22,FT_K3,,,0.6052631578947368
niah_mq_q4,23,DT,0.27846715328467153,0.39972138935391344,0.2692307692307692
niah_mq_q4,23,FT_K1,0.24689781021897814,0.28986996146898997,0.11538461538461539
niah_mq_q4,23,FT_K3,,,0.14102564102564102
niah_mq_q4,24,DT,0.0872429906542056,0.11803166086227534,0.6153846153846154
niah_mq_q4,24,FT_K1,0.09042056074766355,0.2539250266770398,0.41025641025641024
niah_mq_q4,24,FT_K3,,,0.44871794871794873
niah_mq_q4,25,DT,0.08327205882352942,0.1202914816069293,0.6933333333333334
niah_mq_q4,25,FT_K1,0.09834558823529412,0.25360143687804027,0.49333333333333335
niah_mq_q4,25,FT_K3,,,0.49333333333333335
niah_mq_q4,26,DT,0.09601449275362317,0.13382428057461448,0.6708860759493671
niah_mq_q4,26,FT_K1,0.0943840579710145,0.22961019841153596,0.4430379746835443
niah_mq_q4,26,FT_K3,,,0.45569620253164556
niah_mq_q4,27,DT,0.08889413988657843,0.1247999358919563,0.6623376623376623
niah_mq_q4,27,FT_K1,0.09815689981096407,0.25068970685838693,0.42857142857142855
