dataset,index,method,rise,mas,recall
niah_mq_q4,27,FT_K3,,,0.42857142857142855
niah_mq_q4,28,DT,0.0932882882882883,0.1333634380714329,0.6835443037974683
niah_mq_q4,28,FT_K1,0.10067567567567566,0.240176179296615,0.4810126582278481
niah_mq_q4,28,FT_K3,,,0.45569620253164556
niah_mq_q4,29,DT,0.28770903010033444,0.4180936894501907,0.22077922077922077
niah_mq_q4,29,FT_K1,0.26396321070234113,0.2941196209956335,0.16883116883116883
niah_mq_q4,29,FT_K3,,,0.2077922077922078
niah_mq_q4,30,DT,0.2932882882882883,0.4234244946100896,0.2375
niah_mq_q4,30,FT_K1,0.2404954954954955,0.29540841932622863,0.15
niah_mq_q4,30,FT_K3,,,0.1875
niah_mq_q4,31,DT,0.10079505300353357,0.1496269876888483,0.6875
niah_mq_q4,31,FT_K1,0.08931095406360426,0.23431653345412334,0.425
niah_mq_q4,31,FT_K3,,,0.4875
niah_mq_q4,32,DT,0.2880712979890311,0.41100293325913756,0.22784810126582278
niah_mq_q4,32,FT_K1,0.23889396709323582,0.2988123137594093,0.1518987341772152
niah_mq_q4,32,FT_K3,,,0.1518987341772152
niah_mq_q4,33,DT,0.08115942028985508,0.10998544120471705,0.6447368421052632
niah_mq_q4,33,FT_K1,0.07681159420289854,0.23902447563282028,0.4605263157894737
niah_mq_q4,33,FT_K3,,,0.4473684210526316
niah_mq_q4,34,DT,0.08984962406015037,0.12577734388051245,0.6538461538461539
niah_mq_q4,34,FT_K1,0.0862781954887218,0.2561629283903488,0.48717948717948717
niah_mq_q4,34,FT_K3,,,0.47435897435897434
niah_mq_q4,35,DT,0.2549651567944251,0.3592886869401,0.2839506172839506
niah_mq_q4,35,FT_K1,0.2389372822299652,0.29854891834072456,0.09876543209876543
niah_mq_q4,35,FT_K3,,,0.12345679012345678
niah_mq_q4,36,DT,0.11139575971731452,0.15780318046561734,0.6666666666666666
niah_mq_q4,36,FT_K1,0.12128975265017669,0.25305397595667184,0.44
niah_mq_q4,36,FT_K3,,,0.4666666666666667
niah_mq_q4,37,DT,0.11104166666666666,0.1608425236925177,0.7307692307692307
niah_mq_q4,37,FT_K1,0.07208333333333332,0.2523745729130535,0.5512820512820513
niah_mq_q4,37,FT_K3,,,0.5769230769230769
niah_mq_q4,38,DT,0.25063636363636366,0.35012477061926106,0.28205128205128205
niah_mq_q4,38,FT_K1,0.20536363636363636,0.28660954618874906,0.14102564102564102
niah_mq_q4,38,FT_K3,,,0.16666666666666666
niah_mq_q4,39,DT,0.29026717557251913,0.42289945690086633,0.23076923076923078
niah_mq_q4,39,FT_K1,0.22938931297709925,0.312492583274599,0.14102564102564102
niah_mq_q4,39,FT_K3,,,0.16666666666666666
niah_mq_q4,40,DT,0.09066866267465072,0.12830366715075509,0.6794871794871795
niah_mq_q4,40,FT_K1,0.10204590818363272,0.26092508916773915,0.5769230769230769
niah_mq_q4,40,FT_K3,,,0.5769230769230769
niah_mq_q4,41,DT,0.11209122203098103,0.15523280496768194,0.6296296296296297
niah_mq_q4,41,FT_K1,0.118631669535284,0.24295174019709256,0.43209876543209874
niah_mq_q4,41,FT_K3,,,0.43209876543209874
niah_mq_q4,42,DT,0.2857266435986159,0.41034349153868693,0.26582278481012656
niah_mq_q4,42,FT_K1,0.22586505190311418,0.29835724500639105,0.0759493670886076
niah_mq_q4,42,FT_K3,,,0.11392405063291139
niah_mq_q4,43,DT,0.27767857142857144,0.39764653002648975,0.2597402597402597
niah_mq_q4,43,FT_K1,0.24285714285714283,0.30491984655866117,0.15584415584415584
niah_mq_q4,43,FT_K3,,,0.16883116883116883
niah_mq_q4,44,DT,0.10156765676567656,0.14251336840762205,0.6493506493506493
niah_mq_q4,44,FT_K1,0.11047854785478547,0.24024953716501782,0.4155844155844156
niah_mq_q4,44,FT_K3,,,0.42857142857142855
niah_mq_q4,45,DT,0.08209090909090908,0.1101671574200969,0.6493506493506493
niah_mq_q4,45,FT_K1,0.09536363636363636,0.2608823881258314,0.4675324675324675
niah_mq_q4,45,FT_K3,,,0.4675324675324675
niah_mq_q4,46,DT,0.087890625,0.12217501643542097,0.6666666666666666
niah_mq_q4,46,FT_K1,0.0900390625,0.25559081327789857,0.6153846153846154
niah_mq_q4,46,FT_K3,,,0.5897435897435898
niah_mq_q4,47,DT,0.09041095890410959,0.1283116830117491,0.6493506493506493
niah_mq_q4,47,FT_K1,0.0957191780821918,0.2580642240598457,0.4675324675324675
niah_mq_q4,47,FT_K3,,,0.5064935064935064
niah_mq_q4,48,DT,0.11076576576576576,0.15030354129952658,0.6962025316455697
niah_mq_q4,48,FT_K1,0.09977477477477477,0.24944034883400276,0.45569620253164556
niah_mq_q4,48,FT_K3,,,0.46835443037974683
niah_mq_q4,49,DT,0.2824774774774775,0.40420336981871896,0.25609756097560976
niah_mq_q4,49,FT_K1,0.25545045045045045,0.30745278189232217,0.0975609756097561
niah_mq_q4,49,FT_K3,,,0.13414634146341464
niah_mq_q4,50,DT,0.08471978984238179,0.11615740253776374,0.7051282051282052
niah_mq_q4,50,FT_K1,0.09470227670753062,0.23590664137595643,0.46153846153846156
niah_mq_q4,50,FT_K3,,,0.47435897435897434
niah_mq_q4,51,DT,0.08515037593984962,0.1167192787622269,0.6538461538461539
niah_mq_q4,51,FT_K1,0.08909774436090226,0.2361782924204879,0.46153846153846156
niah_mq_q4,51,FT_K3,,,0.47435897435897434
niah_mq_q4,52,DT,0.26697530864197533,0.38192101567387937,0.19753086419753085
niah_mq_q4,52,FT_K1,0.24651675485008817,0.31900166097833965,0.13580246913580246
niah_mq_q4,52,FT_K3,,,0.16049382716049382
niah_mq_q4,53,DT,0.28471479500891267,0.4049117968297248,0.2948717948717949
niah_mq_q4,53,FT_K1,0.24353832442067738,0.30353848967304536,0.1282051282051282
niah_mq_q4,53,FT_K3,,,0.15384615384615385
niah_mq_q4,54,DT,0.2687086092715232,0.37100120436336675,0.22784810126582278
niah_mq_q4,54,FT_K1,0.2548013245033113,0.3074140919955809,0.12658227848101267
niah_mq_q4,54,FT_K3,,,0.16455696202531644
niah_mq_q4,55,DT,0.10424187725631769,0.13886703620879287,0.6582278481012658
niah_mq_q4,55,FT_K1,0.09359205776173285,0.2579157423881419,0.43037974683544306
niah_mq_q4,55,FT_K3,,,0.43037974683544306
niah_mq_q4,56,DT,0.296830985915493,0.43259624549124115,0.2875
niah_mq_q4,56,FT_K1,0.236443661971831,0.2903842547151052,0.125
niah_mq_q4,56,FT_K3,,,0.125
niah_mq_q4,57,DT,0.09935424354243542,0.14569578496855534,0.6842105263157895
niah_mq_q4,57,FT_K1,0.07739852398523986,0.24669509221886293,0.5131578947368421
niah_mq_q4,57,FT_K3,,,0.5
niah_mq_q4,58,DT,0.11809701492537314,0.16594596652275095,0.75
niah_mq_q4,58,FT_K1,0.0917910447761194,0.24313754964409545,0.55
niah_mq_q4,58,FT_K3,,,0.5625
niah_mq_q4,59,DT,0.09982517482517483,0.14674811812139923,0.6455696202531646
niah_mq_q4,59,FT_K1,0.09982517482517483,0.24915442703176,0.4177215189873418
niah_mq_q4,59,FT_K3,,,0.4430379746835443
niah_mq_q4,60,DT,0.11864820846905537,0.1696402906968849,0.620253164556962
niah_mq_q4,60,FT_K1,0.11311074918566777,0.24317112104905897,0.4430379746835443
niah_mq_q4,60,FT_K3,,,0.46835443037974683
niah_mq_q4,61,DT,0.09149214659685863,0.12328663917460947,0.6455696202531646
niah_mq_q4,61,FT_K1,0.09149214659685863,0.24612221792045408,0.4430379746835443
niah_mq_q4,61,FT_K3,,,0.4810126582278481
niah_mq_q4,62,DT,0.09432624113475177,0.134639634273438,0.6493506493506493
niah_mq_q4,62,FT_K1,0.0801418439716312,0.2396348254123366,0.4805194805194805
niah_mq_q4,62,FT_K3,,,0.4935064935064935
niah_mq_q4,63,DT,0.10223577235772359,0.14857616910338844,0.7215189873417721
niah_mq_q4,63,FT_K1,0.08658536585365857,0.24429268062458015,0.5822784810126582
niah_mq_q4,63,FT_K3,,,0.569620253164557
niah_mq_q4,64,DT,0.09042750929368029,0.12780441750093838,0.6835443037974683
niah_mq_q4,64,FT_K1,0.09172862453531598,0.26180156291323503,0.45569620253164556
niah_mq_q4,64,FT_K3,,,0.43037974683544306
niah_mq_q4,65,DT,0.2861208406304729,0.41335645402471927,0.24358974358974358
niah_mq_q4,65,FT_K1,0.2293782837127846,0.2976853447176929,0.11538461538461539
niah_mq_q4,65,FT_K3,,,0.15384615384615385
niah_mq_q4,66,DT,0.10821678321678321,0.15168932336708493,0.6582278481012658
niah_mq_q4,66,FT_K1,0.08898601398601398,0.2322890427807737,0.45569620253164556
niah_mq_q4,66,FT_K3,,,0.46835443037974683
niah_mq_q4,67,DT,0.09222222222222223,0.13139116075435545,0.65
niah_mq_q4,67,FT_K1,0.08611111111111111,0.22774048398957128,0.4625
niah_mq_q4,67,FT_K3,,,0.4875
niah_mq_q4,68,DT,0.30693668528864054,0.44426493626265245,0.21794871794871795
niah_mq_q4,68,FT_K1,0.2492085661080074,0.30598062386539093,0.11538461538461539
niah_mq_q4,68,FT_K3,,,0.14102564102564102
niah_mq_q4,69,DT,0.10321969696969698,0.1506462945930539,0.7307692307692307
niah_mq_q4,69,FT_K1,0.10662878787878789,0.2566856533871819,0.46153846153846156
niah_mq_q4,69,FT_K3,,,0.47435897435897434
niah_mq_q4,70,DT,0.2595588235294118,0.3576859537997704,0.26582278481012656
niah_mq_q4,70,FT_K1,0.2248161764705882,0.2994582572029024,0.12658227848101267
niah_mq_q4,70,FT_K3,,,0.16455696202531644
niah_mq_q4,71,DT,0.12276951672862454,0.17143132711579814,0.6753246753246753
niah_mq_q4,71,FT_K1,0.11291821561338289,0.24405957745379983,0.5584415584415584
niah_mq_q4,71,FT_K3,,,0.5714285714285714
niah_mq_q4,72,DT,0.09596774193548388,0.1389962242390671,0.6455696202531646
niah_mq_q4,72,FT_K1,0.10672043010752688,0.24936260528508497,0.4177215189873418
niah_mq_q4,72,FT_K3,,,0.4430379746835443
niah_mq_q4,73,DT,0.11124031007751937,0.150083438613324,0.6923076923076923
niah_mq_q4,73,FT_K1,0.09069767441860466,0.2580458775177994,0.5384615384615384
niah_mq_q4,73,FT_K3,,,0.5384615384615384
niah_mq_q4,74,DT,0.08865248226950354,0.1231461815274922,0.6623376623376623
niah_mq_q4,74,FT_K1,0.07429078014184398,0.23016777943301953,0.5194805194805194
niah_mq_q4,74,FT_K3,,,0.5064935064935064
niah_mq_q4,75,DT,0.12616279069767444,0.17884700637259163,0.7468354430379747
niah_mq_q4,75,FT_K1,0.09864341085271319,0.25471705163127356,0.5949367088607594
niah_mq_q4,75,FT_K3,,,0.5949367088607594
niah_mq_q4,76,DT,0.090625,0.1294312564959836,0.6455696202531646
niah_mq_q4,76,FT_K1,0.08750000000000002,0.2508103585223697,0.46835443037974683
niah_mq_q4,76,FT_K3,,,0.46835443037974683
niah_mq_q4,77,DT,0.10136363636363636,0.1402864312517243,0.6585365853658537
niah_mq_q4,77,FT_K1,0.09263636363636363,0.23834782119104095,0.4146341463414634
niah_mq_q4,77,FT_K3,,,0.43902439024390244
niah_mq_q4,78,DT,0.13192567567567567,0.18159175832172786,0.6666666666666666
niah_mq_q4,78,FT_K1,0.14054054054054055,0.2597045464363288,0.46153846153846156
niah_mq_q4,78,FT_K3,,,0.47435897435897434
niah_mq_q4,79,DT,0.1290219378427788,0.17625651590511865,0.6625
niah_mq_q4,79,FT_K1,0.09081352833638026,0.25287958161594715,0.45
niah_mq_q4,79,FT_K3,,,0.4875
niah_mq_q4,80,DT,0.27358156028368796,0.38373141130926564,0.2375
niah_mq_q4,80,FT_K1,0.23528368794326235,0.3025516245571242,0.0875
niah_mq_q4,80,FT_K3,,,0.1125
niah_mq_q4,81,DT,0.08949399656946826,0.12400422693221265,0.6375
niah_mq_q4,81,FT_K1,0.07525728987993138,0.2326595974541476,0.4875
niah_mq_q4,81,FT_K3,,,0.475
niah_mq_q4,82,DT,0.112109375,0.16926281996420817,0.7125
niah_mq_q4,82,FT_K1,0.128515625,0.2576874755730457,0.5625
niah_mq_q4,82,FT_K3,,,0.575
niah_mq_q4,83,DT,0.2760273972602739,0.38006159115876115,0.22077922077922077
niah_mq_q4,83,FT_K1,0.23253424657534244,0.2882708318292343,0.11688311688311688
niah_mq_q4,83,FT_K3,,,0.15584415584415584
niah_mq_q4,84,DT,0.11306228373702427,0.15538576296342313,0.6623376623376623
niah_mq_q4,84,FT_K1,0.09541522491349483,0.24105345649888843,0.42857142857142855
niah_mq_q4,84,FT_K3,,,0.45454545454545453
niah_mq_q4,85,DT,0.0900537634408602,0.12644773094953707,0.6883116883116883
niah_mq_q4,85,FT_K1,0.07643369175627239,0.25866868830987383,0.4675324675324675
niah_mq_q4,85,FT_K3,,,0.5194805194805194
niah_mq_q4,86,DT,0.09496466431095404,0.13491406916485038,0.7012987012987013
niah_mq_q4,86,FT_K1,0.0840106007067138,0.25814561154628474,0.44155844155844154
niah_mq_q4,86,FT_K3,,,0.45454545454545453
niah_mq_q4,87,DT,0.08292452830188679,0.11226569390700772,0.6538461538461539
niah_mq_q4,87,FT_K1,0.08198113207547168,0.24698138452687896,0.46153846153846156
niah_mq_q4,87,FT_K3,,,0.47435897435897434
niah_mq_q4,88,DT,0.12072953736654805,0.16269228270962188,0.7088607594936709
niah_mq_q4,88,FT_K1,0.11628113879003563,0.25129150922255716,0.46835443037974683
niah_mq_q4,88,FT_K3,,,0.4810126582278481
niah_mq_q4,89,DT,0.10460992907801418,0.15202665225865586,0.6794871794871795
niah_mq_q4,89,FT_K1,0.10939716312056733,0.2610586738372055,0.4230769230769231
niah_mq_q4,89,FT_K3,,,0.46153846153846156
niah_mq_q4,90,DT,0.09627272727272729,0.1259447412860797,0.6842105263157895
niah_mq_q4,90,FT_K1,0.10445454545454544,0.2579055404027363,0.4473684210526316
niah_mq_q4,90,FT_K3,,,0.4868421052631579
niah_mq_q4,91,DT,0.11766917293233081,0.16216507127655663,0.691358024691358
niah_mq_q4,91,FT_K1,0.08627819548872181,0.24800197268528254,0.49382716049382713
niah_mq_q4,91,FT_K3,,,0.49382716049382713
niah_mq_q4,92,DT,0.08418727915194346,0.11496560304091441,0.6923076923076923
niah_mq_q4,92,FT_K1,0.0741166077738516,0.2480907567809854,0.4358974358974359
niah_mq_q4,92,FT_K3,,,0.44871794871794873
niah_mq_q4,93,DT,0.09453528399311531,0.1322224935267288,0.7215189873417721
niah_mq_q4,93,FT_K1,0.101592082616179,0.2563131545170585,0.4430379746835443
niah_mq_q4,93,FT_K3,,,0.45569620253164556
niah_mq_q4,94,DT,0.3026363636363637,0.4455315686033641,0.2125
niah_mq_q4,94,FT_K1,0.22663636363636366,0.29765300062125644,0.0875
niah_mq_q4,94,FT_K3,,,0.1125
niah_mq_q4,95,DT,0.2708881578947368,0.38289278969941976,0.25
niah_mq_q4,95,FT_K1,0.225,0.30368828626558897,0.10526315789473684
niah_mq_q4,95,FT_K3,,,0.13157894736842105
niah_mq_q4,96,DT,0.30438144329896905,0.44466763433680434,0.21951219512195122
niah_mq_q4,96,FT_K1,0.2641752577319587,0.31939314411701114,0.13414634146341464
niah_mq_q4,96,FT_K3,,,0.15853658536585366
niah_mq_q4,97,DT,0.31345500848896435,0.45422657421180057,0.23529411764705882
niah_mq_q4,97,FT_K1,0.27559422750424445,0.3254199060738427,0.08235294117647059
niah_mq_q4,97,FT_K3,,,0.09411764705882353
niah_mq_q4,98,DT,0.10546744574290486,0.14898593198576768,0.6172839506172839
niah_mq_q4,98,FT_K1,0.10463272120200331,0.24781200338420165,0.37037037037037035
niah_mq_q4,98,FT_K3,,,0.4074074074074074
niah_mq_q4,99,DT,0.1780172413793104,0.2799905730959546,0.717948717948718
niah_mq_q4,99,FT_K1,0.08017241379310344,0.25467206458288955,0.6025641025641025
niah_mq_q4,99,FT_K3,,,0.6025641025641025
niah_mq_q8,0,DT,0.40803964757709243,0.5916941983626254,0.13580246913580246
niah_mq_q8,0,FT_K1,0.36762114537444934,0.4187658671876456,0.09259259259259259
niah_mq_q8,0,FT_K3,,,0.1111111111111111
niah_mq_q8,1,DT,0.41840101522842643,0.6067818395570861,0.0949367088607595
niah_mq_q8,1,FT_K1,0.3736040609137055,0.43417554700800476,0.0379746835443038
niah_mq_q8,1,FT_K3,,,0.06329113924050633
niah_mq_q8,2,DT,0.42402280130293163,0.6163559424249063,0.14193548387096774
niah_mq_q8,2,FT_K1,0.38851791530944624,0.46387329389971477,0.06451612903225806
niah_mq_q8,2,FT_K3,,,0.09032258064516129
niah_mq_q8,3,DT,0.43576923076923074,0.6407226748881472,0.15
niah_mq_q8,3,FT_K1,0.39972527472527464,0.4725312152991667,0.075
niah_mq_q8,3,FT_K3,,,0.08125
niah_mq_q8,4,DT,0.4390697674418605,0.6385082669830542,0.14012738853503184
niah_mq_q8,4,FT_K1,0.36662790697674413,0.4290980809124648,0.05732484076433121
niah_mq_q8,4,FT_K3,,,0.08280254777070063
niah_mq_q8,5,DT,0.4048368298368299,0.5881198382462872,0.1337579617834395
niah_mq_q8,5,FT_K1,0.3736013986013985,0.4521888117602817,0.07643312101910828
niah_mq_q8,5,FT_K3,,,0.08280254777070063
niah_mq_q8,6,DT,0.3956422018348624,0.5734472230267038,0.1375
niah_mq_q8,6,FT_K1,0.3720183486238532,0.43086522946499556,0.0875
niah_mq_q8,6,FT_K3,,,0.1
niah_mq_q8,7,DT,0.4164062500000001,0.6113217888330548,0.13924050632911392
niah_mq_q8,7,FT_K1,0.37109375,0.44163249982225805,0.0759493670886076
niah_mq_q8,7,FT_K3,,,0.10759493670886076
niah_mq_q8,8,DT,0.42892584514721915,0.6346397642694213,0.1509433962264151
niah_mq_q8,8,FT_K1,0.3739640130861505,0.44312377139486847,0.1069182389937107
niah_mq_q8,8,FT_K3,,,0.11320754716981132
niah_mq_q8,9,DT,0.14670900692840644,0.2009761231966202,0.40789473684210525
niah_mq_q8,9,FT_K1,0.14693995381062358,0.2676124702810758,0.3026315789473684
niah_mq_q8,9,FT_K3,,,0.3026315789473684
niah_mq_q8,10,DT,0.4042841648590021,0.5965840329412447,0.125
niah_mq_q8,10,FT_K1,0.3870390455531452,0.45178129630066577,0.05625
niah_mq_q8,10,FT_K3,,,0.0875
niah_mq_q8,11,DT,0.42814875135722036,0.6251621588031754,0.12578616352201258
niah_mq_q8,11,FT_K1,0.4168566775244299,0.5002459794995223,0.06918238993710692
niah_mq_q8,11,FT_K3,,,0.1069182389937107
niah_mq_q8,12,DT,0.41346584546472565,0.6068785498579203,0.14012738853503184
niah_mq_q8,12,FT_K1,0.35489921612541997,0.41552827973817125,0.044585987261146494
niah_mq_q8,12,FT_K3,,,0.07643312101910828
niah_mq_q8,13,DT,0.4076419213973799,0.5870614668540871,0.125
niah_mq_q8,13,FT_K1,0.3918122270742358,0.4580819703827682,0.06875
niah_mq_q8,13,FT_K3,,,0.10625
niah_mq_q8,14,DT,0.15137362637362636,0.2148063213976906,0.3790849673202614
niah_mq_q8,14,FT_K1,0.14664835164835166,0.2657337067958322,0.2222222222222222
niah_mq_q8,14,FT_K3,,,0.2679738562091503
niah_mq_q8,15,DT,0.15980333730631704,0.22151143990558947,0.34415584415584416
niah_mq_q8,15,FT_K1,0.14776519666269367,0.25514426169691384,0.2012987012987013
niah_mq_q8,15,FT_K3,,,0.2532467532467532
niah_mq_q8,16,DT,0.39980490523968787,0.5789982591536684,0.1282051282051282
niah_mq_q8,16,FT_K1,0.3678093645484949,0.4179343429290675,0.057692307692307696
niah_mq_q8,16,FT_K3,,,0.08974358974358974
niah_mq_q8,17,DT,0.4185483870967742,0.6127666784631242,0.13125
niah_mq_q8,17,FT_K1,0.39118464961067856,0.4502050210729198,0.05625
niah_mq_q8,17,FT_K3,,,0.09375
niah_mq_q8,18,DT,0.41019362186788155,0.5862996077732093,0.13125
niah_mq_q8,18,FT_K1,0.38547835990888385,0.44223439963380323,0.1125
niah_mq_q8,18,FT_K3,,,0.11875
niah_mq_q8,19,DT,0.4447585071350164,0.6560415472327555,0.15
niah_mq_q8,19,FT_K1,0.40216794731064753,0.4753693309770536,0.06875
niah_mq_q8,19,FT_K3,,,0.08125
niah_mq_q8,20,DT,0.42942176870748294,0.6258317415427277,0.15286624203821655
niah_mq_q8,20,FT_K1,0.3943877551020408,0.4707327525148419,0.08917197452229299
niah_mq_q8,20,FT_K3,,,0.11464968152866242
niah_mq_q8,21,DT,0.3899610678531702,0.5701159391103419,0.11464968152866242
niah_mq_q8,21,FT_K1,0.3433537263626252,0.3841690436652493,0.07643312101910828
niah_mq_q8,21,FT_K3,,,0.10191082802547771
niah_mq_q8,22,DT,0.4119909502262443,0.6048103880509201,0.13548387096774195
niah_mq_q8,22,FT_K1,0.3648190045248868,0.4288700714485333,0.06451612903225806
niah_mq_q8,22,FT_K3,,,0.09032258064516129
niah_mq_q8,23,DT,0.4169010123734534,0.6198103226574142,0.1282051282051282
niah_mq_q8,23,FT_K1,0.37089426321709784,0.424761682170241,0.05128205128205128
niah_mq_q8,23,FT_K3,,,0.08974358974358974
niah_mq_q8,24,DT,0.3994385026737969,0.5805402454807786,0.11464968152866242
niah_mq_q8,24,FT_K1,0.38350267379679137,0.4514122129294913,0.044585987261146494
niah_mq_q8,24,FT_K3,,,0.07643312101910828
niah_mq_q8,25,DT,0.39834096109839806,0.5794403919878132,0.14465408805031446
niah_mq_q8,25,FT_K1,0.37397025171624715,0.4200029912622262,0.08176100628930817
niah_mq_q8,25,FT_K3,,,0.10062893081761007
niah_mq_q8,26,DT,0.42316625916870415,0.6070222104469506,0.08974358974358974
niah_mq_q8,26,FT_K1,0.36558679706601466,0.42279345353791414,0.08974358974358974
niah_mq_q8,26,FT_K3,,,0.10256410256410256
niah_mq_q8,27,DT,0.4158466819221968,0.6114508384952606,0.1320754716981132
niah_mq_q8,27,FT_K1,0.3774027459954234,0.4355879699895488,0.07547169811320754
niah_mq_q8,27,FT_K3,,,0.0880503144654088
niah_mq_q8,28,DT,0.4230413492927094,0.6268239768561277,0.1320754716981132
niah_mq_q8,28,FT_K1,0.41466267682263336,0.5063743961325203,0.07547169811320754
niah_mq_q8,28,FT_K3,,,0.0880503144654088
niah_mq_q8,29,DT,0.37431350114416484,0.5364215657246276,0.1282051282051282
niah_mq_q8,29,FT_K1,0.3839244851258582,0.4440923060404704,0.07692307692307693
niah_mq_q8,29,FT_K3,,,0.09615384615384616
niah_mq_q8,30,DT,0.4183333333333333,0.608037320515965,0.13664596273291926
niah_mq_q8,30,FT_K1,0.37338709677419357,0.4167143892029096,0.06832298136645963
niah_mq_q8,30,FT_K3,,,0.09316770186335403
niah_mq_q8,31,DT,0.4306291390728476,0.6405087353659585,0.12101910828025478
niah_mq_q8,31,FT_K1,0.3852649006622516,0.44362157821003567,0.10191082802547771
niah_mq_q8,31,FT_K3,,,0.10828025477707007
niah_mq_q8,32,DT,0.4218680089485458,0.622097393382358,0.12121212121212122
niah_mq_q8,32,FT_K1,0.40329977628635333,0.48181229482376775,0.07272727272727272
niah_mq_q8,32,FT_K3,,,0.09090909090909091
niah_mq_q8,33,DT,0.4216589861751152,0.617721314230579,0.12903225806451613
niah_mq_q8,33,FT_K1,0.3945852534562212,0.47435495135877154,0.07741935483870968
niah_mq_q8,33,FT_K3,,,0.10967741935483871
niah_mq_q8,34,DT,0.41984711211778025,0.6096025142030279,0.13333333333333333
niah_mq_q8,34,FT_K1,0.38932616081540194,0.4486633888915053,0.07272727272727272
niah_mq_q8,34,FT_K3,,,0.10909090909090909
niah_mq_q8,35,DT,0.4164383561643835,0.6180097352382306,0.14012738853503184
niah_mq_q8,35,FT_K1,0.3870433789954338,0.4504238786818708,0.05732484076433121
niah_mq_q8,35,FT_K3,,,0.09554140127388536
niah_mq_q8,36,DT,0.38558139534883723,0.5615666662884524,0.11538461538461539
niah_mq_q8,36,FT_K1,0.38255813953488377,0.45046052549760907,0.09615384615384616
niah_mq_q8,36,FT_K3,,,0.10897435897435898
niah_mq_q8,37,DT,0.4406028368794327,0.6657380086287639,0.13548387096774195
niah_mq_q8,37,FT_K1,0.39403073286052,0.4656292727247429,0.07096774193548387
niah_mq_q8,37,FT_K3,,,0.0967741935483871
niah_mq_q8,38,DT,0.407844243792325,0.6041596712635016,0.11320754716981132
niah_mq_q8,38,FT_K1,0.37364559819413096,0.42418671990999474,0.05660377358490566
niah_mq_q8,38,FT_K3,,,0.06918238993710692
niah_mq_q8,39,DT,0.42444196428571423,0.625113113173273,0.1464968152866242
niah_mq_q8,39,FT_K1,0.3822544642857143,0.44786790588763514,0.10828025477707007
niah_mq_q8,39,FT_K3,,,0.11464968152866242
niah_mq_q8,40,DT,0.45658447009443864,0.6686281547512111,0.14285714285714285
niah_mq_q8,40,FT_K1,0.40999475341028335,0.4910413646316165,0.08695652173913043
niah_mq_q8,40,FT_K3,,,0.09937888198757763
niah_mq_q8,41,DT,0.4033529411764706,0.5840640170441072,0.13815789473684212
niah_mq_q8,41,FT_K1,0.38841176470588235,0.46734255134390157,0.07236842105263158
niah_mq_q8,41,FT_K3,,,0.10526315789473684
niah_mq_q8,42,DT,0.41376772082878943,0.6084559622021308,0.13924050632911392
niah_mq_q8,42,FT_K1,0.3646946564885497,0.41755660768999575,0.06962025316455696
niah_mq_q8,42,FT_K3,,,0.10126582278481013
niah_mq_q8,43,DT,0.15848519362186791,0.21999285803193738,0.36774193548387096
niah_mq_q8,43,FT_K1,0.1452733485193622,0.2621799422699171,0.23225806451612904
niah_mq_q8,43,FT_K3,,,0.25161290322580643
niah_mq_q8,44,DT,0.4214245810055866,0.6183836061144328,0.13125
niah_mq_q8,44,FT_K1,0.39393854748603346,0.45836843011523387,0.06875
niah_mq_q8,44,FT_K3,,,0.10625
niah_mq_q8,45,DT,0.39432447397563675,0.5679800975714386,0.1346153846153846
niah_mq_q8,45,FT_K1,0.3748338870431894,0.424536540056163,0.0641025641025641
niah_mq_q8,45,FT_K3,,,0.08974358974358974
niah_mq_q8,46,DT,0.4174406047516199,0.617938715237173,0.14012738853503184
niah_mq_q8,46,FT_K1,0.3634449244060475,0.43051770361520114,0.11464968152866242
niah_mq_q8,46,FT_K3,,,0.12101910828025478
niah_mq_q8,47,DT,0.4026905829596412,0.5891765404605128,0.1282051282051282
niah_mq_q8,47,FT_K1,0.36984304932735423,0.4242600906631755,0.0641025641025641
niah_mq_q8,47,FT_K3,,,0.10897435897435898
niah_mq_q8,48,DT,0.41994505494505496,0.603771494281983,0.13125
niah_mq_q8,48,FT_K1,0.39554945054945045,0.46646194104865424,0.06875
niah_mq_q8,48,FT_K3,,,0.1
niah_mq_q8,49,DT,0.4342255125284738,0.6395398036545238,0.08860759493670886
niah_mq_q8,49,FT_K1,0.386503416856492,0.4401150006855813,0.06962025316455696
niah_mq_q8,49,FT_K3,,,0.0949367088607595
niah_mq_q8,50,DT,0.38744239631336397,0.5564393555592817,0.12738853503184713
niah_mq_q8,50,FT_K1,0.34953917050691247,0.4055519138787552,0.05732484076433121
niah_mq_q8,50,FT_K3,,,0.08917197452229299
niah_mq_q8,51,DT,0.3944748358862145,0.5720397091583149,0.12179487179487179
niah_mq_q8,51,FT_K1,0.3734682713347921,0.44724973422419934,0.10256410256410256
niah_mq_q8,51,FT_K3,,,0.10897435897435898
niah_mq_q8,52,DT,0.4232532751091703,0.6152398524216758,0.1509433962264151
niah_mq_q8,52,FT_K1,0.3852620087336244,0.44510953129395514,0.1069182389937107
niah_mq_q8,52,FT_K3,,,0.11949685534591195
niah_mq_q8,53,DT,0.44037622682660843,0.6530180544641337,0.13924050632911392
niah_mq_q8,53,FT_K1,0.3850872410032717,0.45055295648510185,0.10759493670886076
niah_mq_q8,53,FT_K3,,,0.10759493670886076
