dataset,index,method,recall,rise,mas
vt_h2_c3,65,FT_K1,0.6785714285714286,0.15013812154696132,0.22151923347351468
vt_h2_c3,65,ifr-tokenwise,0.7857142857142857,0.15870165745856352,0.2312051814073913
vt_h2_c3,65,FT_K3,0.6785714285714286,,
vt_h2_c3,66,DT,0.8709677419354839,0.10749999999999997,0.12647752646029442
vt_h2_c3,66,FT_K1,0.7741935483870968,0.15625,0.22829049340781768
vt_h2_c3,66,ifr-tokenwise,0.8064516129032258,0.16319444444444445,0.23533872569121495
vt_h2_c3,66,FT_K3,0.7741935483870968,,
vt_h2_c3,67,DT,0.8,0.11263736263736264,0.13082110530582297
vt_h2_c3,67,FT_K1,0.7333333333333333,0.1434065934065934,0.2203114435514649
vt_h2_c3,67,ifr-tokenwise,0.8,0.15535714285714286,0.22482855500107407
vt_h2_c3,67,FT_K3,0.7333333333333333,,
vt_h2_c3,68,DT,0.6333333333333333,0.10665680473372781,0.11988993406868384
vt_h2_c3,68,FT_K1,0.6333333333333333,0.14275147928994084,0.22092582784473164
vt_h2_c3,68,ifr-tokenwise,0.7666666666666667,0.16464497041420117,0.2452138641664586
vt_h2_c3,68,FT_K3,0.6333333333333333,,
vt_h2_c3,69,DT,0.7307692307692307,0.11236998514115899,0.12515618855797997
vt_h2_c3,69,FT_K1,0.6538461538461539,0.15590638930163447,0.23109056864866825
vt_h2_c3,69,ifr-tokenwise,0.7307692307692307,0.17403417533432392,0.25429089574612956
vt_h2_c3,69,FT_K3,0.6538461538461539,,
vt_h2_c3,70,DT,0.8666666666666667,0.10282426778242677,0.11715585963183557
vt_h2_c3,70,FT_K1,0.7,0.1562412831241283,0.2296530247569081
vt_h2_c3,70,ifr-tokenwise,0.8,0.15805439330543933,0.23416221742761018
vt_h2_c3,70,FT_K3,0.7,,
vt_h2_c3,71,DT,0.7857142857142857,0.1317547723935389,0.15328107170187616
vt_h2_c3,71,FT_K1,0.6785714285714286,0.15458883994126285,0.235617131486541
vt_h2_c3,71,ifr-tokenwise,0.75,0.17015418502202642,0.2535305369112512
vt_h2_c3,71,FT_K3,0.6785714285714286,,
vt_h2_c3,72,DT,0.8620689655172413,0.13237463126843657,0.16268579939037417
vt_h2_c3,72,FT_K1,0.6206896551724138,0.15287610619469025,0.22475366943109276
vt_h2_c3,72,ifr-tokenwise,0.8275862068965517,0.16261061946902652,0.2331985390787977
vt_h2_c3,72,FT_K3,0.6206896551724138,,
vt_h2_c3,73,DT,0.8,0.11651193633952257,0.13113637529380642
vt_h2_c3,73,FT_K1,0.7666666666666667,0.15749336870026526,0.22665562371136277
vt_h2_c3,73,ifr-tokenwise,0.7666666666666667,0.17805039787798407,0.2531274303770568
vt_h2_c3,73,FT_K3,0.7666666666666667,,
vt_h2_c3,74,DT,0.8214285714285714,0.13767605633802818,0.17734371453466485
vt_h2_c3,74,FT_K1,0.6071428571428571,0.12523474178403754,0.1872587047910788
vt_h2_c3,74,ifr-tokenwise,0.7142857142857143,0.12570422535211268,0.17556677925164038
vt_h2_c3,74,FT_K3,0.6071428571428571,,
vt_h2_c3,75,DT,0.7857142857142857,0.12277777777777779,0.14222297916637616
vt_h2_c3,75,FT_K1,0.75,0.1688888888888889,0.24685178868676103
vt_h2_c3,75,ifr-tokenwise,0.7857142857142857,0.18069444444444444,0.2527321971556725
vt_h2_c3,75,FT_K3,0.75,,
vt_h2_c3,76,DT,0.75,0.1386470588235294,0.18453974985452298
vt_h2_c3,76,FT_K1,0.6428571428571429,0.13017647058823528,0.1837670224431068
vt_h2_c3,76,ifr-tokenwise,0.7857142857142857,0.13888235294117646,0.1674879357542442
vt_h2_c3,76,FT_K3,0.6428571428571429,,
vt_h2_c3,77,DT,0.8,0.11717877094972066,0.13067671529215605
vt_h2_c3,77,FT_K1,0.7,0.1597765363128492,0.2370290215565737
vt_h2_c3,77,ifr-tokenwise,0.7666666666666667,0.16578212290502797,0.23717944480731146
vt_h2_c3,77,FT_K3,0.7,,
vt_h2_c3,78,DT,0.8214285714285714,0.10138888888888889,0.12406893081282153
vt_h2_c3,78,FT_K1,0.6428571428571429,0.13611111111111113,0.20415704457463857
vt_h2_c3,78,ifr-tokenwise,0.7857142857142857,0.15486111111111112,0.2243893983290201
vt_h2_c3,78,FT_K3,0.6428571428571429,,
vt_h2_c3,79,DT,0.7142857142857143,0.10346607669616519,0.11940475482364069
vt_h2_c3,79,FT_K1,0.5714285714285714,0.14255162241887906,0.22889207379323412
vt_h2_c3,79,ifr-tokenwise,0.7857142857142857,0.16762536873156342,0.24522298277527416
vt_h2_c3,79,FT_K3,0.5714285714285714,,
vt_h2_c3,80,DT,0.75,0.12757142857142859,0.1490647319461462
vt_h2_c3,80,FT_K1,0.6071428571428571,0.17857142857142855,0.2565167700768273
vt_h2_c3,80,ifr-tokenwise,0.8214285714285714,0.18357142857142855,0.26108182990039785
vt_h2_c3,80,FT_K3,0.6071428571428571,,
vt_h2_c3,81,DT,0.8571428571428571,0.11338028169014083,0.1267687428479137
vt_h2_c3,81,FT_K1,0.7857142857142857,0.1470070422535211,0.21386268965018157
vt_h2_c3,81,ifr-tokenwise,0.8571428571428571,0.16320422535211265,0.2243086216685842
vt_h2_c3,81,FT_K3,0.7857142857142857,,
vt_h2_c3,82,DT,0.8928571428571429,0.11114958448753462,0.1245205605465455
vt_h2_c3,82,FT_K1,0.7857142857142857,0.16558171745152356,0.23652637568718138
vt_h2_c3,82,ifr-tokenwise,0.8214285714285714,0.1738919667590028,0.25116108068657683
vt_h2_c3,82,FT_K3,0.7857142857142857,,
vt_h2_c3,83,DT,0.896551724137931,0.11982288828337875,0.13419404114861616
vt_h2_c3,83,FT_K1,0.7931034482758621,0.1641008174386921,0.24122271889084407
vt_h2_c3,83,ifr-tokenwise,0.7931034482758621,0.16818801089918256,0.2523064416745476
vt_h2_c3,83,FT_K3,0.7931034482758621,,
vt_h2_c3,84,DT,0.7692307692307693,0.10795774647887324,0.12529045905030367
vt_h2_c3,84,FT_K1,0.6538461538461539,0.14612676056338028,0.2232655204580655
vt_h2_c3,84,ifr-tokenwise,0.7692307692307693,0.15387323943661974,0.2275013677702152
vt_h2_c3,84,FT_K3,0.6538461538461539,,
vt_h2_c3,85,DT,0.8666666666666667,0.1131401617250674,0.12612572991437715
vt_h2_c3,85,FT_K1,0.6333333333333333,0.1588274932614555,0.23068770951057876
vt_h2_c3,85,ifr-tokenwise,0.7666666666666667,0.17998652291105124,0.2476520329107179
vt_h2_c3,85,FT_K3,0.6333333333333333,,
vt_h2_c3,86,DT,0.7419354838709677,0.16378504672897196,0.22029191537326653
vt_h2_c3,86,FT_K1,0.5483870967741935,0.12850467289719628,0.19602615815863283
vt_h2_c3,86,ifr-tokenwise,0.7419354838709677,0.13154205607476635,0.17916856169146883
vt_h2_c3,86,FT_K3,0.5483870967741935,,
vt_h2_c3,87,DT,0.8666666666666667,0.09727866473149493,0.11179232012100897
vt_h2_c3,87,FT_K1,0.6666666666666666,0.16070391872278664,0.23410094018490502
vt_h2_c3,87,ifr-tokenwise,0.7333333333333333,0.16999274310595064,0.2383316643250088
vt_h2_c3,87,FT_K3,0.6666666666666666,,
