index,target_mode,method,pooling,budget_unit,budget_value,budget,all_body_tokens,precision,recall,f1,exact_match,complete_support,true_positive,predicted,gold,spent_all_tokens,unused_all_tokens,selected_sentences,empty_selection,token_recall,fact_recall_ceiling
4,full,DT_target,positive_mean_eligible,all_body_tokens,0.1,119,1184,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,2,3,3,101,18,3,0,0.6826923076923077,1.0
4,full,DT_target,positive_mean_eligible,all_body_tokens,0.2,237,1184,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.0,0.0,2,6,3,207,30,6,0,0.6826923076923077,1.0
4,full,DT_target,positive_mean_eligible,sentences,2,2,1184,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,0,0.6826923076923077,0.6666666666666666
4,full,DT_target,positive_mean_eligible,sentences,4,4,1184,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0,2,4,3,135,0,4,0,0.6826923076923077,1.0
4,full,DT_target,positive_mean_eligible,sentences,8,8,1184,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,274,0,8,0,1.0,1.0
4,full,FT_K1,signed_sum,all_body_tokens,0.05,60,1184,1.0,0.3333333333333333,0.5,0.0,0.0,1,1,3,44,16,1,0,0.4230769230769231,0.6666666666666666
4,full,FT_K1,signed_sum,all_body_tokens,0.1,119,1184,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,2,3,3,105,14,3,0,0.6826923076923077,1.0
4,full,FT_K1,signed_sum,all_body_tokens,0.2,237,1184,0.5,1.0,0.6666666666666666,0.0,1.0,3,6,3,221,16,6,0,1.0,1.0
4,full,FT_K1,signed_sum,sentences,2,2,1184,1.0,0.6666666666666666,0.8,0.0,0.0,2,2,3,71,0,2,0,0.6826923076923077,0.6666666666666666
4,full,FT_K1,signed_sum,sentences,4,4,1184,0.75,1.0,0.8571428571428571,0.0,1.0,3,4,3,138,0,4,0,1.0,1.0
4,full,FT_K1,signed_sum,sentences,8,8,1184,0.375,1.0,0.5454545454545454,0.0,1.0,3,8,3,288,0,8,0,1.0,1.0
4,full,FT_K1,positive_mean_eligible,all_body_tokens,0.05,60,1184,1.0,0.3333333333333333,0.5,0.0,0.0,1,1,3,44,16,1,0,0.4230769230769231,0.6666666666666666
