index,target_mode,method,all_body_tokens,eligible_body_tokens,omitted_tokens,signed_body_sum,positive_body_sum,negative_body_sum
39,full,FT_K3,719,662,57,6.050777859811205,6.050777859811205,0.0
40,full,DT_target,1406,1230,176,101.74472308347353,125.74317307034627,-23.998449986872753
40,full,FT_K1,1406,1230,176,2.545094654233253,2.545094654233253,0.0
40,full,FT_K3,1406,1230,176,2.4552606845172704,2.4552606845172704,0.0
41,full,DT_target,884,778,106,79.10143482298193,107.98196788920215,-28.880533066220227
41,full,FT_K1,884,778,106,2.252062742190901,2.252062742190901,0.0
41,full,FT_K3,884,778,106,2.1710578980855644,2.1710578980855644,0.0
42,full,DT_target,1312,1236,76,14.84158258584636,18.355850912607742,-3.5142683267613837
42,full,FT_K1,1312,1236,76,2.657620744605083,2.657620744605083,0.0
42,full,FT_K3,1312,1236,76,2.5833687250560615,2.5833687250560615,0.0
43,full,DT_target,1259,1136,123,49.50874635465907,50.270150263216756,-0.7614039085576925
43,full,FT_K1,1259,1136,123,1.221621072909329,1.221621072909329,0.0
43,full,FT_K3,1259,1136,123,1.1949967431210098,1.1949967431210098,0.0
44,full,DT_target,831,739,92,19.786633398058722,22.4101784803102,-2.623545082251474
44,full,FT_K1,831,739,92,0.7226135435812466,0.7226135435812466,0.0
44,full,FT_K3,831,739,92,0.7202633712950046,0.7202633712950046,0.0
45,full,DT_target,1835,1625,210,25.544199390280625,31.340095952376245,-5.795896562095621
45,full,FT_K1,1835,1625,210,5.661020286177518,5.661020286177518,0.0
45,full,FT_K3,1835,1625,210,5.601551830302924,5.601551830302924,0.0
46,full,DT_target,1324,1220,104,114.86376519655867,125.02030907053236,-10.156543873973664
46,full,FT_K1,1324,1220,104,0.6428709914707724,0.6428709914707724,0.0
46,full,FT_K3,1324,1220,104,0.6241158824286686,0.6241158824286686,0.0
47,full,DT_target,881,785,96,79.72685365932912,87.4071892363298,-7.6803355770007045
47,full,FT_K1,881,785,96,2.352977153903339,2.352977153903339,0.0
47,full,FT_K3,881,785,96,2.3357503813604126,2.3357503813604126,0.0
0,answer_conditioned,DT_target,2883,2659,224,3.7931337080860295,7.6389806338329445,-3.8458469257469154
