dataset,index,method,target_mode,aggregation,view,budget_unit,fraction,eligible,gold,budget,gold_density,ceiling,random_expected_recall,recall,precision,ceiling_adjusted_recall,cutoff,cutoff_tie_size,recall_tie_low,recall_tie_high,all_body_tokens,f1,exact_match,complete_support,true_positive,predicted,token_recall,spent_tokens,unused_tokens,selected_sentences,empty_selection,fact_recall_ceiling
vt_h2_c3,81,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.9285714285714286,0.7647058823529411,0.9285714285714286,0.09504872560501099,1,0.9285714285714286,0.9285714285714286,,,,,,,,,,,,
vt_h2_c3,82,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,337,28,34,0.0830860534124629,1.0,0.10089020771513353,0.8571428571428571,0.7058823529411765,0.8571428571428571,0.12983332574367523,1,0.8571428571428571,0.8571428571428571,,,,,,,,,,,,
vt_h2_c3,83,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,29,34,0.08708708708708708,1.0,0.1021021021021021,0.9310344827586207,0.7941176470588235,0.9310344827586207,0.06907521933317184,1,0.9310344827586207,0.9310344827586207,,,,,,,,,,,,
vt_h2_c3,84,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,330,26,33,0.07878787878787878,1.0,0.1,0.8846153846153846,0.696969696969697,0.8846153846153846,0.09670385718345642,1,0.8846153846153846,0.8846153846153846,,,,,,,,,,,,
vt_h2_c3,85,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,338,30,34,0.08875739644970414,1.0,0.10059171597633136,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.18295618891716003,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,86,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,31,34,0.09309309309309309,1.0,0.1021021021021021,0.8709677419354839,0.7941176470588235,0.8709677419354839,0.20617032051086426,1,0.8709677419354839,0.8709677419354839,,,,,,,,,,,,
vt_h2_c3,87,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,339,30,34,0.08849557522123894,1.0,0.10029498525073746,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.14106181263923645,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
vt_h2_c3,88,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,29,34,0.08682634730538923,1.0,0.10179640718562874,0.8620689655172413,0.7352941176470589,0.8620689655172413,0.11875993013381958,1,0.8620689655172413,0.8620689655172413,,,,,,,,,,,,
vt_h2_c3,89,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,28,34,0.08408408408408409,1.0,0.1021021021021021,0.7857142857142857,0.6470588235294118,0.7857142857142857,0.09946431964635849,1,0.7857142857142857,0.7857142857142857,,,,,,,,,,,,
vt_h2_c3,90,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,333,30,34,0.09009009009009009,1.0,0.1021021021021021,0.9,0.7941176470588235,0.9,0.1087193563580513,1,0.9,0.9,,,,,,,,,,,,
vt_h2_c3,91,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,28,34,0.08433734939759036,1.0,0.10240963855421686,0.8928571428571429,0.7352941176470589,0.8928571428571429,0.13293497264385223,1,0.8928571428571429,0.8928571428571429,,,,,,,,,,,,
vt_h2_c3,92,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,331,28,34,0.08459214501510574,1.0,0.1027190332326284,0.8928571428571429,0.7352941176470589,0.8928571428571429,0.10587335377931595,1,0.8928571428571429,0.8928571428571429,,,,,,,,,,,,
vt_h2_c3,93,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,332,29,34,0.08734939759036145,1.0,0.10240963855421686,0.8620689655172413,0.7352941176470589,0.8620689655172413,0.10624364018440247,1,0.8620689655172413,0.8620689655172413,,,,,,,,,,,,
vt_h2_c3,94,DT,answer_only,signed_sum,raw,eligible_body_tokens,0.1,334,30,34,0.08982035928143713,1.0,0.10179640718562874,0.8666666666666667,0.7647058823529411,0.8666666666666667,0.1832214891910553,1,0.8666666666666667,0.8666666666666667,,,,,,,,,,,,
