attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
deltatrace_retained,128,32,160,10.3006,14.1508,16.8024,0.0000,ok|ok|ok
deltatrace_retained,256,32,288,0.3409,0.0179,16.9618,0.0000,ok|ok|ok
deltatrace_retained,512,32,544,0.4020,0.0033,17.3602,0.0000,ok|ok|ok
deltatrace_retained,1024,32,1056,0.7140,0.0028,18.0921,0.0000,ok|ok|ok
