group,cases,all_complete_vectors_equal,baseline_seconds,baseline_peak_bytes,baseline_first_shape_seconds,accelerated_seconds,accelerated_peak_bytes,accelerated_first_shape_seconds,reduction_fraction
0,"niah_mq_q2_3,niah_mq_q2_0",True,1.0238945093005896,21982276096,16.268695805221796,0.9525742679834366,21982205952,0.9847288280725479,0.06965584898572319
7,"morehopqa_3,morehopqa_0",True,1.4557133121415973,23463785472,4.831075109541416,1.3776676151901484,23463855616,1.3812431897968054,0.05361337036660785
