attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
attnlrp,128,32,160,23.6072,27.7473,38.5163,0.0119,ok|ok|ok
attnlrp,256,32,288,11.7687,9.6907,39.6690,0.0069,ok|ok|ok
attnlrp,512,32,544,13.1080,9.6603,42.0053,0.0158,ok|ok|ok
attnlrp,1024,32,1056,16.6864,9.7942,47.3104,0.0227,ok|ok|ok
