Method,Recovery@10%
Seq Attr Recovery Mean,0.07498300000328047
Row Attr Recovery Mean,0.07498300000328047
Recursive Attr Recovery Mean,0.07498300000328047
Seq Attr Recovery Std,0.048595876509541565
Row Attr Recovery Std,0.048595876509541565
Recursive Attr Recovery Std,0.048595876509541565
Examples Used,100
Examples Skipped,0
Avg Sample Time (s),2.691221790900454
