attr_func,target_input_tokens,target_output_tokens,target_total_tokens,time_mean,time_std,peak_mem_mean,peak_mem_std,statuses
ifr_multi_hop,128,32,160,0.4074,0.3069,17.2113,0.3678,ok|ok|ok
ifr_multi_hop,256,32,288,0.2710,0.0040,17.2302,0.0000,ok|ok|ok
ifr_multi_hop,512,32,544,0.3628,0.0029,17.9202,0.0000,ok|ok|ok
ifr_multi_hop,1024,32,1056,0.5718,0.0035,19.6629,0.0000,ok|ok|ok
