Method,RISE,MAS,RISE+AP
Seq Attr Scores Mean,0.18261880200489064,0.24761399610338444,0.24773077903300952
Row Attr Scores Mean,0.18261880200489064,0.24761399689452038,0.2477307755475875
Recursive Attr Scores Mean,0.18261880200489064,0.24761399612678736,0.2477307775063773
Seq Attr Scores Var,0.08795234857644674,0.07589993414080722,0.07593233746152353
Row Attr Scores Var,0.08795234857644674,0.07589992541664148,0.07593233492036235
Recursive Attr Scores Var,0.08795234857644674,0.07589992732831452,0.07593233646414839
Avg Sample Time (s),17.967317538149654
